 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, rowcost
C major (0), 1, 1, 1, 1, 1, 3, 4, 2, 1, 1, 1, 0, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 3, 3, 2, 3, 0, 0, 1, 0, 0, 1, 1, 3, 4, 0, 52
A minor (0), 2, 1, 1, 2, 1, 3, 3, 1, 2, 2, 1, 0, 2, 1, 1, 3, 2, 2, 1, 1, 3, 1, 3, 3, 1, 3, 0, 0, 1, 0, 0, 1, 1, 3, 4, 0, 56
A minor mel (0), 2, 1, 1, 3, 1, 3, 2, 0, 3, 3, 1, 0, 1, 0, 1, 2, 3, 2, 1, 1, 4, 1, 3, 2, 0, 4, 1, 1, 0, 1, 0, 1, 1, 3, 3, 1, 57
C major blues (0), 1, 1, 1, 2, 1, 4, 4, 3, 3, 2, 1, 0, 2, 1, 2, 2, 2, 1, 1, 1, 3, 1, 4, 3, 2, 5, 2, 1, 1, 1, 1, 1, 1, 3, 4, 1, 69
A minor blues (0), 2, 1, 1, 3, 1, 4, 4, 3, 4, 2, 1, 0, 2, 1, 1, 2, 3, 2, 1, 1, 4, 1, 4, 3, 2, 5, 2, 1, 1, 1, 1, 1, 1, 3, 4, 1, 74
C dorian (0), 1, 1, 1, 2, 1, 3, 3, 1, 2, 2, 1, 0, 1, 0, 2, 1, 2, 1, 1, 1, 3, 1, 3, 2, 1, 4, 1, 1, 0, 1, 0, 1, 1, 3, 3, 1, 53
C phrygian (0), 1, 0, 0, 1, 0, 4, 3, 2, 1, 0, 0, 0, 2, 1, 2, 2, 1, 1, 0, 0, 1, 0, 4, 2, 2, 2, 0, 0, 1, 0, 0, 1, 1, 2, 3, 0, 40
C lydian (0), 1, 1, 1, 2, 1, 3, 3, 1, 2, 2, 1, 0, 1, 0, 2, 1, 2, 1, 1, 1, 3, 1, 3, 2, 1, 4, 1, 1, 0, 1, 0, 1, 1, 3, 3, 1, 53
C mixolydian (0), 1, 0, 0, 1, 0, 4, 3, 2, 1, 0, 0, 0, 2, 1, 2, 2, 1, 1, 0, 0, 1, 0, 4, 2, 2, 2, 0, 0, 1, 0, 0, 1, 1, 2, 3, 0, 40
C aeolian (0), 1, 1, 1, 1, 1, 3, 4, 2, 1, 1, 1, 0, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 3, 3, 2, 3, 0, 0, 1, 0, 0, 1, 1, 3, 4, 0, 52
C locrian (0), 0, 0, 0, 0, 0, 3, 3, 3, 2, 0, 0, 0, 2, 1, 2, 2, 0, 0, 0, 0, 0, 0, 3, 2, 2, 3, 1, 0, 1, 0, 1, 0, 0, 2, 2, 0, 35
F major (1b), 1, 0, 0, 1, 0, 4, 3, 2, 1, 0, 0, 0, 2, 1, 2, 1, 1, 1, 0, 0, 1, 0, 4, 2, 2, 2, 0, 0, 1, 0, 0, 1, 1, 2, 3, 0, 39
G major (1#), 1, 1, 1, 2, 1, 3, 3, 1, 2, 2, 1, 0, 1, 0, 1, 1, 2, 1, 1, 1, 3, 1, 3, 2, 1, 4, 1, 1, 0, 1, 0, 1, 1, 3, 3, 1, 52
