id,title,composer,part,KSgt,KSest,notes,err,time
8460,BWV846_Prelude,Bach,rh,0,,408,0,0.162
8460,BWV846_Prelude,Bach,lh,0,,211,0,0.086
8461,BWV846_Fugue,Bach,rh,0,,487,4,3.417
8461,BWV846_Fugue,Bach,lh,0,,315,6,1.684
8480,BWV848_Prelude,Bach,rh,7,,397,22,0.173
8480,BWV848_Prelude,Bach,lh,7,,425,16,0.237
8481,BWV848_Fugue,Bach,rh,7,,866,41,9.268
8481,BWV848_Fugue,Bach,lh,7,-4.0,623,619,3.704
8540,BWV854_Prelude,Bach,rh,4,,287,5,2.246
8540,BWV854_Prelude,Bach,lh,4,,221,2,1.080
8541,BWV854_Fugue,Bach,rh,4,,475,1,5.817
8541,BWV854_Fugue,Bach,lh,4,,287,1,1.030
8561,BWV856_Fugue,Bach,rh,-1,,481,1,0.973
8561,BWV856_Fugue,Bach,lh,-1,,313,2,0.279
8570,BWV857_Prelude,Bach,rh,-4,,394,8,9.549
8570,BWV857_Prelude,Bach,lh,-4,,249,4,1.848
8571,BWV857_Fugue,Bach,rh,-4,-3.0,735,11,6.760
8571,BWV857_Fugue,Bach,lh,-4,-3.0,688,12,8.502
8580,BWV858_Prelude,Bach,rh,6,,293,24,1.044
8580,BWV858_Prelude,Bach,lh,6,,169,4,0.421
8581,BWV858_Fugue,Bach,rh,6,,583,2,8.618
8581,BWV858_Fugue,Bach,lh,6,,370,10,1.991
8600,BWV860_Prelude,Bach,rh,1,,335,0,2.964
8600,BWV860_Prelude,Bach,lh,1,2.0,275,2,1.175
8601,BWV860_Fugue,Bach,rh,1,,1124,4,4.186
8601,BWV860_Fugue,Bach,lh,1,,705,2,2.037
8620,BWV862_Prelude,Bach,rh,-4,,381,0,0.759
8620,BWV862_Prelude,Bach,lh,-4,,314,0,0.368
8621,BWV862_Fugue,Bach,rh,-4,,477,1,2.489
8621,BWV862_Fugue,Bach,lh,-4,,455,1,2.354
8630,BWV863_Prelude,Bach,rh,5,,344,11,2.349
8630,BWV863_Prelude,Bach,lh,5,,267,14,0.709
8631,BWV863_Fugue,Bach,rh,5,,473,71,3.854
8631,BWV863_Fugue,Bach,lh,5,,374,39,1.404
8640,BWV864_Prelude,Bach,rh,3,,361,2,2.980
8640,BWV864_Prelude,Bach,lh,3,,280,2,1.026
8641,BWV864_Fugue,Bach,rh,3,,813,4,8.328
8641,BWV864_Fugue,Bach,lh,3,,487,6,1.819
8650,BWV865_Prelude,Bach,rh,0,,402,1,2.945
8650,BWV865_Prelude,Bach,lh,0,,246,0,0.263
8651,BWV865_Fugue,Bach,rh,0,,1408,12,14.658
8651,BWV865_Fugue,Bach,lh,0,,1140,6,6.655
8660,BWV866_Prelude,Bach,rh,-2,,317,1,35.562
8660,BWV866_Prelude,Bach,lh,-2,,321,1,328.073
8661,BWV866_Fugue,Bach,rh,-2,,573,2,1.290
8661,BWV866_Fugue,Bach,lh,-2,,395,2,0.844
8670,BWV867_Prelude,Bach,rh,-5,,528,2,12.864
8670,BWV867_Prelude,Bach,lh,-5,,279,5,2.496
8671,BWV867_Fugue,Bach,rh,-5,,536,25,1.689
8671,BWV867_Fugue,Bach,lh,-5,7.0,291,271,0.486
8680,BWV868_Prelude,Bach,rh,5,,260,4,1.118
8680,BWV868_Prelude,Bach,lh,5,,180,3,0.445
8681,BWV868_Fugue,Bach,rh,5,,466,3,4.398
8681,BWV868_Fugue,Bach,lh,5,,442,0,1.508
8700,BWV870_Prelude,Bach,rh,0,,584,15,13.708
8700,BWV870_Prelude,Bach,lh,0,,410,4,2.848
8701,BWV870_Fugue,Bach,rh,0,,682,3,1.639
8701,BWV870_Fugue,Bach,lh,0,,415,0,0.356
8731,BWV873_Fugue,Bach,rh,4,,862,24,10.176
8731,BWV873_Fugue,Bach,lh,4,,603,9,1.957
8740,BWV874_Prelude,Bach,rh,2,,930,12,6.732
8740,BWV874_Prelude,Bach,lh,2,,620,3,2.920
8741,BWV874_Fugue,Bach,rh,2,,495,4,3.008
8741,BWV874_Fugue,Bach,lh,2,,471,4,2.123
8750,BWV875_Prelude,Bach,rh,-1,,581,5,0.859
8750,BWV875_Prelude,Bach,lh,-1,,510,7,0.512
8751,BWV875_Fugue,Bach,rh,-1,,487,28,18.896
8751,BWV875_Fugue,Bach,lh,-1,,344,7,3.558
8760,BWV876_Prelude,Bach,rh,-3,,561,3,1.379
8760,BWV876_Prelude,Bach,lh,-3,,384,3,0.340
8761,BWV876_Fugue,Bach,rh,-3,,377,0,0.538
8761,BWV876_Fugue,Bach,lh,-3,,373,2,0.423
8800,BWV880_Prelude,Bach,rh,-1,,799,6,2.769
8800,BWV880_Prelude,Bach,lh,-1,,677,7,1.461
8801,BWV880_Fugue,Bach,rh,-1,,688,7,1.190
8801,BWV880_Fugue,Bach,lh,-1,,416,7,0.250
8830,BWV883_Prelude,Bach,rh,3,4.0,524,13,2.261
8830,BWV883_Prelude,Bach,lh,3,,414,4,1.054
8831,BWV883_Fugue,Bach,rh,3,,809,5,9.269
8831,BWV883_Fugue,Bach,lh,3,,688,4,2.998
8840,BWV884_Prelude,Bach,rh,1,,484,1,0.686
8840,BWV884_Prelude,Bach,lh,1,,422,0,0.451
8841,BWV884_Fugue,Bach,rh,1,,421,0,0.312
8841,BWV884_Fugue,Bach,lh,1,,321,0,0.192
8850,BWV885_Prelude,Bach,rh,-2,,355,10,4.152
8850,BWV885_Prelude,Bach,lh,-2,,237,6,1.452
8851,BWV885_Fugue,Bach,rh,-2,,884,9,4.189
8851,BWV885_Fugue,Bach,lh,-2,,851,5,3.303
8870,BWV887_Prelude,Bach,rh,5,6.0,672,55,7.490
8870,BWV887_Prelude,Bach,lh,5,-4.0,646,566,4.308
8871,BWV887_Fugue,Bach,rh,5,,1045,102,2.643
8871,BWV887_Fugue,Bach,lh,5,,647,73,0.964
8880,BWV888_Prelude,Bach,rh,3,,502,1,2.877
8880,BWV888_Prelude,Bach,lh,3,,276,1,0.423
8881,BWV888_Fugue,Bach,rh,3,,467,2,7.138
8881,BWV888_Fugue,Bach,lh,3,,337,2,0.959
8890,BWV889_Prelude,Bach,rh,0,,441,35,21.972
8890,BWV889_Prelude,Bach,lh,0,,407,41,15.119
8891,BWV889_Fugue,Bach,rh,0,,396,6,18.355
8891,BWV889_Fugue,Bach,lh,0,,366,2,1.952
8910,BWV891_Prelude,Bach,rh,-5,,730,16,2.339
8910,BWV891_Prelude,Bach,lh,-5,7.0,498,461,0.476
8911,BWV891_Fugue,Bach,rh,-5,-4.0,950,34,4.011
8911,BWV891_Fugue,Bach,lh,-5,-4.0,879,11,3.742
8920,BWV892_Prelude,Bach,rh,5,,589,14,1.939
8920,BWV892_Prelude,Bach,lh,5,,476,14,1.698
8921,BWV892_Fugue,Bach,rh,5,,764,17,1.616
8921,BWV892_Fugue,Bach,lh,5,,702,19,0.945
8930,BWV893_Prelude,Bach,rh,2,,553,1,0.765
8930,BWV893_Prelude,Bach,lh,2,,364,2,0.258
8931,BWV893_Fugue,Bach,rh,2,,575,7,0.823
8931,BWV893_Fugue,Bach,lh,2,,466,6,0.330
