 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, rowcost
Bb minor (5b), 1/0, 1/0, 1/0, 3/1, 5/2, 3/0, 2/2, 2/1, 3/0, 5/2, 3/0, 6/9, 4/3, 0/0, 0/0, 1/0, 0/0, 40/20
G# minor (5#), 2/0, 3/2, 3/2, 6/7, 9/9, 6/6, 5/7, 6/13, 8/13, 9/9, 6/6, 8/9, 8/12, 2/0, 2/0, 3/2, 1/0, 87/97
Gb major (6b), 2/2, 3/4, 3/4, 6/7, 12/12, 7/10, 5/6, 6/6, 8/10, 12/12, 7/10, 8/13, 5/12, 1/0, 1/0, 3/4, 1/0, 90/112
F# major (6#), 1/0, 2/2, 2/2, 4/12, 8/6, 4/1, 3/2, 4/7, 5/7, 8/6, 4/2, 5/2, 3/5, 1/0, 1/0, 2/4, 1/0, 58/58
Eb minor (6b), 1/0, 2/0, 2/0, 4/2, 7/2, 4/0, 3/0, 3/0, 4/1, 7/2, 4/0, 5/9, 5/2, 1/0, 1/0, 2/0, 1/0, 56/18
D# minor (6#), 2/0, 3/2, 3/2, 6/8, 10/10, 7/11, 5/7, 5/6, 7/8, 10/11, 7/11, 8/13, 7/11, 1/0, 1/0, 3/2, 1/0, 86/102
Cb major (7b), 2/2, 4/8, 4/8, 8/11, 14/15, 8/12, 6/8, 8/10, 10/14, 14/16, 8/12, 9/14, 8/14, 3/2, 3/2, 4/8, 2/2, 115/158
C# major (7#), 2/0, 2/2, 2/2, 4/7, 6/8, 4/4, 3/3, 3/5, 5/7, 6/8, 4/4, 7/3, 4/9, 0/0, 0/0, 2/2, 0/0, 54/64
Ab minor (7b), 1/0, 2/0, 2/0, 6/3, 8/5, 5/4, 3/2, 4/1, 7/2, 8/4, 5/4, 7/6, 6/2, 2/0, 2/0, 2/0, 1/0, 71/33
A# minor (7#), 2/0, 2/2, 2/2, 6/10, 9/12, 6/10, 4/6, 4/6, 6/8, 9/12, 6/10, 9/13, 6/11, 0/0, 0/0, 2/2, 0/0, 73/104
