 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, rowcost
C major (0), 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 3, 2, 3, 0, 2, 0, 0, 17
A minor (0), 0, 0, 1, 1, 3, 2, 1, 2, 2, 2, 4, 3, 4, 1, 3, 1, 0, 30
F major (1b), 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 2, 1, 3, 0, 2, 0, 0, 13
G major (1#), 0, 1, 1, 1, 2, 1, 0, 1, 1, 2, 4, 3, 3, 1, 3, 0, 0, 24
D minor (1b), 0, 0, 0, 0, 1, 0, 1, 1, 1, 2, 4, 2, 4, 0, 1, 1, 0, 18
E minor (1#), 0, 2, 1, 2, 2, 2, 1, 2, 4, 3, 5, 4, 2, 2, 4, 1, 1, 38
Bb major (2b), 0, 0, 2, 0, 2, 0, 1, 0, 0, 4, 1, 1, 4, 0, 2, 0, 0, 17
D major (2#), 0, 1, 0, 1, 2, 1, 0, 2, 2, 1, 6, 4, 4, 1, 2, 1, 0, 28
G minor (2b), 0, 1, 2, 1, 3, 0, 0, 0, 0, 4, 2, 2, 4, 1, 3, 0, 0, 23
B minor (2#), 1, 2, 1, 2, 6, 0, 1, 1, 4, 2, 6, 3, 5, 2, 3, 2, 1, 42
Eb major (3b), 1, 1, 3, 1, 3, 0, 2, 0, 1, 5, 0, 0, 3, 1, 3, 1, 1, 26
A major (3#), 0, 1, 0, 2, 4, 2, 0, 3, 3, 1, 6, 5, 5, 2, 3, 2, 0, 39
C minor (3b), 1, 1, 3, 1, 2, 1, 2, 1, 2, 3, 1, 1, 5, 1, 3, 1, 1, 30
F# minor (3#), 0, 0, 1, 1, 6, 2, 0, 3, 6, 2, 5, 4, 5, 1, 2, 2, 0, 40
Ab major (4b), 2, 3, 3, 3, 4, 1, 4, 1, 5, 7, 1, 1, 5, 3, 3, 3, 3, 52
E major (4#), 0, 2, 0, 3, 3, 3, 1, 4, 6, 2, 5, 6, 4, 3, 4, 3, 1, 50
F minor (4b), 1, 2, 1, 2, 2, 1, 3, 1, 1, 4, 2, 1, 5, 2, 2, 2, 2, 34
C# minor (4#), 0, 2, 0, 4, 7, 4, 1, 4, 6, 3, 5, 5, 3, 4, 4, 3, 1, 56
Db major (5b), 2, 4, 3, 5, 6, 3, 4, 3, 6, 7, 3, 3, 6, 5, 5, 5, 4, 74
B major (5#), 1, 3, 1, 4, 6, 2, 2, 3, 5, 3, 4, 5, 5, 4, 5, 4, 2, 59
Bb minor (5b), 0, 1, 1, 2, 4, 2, 1, 2, 1, 5, 3, 3, 6, 2, 2, 2, 1, 38
G# minor (5#), 1, 4, 1, 4, 6, 2, 4, 3, 4, 5, 4, 4, 5, 4, 5, 4, 3, 63
Gb major (6b), 2, 4, 3, 6, 7, 4, 4, 5, 8, 6, 5, 6, 8, 6, 7, 7, 4, 92
F# major (6#), 1, 2, 2, 3, 5, 2, 2, 3, 5, 4, 3, 4, 5, 3, 4, 4, 2, 54
Eb minor (6b), 1, 1, 3, 2, 4, 1, 1, 2, 3, 4, 2, 2, 5, 2, 5, 3, 1, 42
D# minor (6#), 2, 2, 4, 4, 5, 2, 2, 3, 5, 5, 3, 3, 7, 4, 8, 5, 2, 66
Cb major (7b), 2, 5, 2, 7, 8, 4, 4, 6, 9, 6, 7, 8, 9, 7, 9, 8, 4, 105
C# major (7#), 1, 2, 2, 4, 6, 3, 2, 3, 5, 5, 3, 3, 5, 4, 4, 4, 2, 58
Ab minor (7b), 2, 4, 2, 4, 5, 1, 4, 2, 6, 5, 3, 3, 5, 4, 5, 4, 3, 62
A# minor (7#), 0, 2, 2, 4, 7, 4, 2, 4, 2, 7, 5, 5, 10, 4, 4, 4, 2, 68
