 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, rowcost
C major (0), 0, 1, 6, 1, 3, 5, 3, 1, 6, 2, 6, 4, 0, 4, 3, 1, 3, 3, 2, 7, 8, 2, 4, 5, 1, 3, 1, 2, 9, 2, 1, 2, 5, 3, 3, 0, 1, 3, 3, 3, 2, 2, 5, 0, 6, 1, 2, 0, 5, 2, 147
A minor (0), 0, 1, 5, 1, 4, 5, 4, 1, 4, 2, 5, 4, 0, 4, 3, 1, 4, 3, 3, 7, 8, 2, 3, 4, 1, 3, 1, 3, 10, 2, 1, 3, 5, 4, 5, 0, 1, 4, 3, 4, 2, 2, 5, 0, 4, 1, 2, 0, 5, 2, 151
A minor mel (0), 0, 1, 5, 1, 4, 5, 4, 1, 4, 2, 5, 4, 0, 4, 3, 1, 4, 3, 3, 7, 8, 2, 3, 4, 1, 3, 1, 3, 10, 2, 1, 3, 5, 4, 5, 0, 1, 4, 3, 4, 2, 2, 5, 0, 4, 1, 2, 0, 5, 2, 151
C major blues (0), 0, 1, 6, 1, 3, 5, 3, 1, 6, 2, 6, 4, 0, 4, 3, 1, 3, 3, 2, 7, 8, 2, 4, 5, 1, 3, 1, 2, 9, 2, 1, 2, 5, 3, 3, 0, 1, 3, 3, 3, 2, 2, 5, 0, 6, 1, 2, 0, 5, 2, 147
A minor blues (0), 0, 1, 5, 1, 4, 5, 4, 1, 4, 2, 5, 4, 0, 4, 3, 1, 4, 3, 3, 7, 8, 2, 3, 4, 1, 3, 1, 3, 10, 2, 1, 3, 5, 4, 5, 0, 1, 4, 3, 4, 2, 2, 5, 0, 4, 1, 2, 0, 5, 2, 151
C dorian (0), 0, 1, 6, 1, 3, 5, 3, 1, 6, 2, 6, 4, 0, 4, 3, 1, 3, 3, 2, 7, 8, 2, 4, 5, 1, 3, 1, 2, 9, 2, 1, 2, 5, 3, 3, 0, 1, 3, 3, 3, 2, 2, 5, 0, 6, 1, 2, 0, 5, 2, 147
C phrygian (0), 0, 1, 6, 1, 3, 5, 3, 1, 6, 2, 6, 4, 0, 4, 3, 1, 3, 3, 2, 7, 8, 2, 4, 5, 1, 3, 1, 2, 9, 2, 1, 2, 5, 3, 3, 0, 1, 3, 3, 3, 2, 2, 5, 0, 6, 1, 2, 0, 5, 2, 147
C lydian (0), 0, 1, 6, 1, 3, 5, 3, 1, 6, 2, 6, 4, 0, 4, 3, 1, 3, 3, 2, 7, 8, 2, 4, 5, 1, 3, 1, 2, 9, 2, 1, 2, 5, 3, 3, 0, 1, 3, 3, 3, 2, 2, 5, 0, 6, 1, 2, 0, 5, 2, 147
C mixolydian (0), 0, 1, 6, 1, 3, 5, 3, 1, 6, 2, 6, 4, 0, 4, 3, 1, 3, 3, 2, 7, 8, 2, 4, 5, 1, 3, 1, 2, 9, 2, 1, 2, 5, 3, 3, 0, 1, 3, 3, 3, 2, 2, 5, 0, 6, 1, 2, 0, 5, 2, 147
C aeolian (0), 0, 1, 6, 1, 3, 5, 3, 1, 6, 2, 6, 4, 0, 4, 3, 1, 3, 3, 2, 7, 8, 2, 4, 5, 1, 3, 1, 2, 9, 2, 1, 2, 5, 3, 3, 0, 1, 3, 3, 3, 2, 2, 5, 0, 6, 1, 2, 0, 5, 2, 147
