 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 1, 3, 3, 0, 3, 1, 3, 1, 5, 1, 3, 3, 2, 1, 0, 2, 0, 0, 1, 3, 3, 0, 3, 1, 5, 1, 49
A minor (0), 0, 5, 4, 1, 2, 2, 5, 1, 5, 1, 2, 2, 3, 0, 0, 3, 1, 0, 0, 5, 4, 1, 2, 2, 5, 0, 56
A minor mel (0), 1, 6, 4, 2, 3, 2, 6, 1, 6, 1, 3, 1, 2, 0, 1, 4, 2, 1, 1, 6, 4, 2, 3, 2, 6, 0, 70
C major blues (0), 3, 5, 3, 1, 4, 2, 4, 2, 6, 1, 6, 3, 3, 1, 3, 4, 2, 2, 3, 5, 3, 1, 4, 2, 6, 1, 80
A minor blues (0), 3, 8, 3, 1, 4, 2, 6, 2, 7, 2, 6, 3, 3, 1, 3, 4, 2, 2, 3, 8, 3, 1, 4, 2, 7, 1, 91
C dorian (0), 2, 4, 3, 1, 4, 1, 4, 1, 6, 1, 4, 2, 1, 1, 1, 3, 1, 1, 2, 4, 3, 1, 4, 1, 6, 1, 63
C phrygian (0), 2, 4, 2, 0, 2, 0, 2, 2, 4, 1, 4, 3, 3, 1, 1, 1, 0, 1, 2, 4, 2, 0, 2, 0, 4, 1, 48
C lydian (0), 2, 4, 3, 1, 4, 1, 4, 1, 6, 1, 4, 2, 1, 1, 1, 3, 1, 1, 2, 4, 3, 1, 4, 1, 6, 1, 63
C mixolydian (0), 2, 4, 2, 0, 2, 0, 2, 2, 4, 1, 4, 3, 3, 1, 1, 1, 0, 1, 2, 4, 2, 0, 2, 0, 4, 1, 48
C aeolian (0), 1, 3, 3, 0, 3, 1, 3, 1, 5, 1, 3, 3, 2, 1, 0, 2, 0, 0, 1, 3, 3, 0, 3, 1, 5, 1, 49
C locrian (0), 2, 3, 1, 0, 2, 1, 1, 1, 3, 1, 5, 2, 3, 1, 2, 2, 1, 1, 2, 3, 1, 0, 2, 1, 3, 1, 45
F major (1b), 2, 4, 2, 0, 2, 0, 2, 2, 4, 1, 4, 3, 4, 1, 1, 1, 0, 1, 2, 4, 2, 0, 2, 0, 4, 1, 49
G major (1#), 2, 6, 3, 1, 4, 1, 6, 1, 7, 1, 4, 2, 1, 1, 1, 3, 1, 1, 2, 6, 3, 1, 4, 1, 7, 1, 71
D minor (1b), 3, 6, 3, 0, 1, 0, 3, 2, 4, 2, 3, 3, 2, 1, 2, 0, 1, 2, 3, 6, 3, 0, 1, 0, 4, 1, 56
E minor (1#), 3, 6, 2, 1, 4, 2, 5, 0, 5, 2, 4, 0, 2, 1, 2, 5, 2, 1, 3, 6, 2, 1, 4, 2, 5, 1, 71
D minor mel (1b), 2, 5, 4, 0, 2, 1, 4, 1, 5, 2, 2, 3, 1, 1, 1, 1, 1, 1, 2, 5, 4, 0, 2, 1, 5, 1, 57
E minor mel (1#), 4, 5, 3, 1, 3, 2, 4, 0, 4, 2, 3, 0, 1, 1, 3, 4, 3, 2, 4, 5, 3, 1, 3, 2, 4, 1, 68
F major blues (1b), 2, 4, 3, 0, 3, 3, 3, 2, 5, 1, 5, 3, 5, 2, 3, 4, 1, 1, 2, 4, 3, 0, 3, 3, 5, 1, 71
G major blues (1#), 4, 7, 4, 1, 4, 1, 6, 2, 7, 1, 5, 3, 3, 1, 3, 3, 2, 3, 4, 7, 4, 1, 4, 1, 7, 1, 89
