 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, rowcost
Eb mixolydian (3b), 4, 3, 3, 1, 3, 1, 1, 1, 1, 0, 1, 1, 4, 2, 3, 1, 30
A mixolydian (3#), 3, 3, 3, 1, 2, 2, 2, 1, 2, 1, 1, 1, 3, 3, 3, 1, 32
Eb aeolian (3b), 1, 2, 2, 2, 1, 3, 3, 1, 3, 2, 1, 1, 1, 2, 1, 0, 26
A aeolian (3#), 3, 2, 2, 0, 1, 1, 1, 0, 1, 1, 0, 0, 3, 2, 3, 1, 21
Eb locrian (3b), 2, 1, 2, 2, 2, 3, 2, 1, 3, 1, 1, 1, 2, 2, 1, 1, 27
A locrian (3#), 1, 1, 1, 2, 1, 3, 3, 1, 3, 2, 1, 1, 1, 2, 0, 0, 23
Ab major (4b), 4, 3, 3, 2, 3, 3, 3, 1, 3, 2, 1, 1, 4, 3, 3, 1, 40
E major (4#), 4, 3, 3, 2, 3, 3, 3, 1, 3, 2, 1, 1, 4, 3, 3, 1, 40
F minor (4b), 1, 2, 2, 2, 1, 3, 3, 1, 3, 2, 1, 1, 1, 2, 1, 0, 26
C# minor (4#), 3, 3, 3, 1, 2, 2, 2, 1, 2, 1, 1, 1, 3, 3, 3, 1, 32
F minor mel (4b), 1, 2, 2, 2, 1, 3, 3, 1, 3, 2, 1, 1, 1, 2, 1, 0, 26
C# minor mel (4#), 3, 3, 3, 1, 2, 2, 2, 1, 2, 1, 1, 1, 3, 3, 3, 1, 32
Ab major blues (4b), 2, 2, 3, 2, 2, 3, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 30
E major blues (4#), 4, 3, 3, 1, 3, 1, 1, 1, 1, 0, 1, 1, 4, 2, 3, 1, 30
F minor blues (4b), 3, 3, 3, 1, 2, 2, 2, 1, 2, 1, 1, 1, 3, 3, 3, 1, 32
C# minor blues (4#), 1, 2, 2, 2, 1, 3, 3, 1, 3, 2, 1, 1, 1, 2, 1, 0, 26
Ab dorian (4b), 3, 2, 2, 0, 1, 1, 1, 0, 1, 1, 0, 0, 3, 2, 3, 1, 21
E dorian (4#), 0, 2, 2, 2, 1, 2, 2, 1, 2, 1, 1, 1, 0, 1, 1, 0, 19
Ab phrygian (4b), 3, 2, 3, 2, 3, 2, 1, 1, 2, 0, 1, 1, 3, 1, 2, 1, 28
E phrygian (4#), 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 6
Ab lydian (4b), 2, 2, 3, 2, 2, 3, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 30
E lydian (4#), 2, 1, 2, 2, 2, 3, 2, 1, 3, 1, 1, 1, 2, 2, 1, 1, 27
Ab mixolydian (4b), 1, 1, 1, 2, 1, 3, 3, 1, 3, 2, 1, 1, 1, 2, 0, 0, 23
E mixolydian (4#), 4, 3, 3, 2, 3, 3, 3, 1, 3, 2, 1, 1, 4, 3, 3, 1, 40
Ab aeolian (4b), 4, 3, 3, 2, 3, 3, 3, 1, 3, 2, 1, 1, 4, 3, 3, 1, 40
E aeolian (4#), 1, 2, 2, 2, 1, 3, 3, 1, 3, 2, 1, 1, 1, 2, 1, 0, 26
Ab locrian (4b), 3, 3, 3, 1, 2, 2, 2, 1, 2, 1, 1, 1, 3, 3, 3, 1, 32
E locrian (4#), 1, 2, 2, 2, 1, 3, 3, 1, 3, 2, 1, 1, 1, 2, 1, 0, 26
Db major (5b), 3, 3, 3, 1, 2, 2, 2, 1, 2, 1, 1, 1, 3, 3, 3, 1, 32
B major (5#), 2, 2, 3, 2, 2, 3, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 30
Bb minor (5b), 4, 3, 3, 1, 3, 1, 1, 1, 1, 0, 1, 1, 4, 2, 3, 1, 30
G# minor (5#), 3, 3, 3, 1, 2, 2, 2, 1, 2, 1, 1, 1, 3, 3, 3, 1, 32
Bb minor mel (5b), 1, 2, 2, 2, 1, 3, 3, 1, 3, 2, 1, 1, 1, 2, 1, 0, 26
G# minor mel (5#), 3, 2, 2, 0, 1, 1, 1, 0, 1, 1, 0, 0, 3, 2, 3, 1, 21
Db major blues (5b), 2, 2, 3, 2, 2, 3, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 30
B major blues (5#), 2, 1, 2, 2, 2, 3, 2, 1, 3, 1, 1, 1, 2, 2, 1, 1, 27
Bb minor blues (5b), 1, 1, 1, 2, 1, 3, 3, 1, 3, 2, 1, 1, 1, 2, 0, 0, 23
G# minor blues (5#), 4, 3, 3, 2, 3, 3, 3, 1, 3, 2, 1, 1, 4, 3, 3, 1, 40
Db dorian (5b), 4, 3, 3, 2, 3, 3, 3, 1, 3, 2, 1, 1, 4, 3, 3, 1, 40
B dorian (5#), 1, 2, 2, 2, 1, 3, 3, 1, 3, 2, 1, 1, 1, 2, 1, 0, 26
Db phrygian (5b), 3, 3, 3, 1, 2, 2, 2, 1, 2, 1, 1, 1, 3, 3, 3, 1, 32
B phrygian (5#), 1, 2, 2, 2, 1, 3, 3, 1, 3, 2, 1, 1, 1, 2, 1, 0, 26
Db lydian (5b), 3, 3, 3, 1, 2, 2, 2, 1, 2, 1, 1, 1, 3, 3, 3, 1, 32
B lydian (5#), 2, 2, 3, 2, 2, 3, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 30
Db mixolydian (5b), 4, 3, 3, 1, 3, 1, 1, 1, 1, 0, 1, 1, 4, 2, 3, 1, 30
B mixolydian (5#), 3, 3, 3, 1, 2, 2, 2, 1, 2, 1, 1, 1, 3, 3, 3, 1, 32
Db aeolian (5b), 1, 2, 2, 2, 1, 3, 3, 1, 3, 2, 1, 1, 1, 2, 1, 0, 26
B aeolian (5#), 3, 2, 2, 0, 1, 1, 1, 0, 1, 1, 0, 0, 3, 2, 3, 1, 21
Db locrian (5b), 0, 2, 2, 2, 1, 2, 2, 1, 2, 1, 1, 1, 0, 1, 1, 0, 19
B locrian (5#), 1, 0, 0, 1, 0, 2, 2, 0, 2, 2, 0, 0, 1, 1, 0, 0, 12
Gb major (6b), 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 6
F# major (6#), 2, 2, 3, 2, 2, 3, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 30
Eb minor (6b), 2, 1, 2, 2, 2, 3, 2, 1, 3, 1, 1, 1, 2, 2, 1, 1, 27
D# minor (6#), 1, 1, 1, 2, 1, 3, 3, 1, 3, 2, 1, 1, 1, 2, 0, 0, 23
Eb minor mel (6b), 4, 3, 3, 2, 3, 3, 3, 1, 3, 2, 1, 1, 4, 3, 3, 1, 40
D# minor mel (6#), 4, 3, 3, 2, 3, 3, 3, 1, 3, 2, 1, 1, 4, 3, 3, 1, 40
Gb major blues (6b), 1, 2, 2, 2, 1, 3, 3, 1, 3, 2, 1, 1, 1, 2, 1, 0, 26
F# major blues (6#), 3, 3, 3, 1, 2, 2, 2, 1, 2, 1, 1, 1, 3, 3, 3, 1, 32
Eb minor blues (6b), 1, 2, 2, 2, 1, 3, 3, 1, 3, 2, 1, 1, 1, 2, 1, 0, 26
D# minor blues (6#), 3, 3, 3, 1, 2, 2, 2, 1, 2, 1, 1, 1, 3, 3, 3, 1, 32
Gb dorian (6b), 2, 2, 3, 2, 2, 3, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 30
F# dorian (6#), 4, 3, 3, 1, 3, 1, 1, 1, 1, 0, 1, 1, 4, 2, 3, 1, 30
Gb phrygian (6b), 3, 3, 3, 1, 2, 2, 2, 1, 2, 1, 1, 1, 3, 3, 3, 1, 32
F# phrygian (6#), 1, 2, 2, 2, 1, 3, 3, 1, 3, 2, 1, 1, 1, 2, 1, 0, 26
Gb lydian (6b), 2, 1, 2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 2, 1, 1, 0, 12
F# lydian (6#), 2, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 0, 10
Gb mixolydian (6b), 0, 0, 2, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6
F# mixolydian (6#), 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4
Gb aeolian (6b), 1, 0, 2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7
F# aeolian (6#), 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5
Gb locrian (6b), 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 5
F# locrian (6#), 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 5
Cb major (7b), 0, 0, 2, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6
C# major (7#), 2, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 0, 10
Ab minor (7b), 1, 0, 3, 0, 1, 0, 3, 0, 0, 1, 0, 0, 1, 0, 1, 1, 12
A# minor (7#), 4, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 1, 2, 0, 16
Ab minor mel (7b), 2, 0, 3, 0, 2, 0, 2, 0, 0, 0, 0, 0, 2, 0, 1, 1, 13
A# minor mel (7#), 5, 2, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 5, 1, 3, 1, 22
Cb major blues (7b), 2, 0, 2, 1, 1, 2, 4, 0, 2, 2, 0, 0, 2, 1, 0, 0, 19
C# major blues (7#), 2, 1, 2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 2, 1, 1, 0, 12
Ab minor blues (7b), 2, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 0, 10
A# minor blues (7#), 0, 0, 2, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6
Cb dorian (7b), 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4
C# dorian (7#), 1, 0, 2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7
Cb phrygian (7b), 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5
C# phrygian (7#), 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 5
Cb lydian (7b), 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 5
C# lydian (7#), 0, 0, 2, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6
Cb mixolydian (7b), 2, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 0, 10
C# mixolydian (7#), 1, 0, 3, 0, 1, 0, 3, 0, 0, 1, 0, 0, 1, 0, 1, 1, 12
Cb aeolian (7b), 4, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 1, 2, 0, 16
C# aeolian (7#), 2, 0, 3, 0, 2, 0, 2, 0, 0, 0, 0, 0, 2, 0, 1, 1, 13
Cb locrian (7b), 1, 0, 0, 1, 0, 2, 2, 0, 2, 2, 0, 0, 1, 1, 0, 0, 12
C# locrian (7#), 2, 0, 2, 1, 1, 2, 4, 0, 2, 2, 0, 0, 2, 1, 0, 0, 19
