 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, rowcost
F major (1b), 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 1, 1, 0, 0, 4, 2, 1, 1, 3, 2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 31
G major (1#), 1, 1, 0, 0, 0, 0, 0, 0, 3, 4, 1, 3, 3, 2, 1, 1, 3, 2, 1, 1, 1, 3, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 41
D minor (1b), 1, 1, 0, 1, 1, 1, 0, 0, 3, 4, 0, 1, 1, 1, 0, 0, 3, 3, 0, 0, 2, 3, 1, 1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1, 2, 1, 0, 0, 37
E minor (1#), 3, 2, 1, 1, 1, 1, 0, 0, 3, 3, 1, 2, 2, 1, 1, 1, 2, 3, 1, 1, 1, 3, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 44
D minor mel (1b), 1, 2, 0, 1, 1, 1, 0, 0, 3, 5, 0, 2, 2, 1, 1, 1, 2, 3, 0, 0, 1, 3, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 37
E minor mel (1#), 3, 3, 1, 2, 2, 2, 0, 0, 4, 4, 1, 2, 2, 1, 1, 1, 1, 3, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 45
F major blues (1b), 2, 2, 0, 0, 0, 0, 0, 0, 1, 3, 0, 2, 2, 1, 1, 1, 4, 2, 1, 1, 4, 2, 1, 2, 3, 4, 1, 2, 1, 1, 0, 0, 0, 1, 2, 2, 0, 0, 49
G major blues (1#), 1, 2, 0, 1, 1, 1, 0, 0, 4, 5, 1, 3, 3, 2, 1, 1, 4, 2, 1, 1, 3, 4, 1, 1, 1, 3, 0, 1, 0, 1, 1, 1, 1, 2, 2, 2, 0, 0, 58
D minor blues (1b), 2, 2, 0, 0, 0, 0, 0, 0, 2, 4, 0, 2, 2, 1, 1, 1, 4, 3, 1, 1, 4, 4, 1, 2, 3, 4, 1, 2, 1, 1, 0, 0, 0, 1, 2, 2, 0, 0, 54
E minor blues (1#), 2, 3, 0, 1, 1, 1, 0, 0, 4, 5, 1, 3, 3, 2, 1, 1, 4, 4, 1, 1, 3, 4, 1, 1, 1, 3, 0, 1, 0, 1, 1, 1, 1, 2, 2, 2, 0, 0, 62
F dorian (1b), 1, 1, 0, 0, 0, 0, 0, 0, 1, 3, 0, 2, 2, 1, 1, 1, 3, 2, 1, 1, 2, 2, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 31
G dorian (1#), 1, 2, 0, 1, 1, 1, 0, 0, 4, 5, 1, 3, 3, 2, 1, 1, 2, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 0, 1, 1, 1, 1, 2, 1, 0, 0, 0, 42
F phrygian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 3, 2, 1, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 26
G phrygian (1#), 1, 1, 0, 0, 0, 0, 0, 0, 2, 4, 0, 2, 2, 1, 1, 1, 3, 2, 1, 1, 2, 4, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 35
F lydian (1b), 1, 1, 0, 0, 0, 0, 0, 0, 1, 3, 0, 2, 2, 1, 1, 1, 3, 2, 1, 1, 2, 2, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 31
G lydian (1#), 1, 2, 0, 1, 1, 1, 0, 0, 4, 5, 1, 3, 3, 2, 1, 1, 2, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 0, 1, 1, 1, 1, 2, 1, 0, 0, 0, 42
F mixolydian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 3, 2, 1, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 26
G mixolydian (1#), 1, 1, 0, 0, 0, 0, 0, 0, 2, 4, 0, 2, 2, 1, 1, 1, 3, 2, 1, 1, 2, 4, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 35
F aeolian (1b), 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 1, 1, 0, 0, 4, 2, 1, 1, 3, 2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 31
G aeolian (1#), 1, 1, 0, 0, 0, 0, 0, 0, 3, 4, 1, 3, 3, 2, 1, 1, 3, 2, 1, 1, 1, 3, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 41
F locrian (1b), 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 4, 2, 1, 2, 3, 4, 1, 1, 1, 1, 0, 0, 0, 0, 1, 2, 0, 0, 31
G locrian (1#), 1, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 1, 1, 1, 0, 0, 4, 2, 1, 1, 3, 4, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 35
Bb major (2b), 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 3, 2, 1, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 25
D major (2#), 1, 2, 0, 1, 1, 1, 0, 0, 4, 5, 1, 3, 3, 2, 1, 1, 2, 3, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 0, 1, 1, 1, 1, 2, 1, 0, 0, 0, 43
G minor (2b), 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 1, 1, 1, 1, 0, 0, 3, 1, 1, 1, 2, 3, 1, 2, 2, 4, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 0, 0, 36
B minor (2#), 3, 4, 0, 1, 1, 1, 0, 0, 2, 4, 1, 2, 2, 2, 0, 0, 2, 4, 0, 0, 1, 2, 0, 0, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 0, 0, 0, 46
G minor mel (2b), 1, 0, 0, 0, 0, 0, 0, 0, 3, 3, 1, 2, 2, 2, 0, 0, 4, 2, 1, 1, 2, 3, 1, 1, 1, 3, 0, 0, 0, 0, 1, 1, 1, 2, 1, 2, 0, 0, 41
B minor mel (2#), 3, 5, 0, 2, 2, 1, 1, 1, 2, 4, 1, 2, 2, 2, 0, 0, 1, 3, 0, 0, 1, 2, 0, 0, 2, 1, 1, 3, 1, 2, 1, 1, 1, 2, 0, 0, 0, 0, 50
Bb major blues (2b), 3, 1, 1, 1, 1, 1, 0, 0, 1, 2, 0, 1, 1, 1, 0, 0, 4, 3, 1, 1, 4, 2, 1, 2, 3, 3, 1, 1, 1, 1, 0, 0, 0, 1, 2, 2, 1, 1, 49
D major blues (2#), 1, 3, 0, 2, 2, 1, 1, 1, 4, 5, 1, 3, 3, 2, 1, 1, 3, 3, 1, 1, 2, 4, 0, 0, 1, 2, 0, 2, 0, 1, 1, 1, 1, 2, 2, 1, 0, 0, 59
G minor blues (2b), 3, 1, 1, 1, 1, 1, 0, 0, 2, 3, 0, 1, 1, 1, 0, 0, 4, 3, 1, 1, 4, 4, 1, 2, 3, 4, 1, 1, 1, 1, 0, 0, 0, 1, 2, 2, 1, 1, 54
B minor blues (2#), 2, 4, 0, 2, 2, 1, 1, 1, 3, 5, 1, 3, 3, 2, 1, 1, 3, 4, 1, 1, 2, 4, 0, 0, 1, 2, 0, 2, 0, 1, 1, 1, 1, 2, 2, 1, 0, 0, 61
Bb dorian (2b), 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 1, 1, 0, 0, 4, 2, 1, 1, 3, 2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 30
D dorian (2#), 1, 3, 0, 2, 2, 1, 1, 1, 4, 5, 1, 3, 3, 2, 1, 1, 1, 2, 0, 0, 0, 2, 0, 0, 1, 2, 0, 2, 0, 1, 1, 1, 1, 2, 0, 0, 0, 0, 47
Bb phrygian (2b), 2, 2, 0, 1, 1, 0, 1, 1, 2, 4, 0, 2, 2, 1, 1, 1, 2, 3, 1, 1, 2, 4, 0, 0, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 42
D phrygian (2#), 2, 2, 0, 1, 1, 0, 1, 1, 3, 4, 1, 3, 3, 2, 1, 1, 2, 3, 1, 1, 1, 3, 0, 0, 1, 2, 0, 2, 0, 0, 1, 1, 1, 2, 0, 1, 0, 0, 48
Bb lydian (2b), 1, 1, 0, 0, 0, 0, 0, 0, 3, 3, 1, 3, 3, 2, 1, 1, 4, 2, 1, 1, 3, 3, 1, 2, 2, 4, 0, 1, 0, 0, 1, 1, 1, 2, 2, 2, 0, 0, 52
D lydian (2#), 2, 1, 0, 0, 0, 0, 0, 0, 3, 4, 1, 3, 3, 2, 1, 1, 4, 4, 1, 1, 3, 4, 1, 2, 2, 4, 0, 1, 0, 0, 1, 1, 1, 2, 2, 2, 0, 0, 57
Bb mixolydian (2b), 1, 1, 0, 0, 0, 0, 0, 0, 3, 3, 1, 3, 3, 2, 1, 1, 3, 2, 1, 1, 1, 2, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 39
D mixolydian (2#), 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 1, 1, 0, 0, 4, 2, 1, 1, 3, 3, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 33
Bb aeolian (2b), 1, 1, 0, 0, 0, 0, 0, 0, 3, 3, 1, 3, 3, 2, 1, 1, 3, 2, 1, 1, 1, 2, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 39
D aeolian (2#), 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 1, 1, 0, 0, 4, 2, 1, 1, 3, 3, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 33
Bb locrian (2b), 1, 1, 0, 0, 0, 0, 0, 0, 2, 3, 0, 2, 2, 1, 1, 1, 3, 2, 1, 1, 2, 3, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 33
D locrian (2#), 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 3, 3, 1, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 28
Eb major (3b), 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 1, 1, 0, 0, 4, 2, 1, 1, 3, 2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 31
A major (3#), 1, 1, 0, 0, 0, 0, 0, 0, 3, 4, 1, 3, 3, 2, 1, 1, 3, 2, 1, 1, 1, 3, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 41
C minor (3b), 1, 1, 0, 1, 1, 1, 0, 0, 3, 4, 0, 1, 1, 1, 0, 0, 3, 3, 0, 0, 2, 3, 1, 1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1, 2, 1, 0, 0, 37
F# minor (3#), 3, 2, 1, 1, 1, 1, 0, 0, 3, 3, 1, 2, 2, 1, 1, 1, 2, 3, 1, 1, 1, 3, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 44
C minor mel (3b), 0, 1, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 1, 0, 1, 1, 2, 1, 1, 1, 2, 3, 0, 1, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 28
F# minor mel (3#), 3, 4, 1, 3, 3, 2, 1, 1, 1, 2, 0, 1, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1, 0, 1, 2, 2, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 38
Eb major blues (3b), 1, 1, 0, 0, 0, 0, 0, 0, 2, 3, 0, 2, 2, 1, 1, 1, 3, 2, 1, 1, 2, 3, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 33
A major blues (3#), 2, 2, 0, 1, 1, 0, 1, 1, 2, 4, 0, 2, 2, 1, 1, 1, 2, 3, 1, 1, 2, 4, 0, 0, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 42
C minor blues (3b), 2, 2, 0, 1, 1, 0, 1, 1, 3, 4, 1, 3, 3, 2, 1, 1, 2, 3, 1, 1, 1, 3, 0, 0, 1, 2, 0, 2, 0, 0, 1, 1, 1, 2, 0, 1, 0, 0, 48
F# minor blues (3#), 1, 1, 0, 0, 0, 0, 0, 0, 3, 3, 1, 3, 3, 2, 1, 1, 4, 2, 1, 1, 3, 3, 1, 2, 2, 4, 0, 1, 0, 0, 1, 1, 1, 2, 2, 2, 0, 0, 52
Eb dorian (3b), 2, 1, 0, 0, 0, 0, 0, 0, 3, 4, 1, 3, 3, 2, 1, 1, 4, 4, 1, 1, 3, 4, 1, 2, 2, 4, 0, 1, 0, 0, 1, 1, 1, 2, 2, 2, 0, 0, 57
A dorian (3#), 1, 1, 0, 0, 0, 0, 0, 0, 3, 3, 1, 3, 3, 2, 1, 1, 3, 2, 1, 1, 1, 2, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 39
Eb phrygian (3b), 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 1, 1, 0, 0, 4, 2, 1, 1, 3, 3, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 33
A phrygian (3#), 1, 1, 0, 0, 0, 0, 0, 0, 3, 3, 1, 3, 3, 2, 1, 1, 3, 2, 1, 1, 1, 2, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 39
Eb lydian (3b), 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 1, 1, 0, 0, 4, 2, 1, 1, 3, 3, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 33
A lydian (3#), 1, 1, 0, 0, 0, 0, 0, 0, 2, 3, 0, 2, 2, 1, 1, 1, 3, 2, 1, 1, 2, 3, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 33
Eb mixolydian (3b), 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 3, 3, 1, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 28
A mixolydian (3#), 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 1, 1, 0, 0, 4, 2, 1, 1, 3, 2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 31
Eb aeolian (3b), 1, 1, 0, 0, 0, 0, 0, 0, 3, 4, 1, 3, 3, 2, 1, 1, 3, 2, 1, 1, 1, 3, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 41
A aeolian (3#), 1, 1, 0, 1, 1, 1, 0, 0, 3, 4, 0, 1, 1, 1, 0, 0, 3, 3, 0, 0, 2, 3, 1, 1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1, 2, 1, 0, 0, 37
Eb locrian (3b), 2, 2, 0, 1, 1, 0, 1, 1, 2, 4, 0, 2, 2, 1, 1, 1, 2, 3, 1, 1, 2, 4, 0, 0, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 42
A locrian (3#), 2, 2, 0, 1, 1, 0, 1, 1, 3, 4, 1, 3, 3, 2, 1, 1, 2, 3, 1, 1, 1, 3, 0, 0, 1, 2, 0, 2, 0, 0, 1, 1, 1, 2, 0, 1, 0, 0, 48
Ab major (4b), 1, 1, 0, 0, 0, 0, 0, 0, 3, 3, 1, 3, 3, 2, 1, 1, 4, 2, 1, 1, 3, 3, 1, 2, 2, 4, 0, 1, 0, 0, 1, 1, 1, 2, 2, 2, 0, 0, 52
E major (4#), 2, 1, 0, 0, 0, 0, 0, 0, 3, 4, 1, 3, 3, 2, 1, 1, 4, 4, 1, 1, 3, 4, 1, 2, 2, 4, 0, 1, 0, 0, 1, 1, 1, 2, 2, 2, 0, 0, 57
F minor (4b), 1, 1, 0, 0, 0, 0, 0, 0, 3, 3, 1, 3, 3, 2, 1, 1, 3, 2, 1, 1, 1, 2, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 39
C# minor (4#), 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 1, 1, 0, 0, 4, 2, 1, 1, 3, 3, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 33
F minor mel (4b), 1, 1, 0, 0, 0, 0, 0, 0, 3, 3, 1, 3, 3, 2, 1, 1, 3, 2, 1, 1, 1, 2, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 39
C# minor mel (4#), 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 1, 1, 0, 0, 4, 2, 1, 1, 3, 3, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 33
Ab major blues (4b), 1, 1, 0, 0, 0, 0, 0, 0, 2, 3, 0, 2, 2, 1, 1, 1, 3, 2, 1, 1, 2, 3, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 33
E major blues (4#), 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 3, 3, 1, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 28
F minor blues (4b), 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 1, 1, 0, 0, 4, 2, 1, 1, 3, 2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 31
C# minor blues (4#), 1, 1, 0, 0, 0, 0, 0, 0, 3, 4, 1, 3, 3, 2, 1, 1, 3, 2, 1, 1, 1, 3, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 41
Ab dorian (4b), 1, 1, 0, 1, 1, 1, 0, 0, 3, 4, 0, 1, 1, 1, 0, 0, 3, 3, 0, 0, 2, 3, 1, 1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1, 2, 1, 0, 0, 37
E dorian (4#), 3, 2, 1, 1, 1, 1, 0, 0, 3, 3, 1, 2, 2, 1, 1, 1, 2, 3, 1, 1, 1, 3, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 44
Ab phrygian (4b), 0, 1, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 1, 0, 1, 1, 2, 1, 1, 1, 2, 3, 0, 1, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 28
E phrygian (4#), 3, 4, 1, 3, 3, 2, 1, 1, 1, 2, 0, 1, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1, 0, 1, 2, 2, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 38
Ab lydian (4b), 1, 1, 0, 0, 0, 0, 0, 0, 2, 3, 0, 2, 2, 1, 1, 1, 3, 2, 1, 1, 2, 3, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 33
E lydian (4#), 2, 2, 0, 1, 1, 0, 1, 1, 2, 4, 0, 2, 2, 1, 1, 1, 2, 3, 1, 1, 2, 4, 0, 0, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 42
Ab mixolydian (4b), 2, 2, 0, 1, 1, 0, 1, 1, 3, 4, 1, 3, 3, 2, 1, 1, 2, 3, 1, 1, 1, 3, 0, 0, 1, 2, 0, 2, 0, 0, 1, 1, 1, 2, 0, 1, 0, 0, 48
E mixolydian (4#), 1, 1, 0, 0, 0, 0, 0, 0, 3, 3, 1, 3, 3, 2, 1, 1, 4, 2, 1, 1, 3, 3, 1, 2, 2, 4, 0, 1, 0, 0, 1, 1, 1, 2, 2, 2, 0, 0, 52
Ab aeolian (4b), 2, 1, 0, 0, 0, 0, 0, 0, 3, 4, 1, 3, 3, 2, 1, 1, 4, 4, 1, 1, 3, 4, 1, 2, 2, 4, 0, 1, 0, 0, 1, 1, 1, 2, 2, 2, 0, 0, 57
E aeolian (4#), 1, 1, 0, 0, 0, 0, 0, 0, 3, 3, 1, 3, 3, 2, 1, 1, 3, 2, 1, 1, 1, 2, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 39
Ab locrian (4b), 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 1, 1, 0, 0, 4, 2, 1, 1, 3, 3, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 33
E locrian (4#), 1, 1, 0, 0, 0, 0, 0, 0, 3, 3, 1, 3, 3, 2, 1, 1, 3, 2, 1, 1, 1, 2, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 39
Db major (5b), 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 1, 1, 0, 0, 4, 2, 1, 1, 3, 3, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 33
B major (5#), 1, 1, 0, 0, 0, 0, 0, 0, 2, 3, 0, 2, 2, 1, 1, 1, 3, 2, 1, 1, 2, 3, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 33
Bb minor (5b), 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 3, 3, 1, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 28
G# minor (5#), 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 1, 1, 0, 0, 4, 2, 1, 1, 3, 2, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 31
Bb minor mel (5b), 1, 1, 0, 0, 0, 0, 0, 0, 3, 4, 1, 3, 3, 2, 1, 1, 3, 2, 1, 1, 1, 3, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 41
G# minor mel (5#), 1, 1, 0, 1, 1, 1, 0, 0, 3, 4, 0, 1, 1, 1, 0, 0, 3, 3, 0, 0, 2, 3, 1, 1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1, 2, 1, 0, 0, 37
Db major blues (5b), 1, 1, 0, 0, 0, 0, 0, 0, 2, 3, 0, 2, 2, 1, 1, 1, 3, 2, 1, 1, 2, 3, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 33
B major blues (5#), 2, 2, 0, 1, 1, 0, 1, 1, 2, 4, 0, 2, 2, 1, 1, 1, 2, 3, 1, 1, 2, 4, 0, 0, 1, 2, 0, 2, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 42
Bb minor blues (5b), 2, 2, 0, 1, 1, 0, 1, 1, 3, 4, 1, 3, 3, 2, 1, 1, 2, 3, 1, 1, 1, 3, 0, 0, 1, 2, 0, 2, 0, 0, 1, 1, 1, 2, 0, 1, 0, 0, 48
G# minor blues (5#), 1, 1, 0, 0, 0, 0, 0, 0, 3, 3, 1, 3, 3, 2, 1, 1, 4, 2, 1, 1, 3, 3, 1, 2, 2, 4, 0, 1, 0, 0, 1, 1, 1, 2, 2, 2, 0, 0, 52
