 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, rowcost
C major (0), 2, 2, 2, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 4, 2, 3, 3, 2, 3, 4, 2, 2, 2, 1, 1, 2, 1, 2, 2, 6, 0, 3, 3, 5, 4, 2, 0, 4, 4, 3, 2, 2, 5, 1, 3, 3, 1, 2, 1, 1, 3, 1, 0, 5, 5, 3, 1, 3, 4, 4, 1, 149
A minor (0), 3, 3, 4, 2, 2, 3, 3, 1, 3, 3, 4, 2, 2, 3, 3, 2, 4, 5, 3, 5, 5, 6, 3, 3, 3, 3, 4, 2, 2, 3, 3, 3, 2, 5, 1, 3, 5, 4, 6, 2, 0, 4, 7, 3, 4, 3, 6, 2, 4, 3, 2, 2, 2, 5, 6, 2, 0, 6, 7, 4, 3, 3, 5, 4, 2, 217
A minor mel (0), 3, 4, 4, 3, 3, 4, 3, 1, 3, 4, 4, 3, 3, 4, 3, 2, 5, 4, 4, 6, 5, 7, 3, 2, 3, 4, 4, 3, 3, 4, 3, 4, 3, 5, 1, 4, 5, 3, 5, 2, 1, 3, 8, 4, 4, 3, 7, 2, 4, 4, 3, 3, 3, 6, 6, 1, 1, 7, 8, 5, 3, 3, 5, 5, 2, 244
C major blues (0), 2, 3, 2, 2, 3, 3, 1, 1, 2, 3, 2, 2, 3, 3, 1, 2, 5, 5, 3, 6, 4, 3, 4, 4, 2, 3, 2, 2, 3, 3, 1, 3, 4, 6, 0, 5, 3, 5, 4, 2, 1, 4, 5, 5, 2, 2, 6, 1, 4, 5, 3, 4, 3, 2, 3, 1, 2, 7, 6, 5, 1, 3, 4, 6, 1, 203
A minor blues (0), 2, 3, 3, 3, 3, 5, 2, 1, 2, 3, 3, 3, 3, 5, 2, 2, 5, 7, 4, 9, 5, 6, 5, 4, 2, 3, 3, 3, 3, 5, 2, 4, 5, 6, 0, 6, 4, 3, 5, 3, 1, 3, 9, 6, 3, 2, 6, 1, 4, 6, 4, 5, 3, 5, 5, 1, 2, 9, 7, 7, 2, 3, 6, 7, 1, 255
C dorian (0), 2, 3, 2, 2, 2, 3, 1, 1, 2, 3, 2, 2, 2, 3, 1, 2, 4, 3, 3, 4, 3, 3, 3, 3, 2, 3, 2, 2, 2, 3, 1, 3, 3, 6, 0, 4, 3, 4, 3, 2, 1, 3, 5, 4, 2, 2, 6, 1, 3, 4, 2, 3, 2, 2, 3, 0, 1, 6, 6, 4, 1, 3, 4, 5, 1, 176
C phrygian (0), 1, 2, 1, 1, 2, 1, 1, 0, 1, 2, 1, 1, 2, 1, 1, 1, 4, 5, 1, 4, 4, 2, 4, 3, 1, 2, 1, 1, 2, 1, 1, 1, 3, 5, 0, 2, 2, 4, 3, 1, 0, 4, 3, 2, 1, 1, 4, 1, 4, 4, 2, 1, 0, 1, 2, 1, 0, 6, 4, 2, 1, 2, 3, 5, 0, 130
C lydian (0), 2, 3, 2, 2, 2, 3, 1, 1, 2, 3, 2, 2, 2, 3, 1, 2, 4, 3, 3, 4, 3, 3, 3, 3, 2, 3, 2, 2, 2, 3, 1, 3, 3, 6, 0, 4, 3, 4, 3, 2, 1, 3, 5, 4, 2, 2, 6, 1, 3, 4, 2, 3, 2, 2, 3, 0, 1, 6, 6, 4, 1, 3, 4, 5, 1, 176
C mixolydian (0), 1, 2, 1, 1, 2, 1, 1, 0, 1, 2, 1, 1, 2, 1, 1, 1, 4, 5, 1, 4, 4, 2, 4, 3, 1, 2, 1, 1, 2, 1, 1, 1, 3, 5, 0, 2, 2, 4, 3, 1, 0, 4, 3, 2, 1, 1, 4, 1, 4, 4, 2, 1, 0, 1, 2, 1, 0, 6, 4, 2, 1, 2, 3, 5, 0, 130
C aeolian (0), 2, 2, 2, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 4, 2, 3, 3, 2, 3, 4, 2, 2, 2, 1, 1, 2, 1, 2, 2, 6, 0, 3, 3, 5, 4, 2, 0, 4, 4, 3, 2, 2, 5, 1, 3, 3, 1, 2, 1, 1, 3, 1, 0, 5, 5, 3, 1, 3, 4, 4, 1, 149
C locrian (0), 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 3, 4, 0, 5, 4, 1, 3, 3, 0, 1, 1, 0, 1, 1, 1, 0, 3, 4, 0, 3, 1, 4, 2, 1, 0, 3, 2, 3, 0, 1, 3, 0, 3, 3, 1, 2, 1, 0, 1, 1, 1, 5, 3, 3, 0, 1, 2, 4, 0, 100
F major (1b), 1, 2, 1, 1, 2, 1, 1, 0, 1, 2, 1, 1, 2, 1, 1, 1, 4, 4, 1, 4, 4, 2, 4, 2, 1, 2, 1, 1, 2, 1, 1, 1, 3, 5, 0, 2, 2, 4, 3, 1, 0, 5, 3, 2, 1, 1, 4, 1, 4, 4, 2, 1, 0, 1, 2, 1, 0, 6, 4, 2, 1, 2, 3, 5, 0, 129
G major (1#), 2, 3, 3, 2, 2, 3, 1, 1, 2, 3, 3, 2, 2, 3, 1, 2, 4, 3, 3, 6, 4, 3, 3, 3, 2, 3, 3, 2, 2, 3, 1, 3, 3, 6, 0, 4, 3, 4, 3, 2, 1, 3, 6, 4, 2, 2, 6, 1, 3, 4, 2, 3, 2, 2, 3, 0, 1, 6, 7, 5, 1, 3, 5, 5, 1, 186
D minor (1b), 2, 2, 3, 2, 2, 3, 2, 1, 2, 2, 3, 2, 2, 3, 2, 2, 5, 5, 2, 6, 6, 5, 6, 3, 2, 2, 3, 2, 2, 3, 2, 1, 5, 4, 0, 4, 3, 3, 4, 3, 0, 3, 6, 4, 2, 2, 4, 1, 5, 4, 3, 2, 1, 2, 5, 1, 0, 6, 4, 3, 2, 3, 4, 4, 0, 187
E minor (1#), 3, 2, 3, 4, 1, 5, 2, 1, 3, 2, 3, 4, 1, 5, 2, 1, 3, 4, 3, 8, 5, 5, 4, 5, 3, 2, 3, 4, 1, 5, 2, 3, 5, 5, 0, 6, 3, 4, 5, 5, 1, 1, 8, 5, 3, 2, 4, 0, 2, 4, 2, 5, 4, 4, 4, 0, 2, 7, 5, 6, 1, 2, 6, 5, 1, 219
