id,title,composer,KSgt,KSest,notes,err,time
0,Afro blue,,(-4),E- major (-3),215,0,0.487
0,Afternoon in Paris,,,C major (0),246,1,0.715
0,Airegin,,(-4),b- minor (-5),274,13,0.371
0,Alice in wonderland,,,a minor (0),302,4,0.404
0,All blues,,,a minor (0),69,3,0.235
0,All in love is fair,,(-1),g minor (-2),281,2,0.711
0,All my tomorrows,,,e minor (1),319,26,0.717
0,All of me,,,a minor (0),176,9,0.173
0,All of you,,,c minor (-3),228,14,0.295
0,All the things you are,,(-4),c minor (-3),226,4,0.200
0,Alone together,,,d minor (-1),253,5,0.382
0,Ana Maria,,(0),c minor (-3),352,8,0.553
0,Angel eyes,,,c minor (-3),397,27,4.918
0,Anthropology,,,g minor (-2),318,5,1.482
0,April in Paris,,,a minor (0),272,16,0.705
0,April in Paris-mod,,,a minor (0),271,14,0.628
0,Autumn leaves,,,g minor (-2),163,1,0.192
0,Avalon,,,g minor (-2),126,2,0.110
0,Beautiful love,,,d minor (-1),138,2,0.245
0,Bessie's blues,,(-3),f minor (-4),189,7,0.656
0,Bewitched,,,a minor (0),256,1,0.506
0,Birth of the blues,,,a minor (0),302,20,1.963
0,Black Orpheus,,,a minor (0),334,3,0.655
0,Black and tan fantasy,,(-5),f minor (-4),205,7,2.042
0,Black narcissus,,(0),g# minor (5),182,121,0.255
0,Black nile,,(0),g minor (-2),351,25,1.616
0,Blessed relief,,,d minor (-1),199,0,0.212
0,Blue Monk,,(-2),d minor (-1),114,2,0.837
0,Blue bossa,,,c minor (-3),102,0,0.136
0,Blue in green,,(0),d minor (-1),108,8,0.329
0,Blue moon,,,c minor (-3),474,20,5.904
0,Blue room,,,F major (-1),253,0,0.738
0,Blue trane,,,c minor (-3),129,1,0.295
0,Bluesette,,(-2),b- minor (-5),122,2,0.106
0,Bohemia after dark,,(0),g minor (-2),258,4,0.465
0,Boplicity,,,d minor (-1),291,6,1.566
0,Bud's blues,,,B- major (-2),74,3,0.106
0,But beautiful,,,e minor (1),256,6,0.696
0,Bye bye blackbird,,(0),d minor (-1),266,8,1.046
0,Caravan,,,f minor (-4),238,11,0.508
0,Ceora,,,f minor (-4),284,9,0.774
0,Cherokee,,,g minor (-2),313,10,0.454
0,Chicken feathers,,,g minor (-2),185,0,0.237
0,Come sunday,,,g minor (-2),212,11,0.748
0,Con Alma,,(0),d# minor (6),130,78,0.276
0,Confirmation,,(-1),g minor (-2),379,11,1.823
0,Corcovado,,,a minor (0),342,22,0.461
0,Cottontail,,,f minor (-4),197,6,0.645
0,Cry me a river,,(-3),g minor (-2),341,18,1.297
0,Crystal silence,,,a minor (0),271,3,2.431
0,Daahood,,(-3),e- minor (-6),291,4,1.075
0,Dancing on the ceiling,,,d minor (-1),200,6,0.468
0,Darn that dream,,,e minor (1),329,37,4.206
0,Day of wine and roses,,,d minor (-1),249,12,0.437
0,Dearly beloved,,,a minor (0),166,10,0.253
0,Deep purple,,,d minor (-1),257,22,0.443
0,Deluge,,(0),g# minor (5),189,97,0.764
0,Desafinado,,,d minor (-1),435,26,0.559
0,Dindi,,(-3),f minor (-4),282,16,0.741
0,Django,,,f minor (-4),131,3,0.109
0,Do you know what it means,,(0),e minor (1),360,26,4.379
0,Dolphin dance,,(0),c minor (-3),291,11,0.636
0,Don't blame me,,,a minor (0),254,5,1.056
0,Don't get around much anymore,,,a minor (0),330,12,35.597
