 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, rowcost
C major (0),  ,  ,  , 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 2/1, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 1/0, 0/0, 0/0, 0/0, 2/0, 1/0, 0/0, 0/0, 0/0, 0/0, 13/3
A minor (0),  ,  ,  , 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 3/1, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 1/0, 0/0, 0/0, 0/0, 2/1, 1/0, 0/0, 0/0, 0/0, 0/0, 14/6
F major (1b),  ,  ,  , 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/1, 0/0, 1/1, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 5/2
G major (1#),  ,  ,  , 1/0, 0/0, 1/0, 0/0, 1/1, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 2/1, 2/0, 1/1, 1/0, 1/2, 0/0, 1/2, 1/0, 3/0, 1/0, 1/2, 1/0, 1/0, 3/1, 2/1, 1/2, 1/0, 1/0, 1/0, 31/13
D minor (1b),  ,  ,  , 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 2/1, 0/0, 1/1, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 6/3
E minor (1#),  ,  ,  , 1/1, 0/0, 1/3, 0/0, 1/1, 0/0, 1/1, 0/0, 1/1, 0/0, 1/1, 0/0, 2/1, 3/2, 1/1, 1/0, 1/1, 0/0, 1/1, 1/0, 3/3, 1/1, 1/1, 1/0, 1/1, 3/3, 2/1, 1/1, 1/0, 1/0, 1/0, 32/25
Bb major (2b),  ,  ,  , 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/2
D major (2#),  ,  ,  , 1/0, 0/0, 1/0, 0/0, 2/1, 1/0, 2/1, 0/0, 2/1, 0/0, 2/1, 0/0, 3/2, 3/0, 2/1, 1/0, 1/2, 0/0, 2/2, 1/0, 4/1, 2/0, 2/0, 1/0, 1/0, 4/1, 3/0, 2/0, 1/0, 1/0, 1/0, 46/13
G minor (2b),  ,  ,  , 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/2
B minor (2#),  ,  ,  , 1/1, 0/0, 1/3, 0/0, 2/1, 1/0, 2/1, 0/0, 2/2, 0/0, 2/2, 0/0, 3/2, 4/2, 2/1, 1/1, 1/2, 0/0, 2/2, 1/1, 4/3, 2/1, 2/2, 1/1, 1/2, 4/5, 3/4, 2/3, 1/1, 1/1, 1/1, 47/45
