 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, rowcost
A major (3#), 2, 2, 4, 3, 2, 2, 5, 2, 0, 2, 0, 1, 1, 2, 1, 1, 3, 1, 2, 2, 2, 5, 2, 2, 2, 5, 2, 0, 2, 0, 1, 1, 2, 1, 1, 66
C minor (3b), 0, 1, 1, 2, 0, 1, 6, 0, 1, 2, 1, 3, 2, 1, 0, 0, 1, 0, 1, 2, 2, 1, 1, 2, 2, 1, 0, 1, 2, 1, 3, 2, 1, 0, 0, 44
F# minor (3#), 2, 1, 2, 3, 2, 1, 4, 1, 0, 4, 0, 3, 1, 1, 0, 0, 2, 1, 2, 2, 2, 5, 2, 2, 2, 5, 2, 0, 4, 0, 3, 1, 1, 0, 0, 61
Ab major (4b), 0, 0, 0, 2, 0, 0, 4, 0, 2, 6, 2, 6, 4, 3, 0, 1, 3, 0, 1, 4, 4, 0, 1, 4, 4, 0, 1, 2, 6, 2, 6, 4, 3, 0, 0, 75
E major (4#), 2, 2, 3, 4, 2, 2, 7, 2, 0, 4, 0, 3, 2, 3, 1, 2, 4, 1, 3, 3, 3, 5, 3, 3, 3, 5, 3, 0, 4, 0, 3, 2, 3, 1, 1, 89
F minor (4b), 0, 0, 1, 1, 0, 0, 2, 0, 1, 1, 1, 1, 2, 2, 0, 1, 2, 0, 1, 2, 2, 0, 1, 2, 2, 0, 1, 1, 1, 1, 1, 2, 2, 0, 0, 34
C# minor (4#), 2, 2, 0, 3, 2, 2, 4, 1, 0, 3, 0, 3, 2, 4, 1, 2, 4, 0, 2, 2, 2, 3, 4, 2, 2, 3, 3, 0, 3, 0, 3, 2, 4, 1, 1, 72
Db major (5b), 1, 0, 0, 2, 1, 0, 3, 0, 2, 6, 2, 6, 5, 5, 0, 2, 5, 0, 2, 5, 5, 1, 3, 5, 5, 1, 3, 2, 6, 2, 6, 5, 5, 0, 0, 96
B major (5#), 2, 1, 3, 3, 2, 1, 4, 2, 1, 5, 1, 4, 3, 4, 1, 2, 5, 1, 2, 4, 4, 4, 2, 4, 4, 4, 3, 1, 5, 1, 4, 3, 4, 1, 1, 96
Bb minor (5b), 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 1, 1, 1, 2, 2, 1, 1, 2, 2, 0, 0, 0, 0, 1, 2, 0, 0, 24
G# minor (5#), 1, 1, 1, 3, 1, 1, 5, 2, 1, 5, 1, 4, 4, 4, 1, 3, 5, 1, 3, 5, 5, 1, 2, 5, 5, 1, 3, 1, 5, 1, 4, 4, 4, 1, 1, 95
Gb major (6b), 3, 0, 1, 3, 3, 0, 4, 1, 2, 7, 2, 6, 5, 6, 0, 2, 7, 1, 3, 6, 6, 6, 4, 6, 6, 6, 5, 2, 7, 2, 6, 5, 6, 0, 0, 129
F# major (6#), 2, 0, 1, 2, 2, 0, 3, 1, 1, 5, 1, 4, 3, 3, 0, 1, 4, 1, 2, 4, 4, 4, 2, 4, 4, 4, 3, 1, 5, 1, 4, 3, 3, 0, 0, 82
Eb minor (6b), 2, 0, 2, 2, 2, 0, 2, 1, 1, 2, 1, 2, 1, 2, 0, 0, 3, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 1, 2, 1, 2, 0, 0, 49
D# minor (6#), 3, 0, 2, 3, 3, 0, 3, 1, 2, 3, 2, 3, 2, 4, 0, 0, 5, 1, 1, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 2, 3, 2, 4, 0, 0, 77
Cb major (7b), 4, 1, 5, 5, 4, 1, 6, 3, 2, 8, 2, 6, 5, 7, 1, 3, 9, 2, 4, 7, 7, 7, 4, 7, 7, 7, 6, 2, 8, 2, 6, 5, 7, 1, 1, 162
C# major (7#), 2, 0, 0, 1, 2, 0, 2, 0, 1, 4, 1, 4, 3, 4, 0, 1, 4, 0, 1, 3, 3, 2, 3, 3, 3, 2, 3, 1, 4, 1, 4, 3, 4, 0, 0, 69
Ab minor (7b), 1, 1, 1, 4, 1, 1, 6, 2, 2, 7, 2, 6, 4, 4, 1, 2, 5, 1, 2, 5, 5, 1, 1, 5, 5, 1, 2, 2, 7, 2, 6, 4, 4, 1, 1, 105
A# minor (7#), 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 2, 4, 0, 2, 2, 2, 3, 4, 2, 2, 3, 4, 0, 0, 0, 0, 2, 4, 0, 0, 46
