 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 2, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 2, 1, 0, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 2, 0, 27
A minor (0), 3, 1, 5, 1, 3, 1, 1, 0, 0, 2, 1, 2, 1, 0, 0, 2, 1, 3, 1, 5, 1, 3, 1, 1, 0, 3, 1, 43
A minor mel (0), 2, 1, 5, 1, 2, 1, 1, 0, 0, 2, 1, 2, 1, 0, 0, 1, 1, 2, 1, 5, 1, 2, 1, 1, 0, 4, 1, 39
C major blues (0), 2, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 2, 1, 1, 1, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 3, 0, 30
A minor blues (0), 2, 1, 4, 0, 2, 1, 1, 0, 0, 2, 1, 2, 1, 1, 1, 1, 0, 2, 1, 4, 0, 2, 1, 1, 0, 3, 0, 34
C dorian (0), 1, 1, 2, 0, 1, 1, 1, 0, 0, 2, 1, 2, 1, 0, 0, 0, 0, 1, 1, 2, 0, 1, 1, 1, 0, 3, 0, 23
C phrygian (0), 2, 1, 2, 0, 2, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 25
C lydian (0), 1, 1, 2, 0, 1, 1, 1, 0, 0, 2, 1, 2, 1, 0, 0, 0, 0, 1, 1, 2, 0, 1, 1, 1, 0, 3, 0, 23
C mixolydian (0), 2, 1, 2, 0, 2, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 1, 0, 25
C aeolian (0), 2, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 2, 1, 0, 0, 1, 0, 2, 1, 2, 0, 2, 1, 1, 0, 2, 0, 27
C locrian (0), 2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 13
F major (1b), 1, 1, 2, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 2, 0, 1, 1, 2, 0, 1, 1, 1, 0, 1, 0, 22
G major (1#), 1, 1, 3, 0, 1, 1, 1, 0, 0, 2, 1, 2, 1, 0, 0, 0, 0, 1, 1, 3, 0, 1, 1, 1, 0, 3, 0, 25
D minor (1b), 3, 2, 4, 0, 3, 2, 2, 1, 1, 2, 1, 2, 2, 1, 0, 1, 0, 3, 2, 4, 0, 3, 2, 2, 1, 2, 0, 46
E minor (1#), 1, 0, 3, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 3, 0, 1, 0, 0, 0, 2, 0, 15
D minor mel (1b), 3, 2, 4, 0, 3, 2, 2, 1, 1, 3, 1, 3, 2, 0, 0, 1, 0, 3, 2, 4, 0, 3, 2, 2, 1, 3, 0, 48
E minor mel (1#), 2, 1, 4, 0, 2, 1, 1, 1, 1, 2, 0, 2, 1, 0, 1, 0, 0, 2, 1, 4, 0, 2, 1, 1, 1, 3, 0, 34
F major blues (1b), 1, 1, 2, 0, 1, 1, 1, 0, 0, 2, 1, 2, 1, 2, 1, 2, 0, 1, 1, 2, 0, 1, 1, 1, 0, 2, 0, 27
G major blues (1#), 3, 2, 4, 0, 3, 2, 2, 1, 1, 3, 1, 3, 2, 1, 0, 1, 0, 3, 2, 4, 0, 3, 2, 2, 1, 4, 0, 50
D minor blues (1b), 2, 1, 3, 0, 2, 1, 1, 0, 0, 2, 1, 2, 1, 2, 1, 1, 0, 2, 1, 3, 0, 2, 1, 1, 0, 2, 0, 32
