 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 3, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 15
A minor (0), 0, 1, 0, 1, 0, 0, 0, 0, 1, 4, 1, 2, 2, 2, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 18
A minor mel (0), 0, 1, 0, 2, 0, 0, 0, 0, 1, 3, 1, 3, 3, 2, 1, 1, 0, 1, 0, 2, 0, 0, 0, 0, 21
C major blues (0), 0, 1, 0, 2, 1, 1, 0, 0, 1, 4, 1, 4, 3, 2, 1, 1, 0, 1, 0, 2, 1, 1, 0, 0, 27
A minor blues (0), 0, 1, 0, 2, 1, 1, 0, 0, 1, 4, 1, 4, 3, 2, 1, 1, 0, 1, 0, 2, 1, 1, 0, 0, 27
C dorian (0), 0, 0, 0, 1, 0, 0, 0, 0, 1, 3, 1, 4, 3, 2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 18
C phrygian (0), 0, 0, 0, 0, 0, 1, 0, 0, 1, 4, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 13
C lydian (0), 0, 0, 0, 1, 0, 0, 0, 0, 1, 3, 1, 4, 3, 2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 18
C mixolydian (0), 0, 0, 0, 0, 0, 1, 0, 0, 1, 4, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 13
C aeolian (0), 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 3, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 15
C locrian (0), 0, 1, 0, 1, 1, 1, 0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 13
F major (1b), 0, 0, 0, 0, 0, 1, 0, 0, 1, 3, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 12
G major (1#), 0, 0, 0, 1, 0, 0, 0, 0, 1, 3, 1, 4, 3, 2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 18
D minor (1b), 0, 0, 0, 0, 1, 1, 0, 0, 1, 3, 1, 3, 1, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 15
E minor (1#), 1, 1, 1, 2, 1, 1, 0, 0, 0, 2, 0, 3, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 0, 24
D minor mel (1b), 0, 0, 0, 0, 1, 0, 0, 0, 1, 3, 1, 3, 2, 3, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 17
E minor mel (1#), 1, 1, 1, 2, 2, 1, 0, 0, 0, 1, 0, 3, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 0, 0, 26
F major blues (1b), 0, 1, 0, 1, 2, 2, 1, 1, 1, 3, 1, 3, 2, 2, 1, 1, 0, 1, 0, 1, 2, 2, 1, 1, 30
G major blues (1#), 0, 0, 0, 1, 1, 1, 0, 0, 1, 4, 1, 4, 3, 3, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 24
D minor blues (1b), 0, 1, 0, 1, 2, 2, 1, 1, 1, 4, 1, 3, 2, 2, 1, 1, 0, 1, 0, 1, 2, 2, 1, 1, 31
E minor blues (1#), 0, 0, 0, 1, 1, 1, 0, 0, 1, 4, 1, 4, 3, 3, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 24
F dorian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 3, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 14
G dorian (1#), 0, 0, 0, 1, 1, 0, 0, 0, 1, 2, 1, 4, 3, 3, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 20
F phrygian (1b), 0, 1, 0, 1, 1, 1, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 12
G phrygian (1#), 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 3, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 15
F lydian (1b), 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 3, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 14
G lydian (1#), 0, 0, 0, 1, 1, 0, 0, 0, 1, 2, 1, 4, 3, 3, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 20
F mixolydian (1b), 0, 1, 0, 1, 1, 1, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 12
G mixolydian (1#), 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 3, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 15
