 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, rowcost
C major (0), 3/2, 0/0, 2/3, 1/0, 2/2, 0/0, 0/0, 0/0, 0/0, 2/0, 2/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/2, 2/1, 0/0, 1/0, 0/0, 0/0, 0/0, 20/13
A minor (0), 2/0, 0/0, 2/0, 1/0, 2/1, 0/0, 0/1, 0/0, 0/0, 2/0, 3/2, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 18/5
F major (1b), 3/2, 1/0, 3/3, 1/1, 4/3, 0/0, 1/2, 0/0, 0/0, 2/0, 2/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/2, 2/1, 1/0, 0/0, 0/0, 0/0, 0/0, 25/17
G major (1#), 3/1, 0/0, 2/2, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 2/3, 2/4, 0/0, 0/0, 0/0, 0/0, 0/0, 3/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 2/1, 0/0, 1/0, 1/0, 0/0, 0/0, 19/12
D minor (1b), 2/1, 1/0, 3/0, 1/0, 3/0, 0/0, 1/0, 0/0, 0/0, 2/2, 2/3, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 21/7
E minor (1#), 2/0, 0/0, 2/0, 0/0, 1/2, 0/0, 0/0, 0/0, 0/0, 2/0, 3/2, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 1/1, 0/0, 0/0, 17/6
Bb major (2b), 4/2, 1/1, 4/1, 1/0, 5/4, 0/0, 2/2, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 4/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 2/2, 3/1, 1/2, 0/0, 0/0, 1/0, 1/0, 32/18
D major (2#), 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/2, 2/3, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 1/0, 0/0, 0/0, 10/6
G minor (2b), 4/1, 1/0, 4/3, 1/0, 4/2, 0/0, 2/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 4/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 2/0, 3/1, 1/0, 0/0, 0/0, 1/0, 1/0, 31/8
B minor (2#), 1/1, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/0, 3/2, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/0, 1/0, 0/0, 0/0, 11/5
