 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 10
A minor (0), 3, 1, 1, 1, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 1, 1, 1, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 19
A minor mel (0), 2, 2, 2, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 1, 0, 2, 2, 2, 1, 0, 0, 0, 0, 0, 20
C major blues (0), 2, 2, 2, 1, 1, 1, 1, 0, 2, 0, 2, 2, 1, 1, 2, 2, 1, 0, 2, 2, 2, 1, 1, 1, 1, 0, 0, 33
A minor blues (0), 2, 2, 2, 1, 1, 1, 1, 0, 2, 0, 2, 2, 1, 1, 2, 2, 1, 0, 2, 2, 2, 1, 1, 1, 1, 0, 0, 33
C dorian (0), 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 11
C phrygian (0), 2, 0, 1, 1, 1, 1, 1, 0, 2, 0, 2, 1, 1, 1, 2, 1, 1, 0, 2, 0, 1, 1, 1, 1, 1, 0, 0, 25
C lydian (0), 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 11
C mixolydian (0), 2, 0, 1, 1, 1, 1, 1, 0, 2, 0, 2, 1, 1, 1, 2, 1, 1, 0, 2, 0, 1, 1, 1, 1, 1, 0, 0, 25
C aeolian (0), 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 10
C locrian (0), 2, 1, 1, 1, 1, 1, 1, 0, 2, 0, 1, 2, 1, 1, 1, 2, 1, 0, 2, 1, 1, 1, 1, 1, 1, 0, 0, 27
F major (1b), 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 2, 1, 1, 1, 2, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 22
G major (1#), 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 11
D minor (1b), 2, 0, 1, 2, 2, 1, 2, 1, 3, 1, 3, 1, 1, 1, 3, 0, 0, 0, 2, 0, 1, 2, 2, 1, 2, 1, 1, 36
E minor (1#), 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 2, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 19
D minor mel (1b), 2, 0, 0, 1, 1, 0, 1, 1, 3, 1, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 0, 1, 1, 1, 21
E minor mel (1#), 1, 1, 1, 1, 2, 0, 2, 1, 2, 1, 3, 1, 1, 0, 3, 0, 0, 0, 1, 1, 1, 1, 2, 0, 2, 1, 1, 30
F major blues (1b), 1, 2, 2, 2, 2, 1, 1, 0, 1, 0, 2, 2, 1, 1, 2, 3, 2, 1, 2, 2, 2, 2, 2, 1, 1, 0, 0, 38
G major blues (1#), 2, 1, 2, 2, 2, 1, 2, 1, 3, 1, 3, 1, 1, 1, 3, 1, 1, 0, 2, 1, 2, 2, 2, 1, 2, 1, 1, 42
D minor blues (1b), 2, 2, 2, 2, 2, 1, 1, 0, 2, 0, 2, 2, 1, 1, 2, 3, 2, 1, 3, 2, 2, 2, 2, 1, 1, 0, 0, 41
E minor blues (1#), 2, 1, 2, 2, 2, 1, 2, 1, 3, 1, 3, 1, 1, 1, 3, 1, 1, 0, 2, 1, 2, 2, 2, 1, 2, 1, 1, 42
