 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 3/2, 1/0, 0/0, 2/1, 1/0, 1/0, 0/0, 0/0, 2/1, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 3/1, 1/0, 0/0, 2/1, 1/0, 1/0, 2/1, 1/0, 0/0, 25/7
A minor (0), 3/1, 1/2, 0/0, 3/1, 1/0, 1/1, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/1, 0/0, 1/1, 3/2, 1/2, 0/0, 3/1, 1/0, 1/1, 1/0, 1/0, 0/0, 25/13
F major (1b), 3/2, 1/0, 1/1, 1/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 3/1, 1/0, 1/1, 1/0, 0/0, 0/0, 2/1, 0/0, 0/0, 17/7
G major (1#), 2/1, 2/0, 0/0, 2/0, 1/0, 1/0, 0/0, 0/0, 2/1, 1/0, 0/0, 1/0, 0/0, 2/0, 1/0, 1/0, 1/0, 1/0, 2/1, 2/0, 0/0, 2/0, 1/0, 1/0, 2/1, 1/0, 0/0, 29/4
D minor (1b), 2/1, 1/0, 1/1, 1/1, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 2/1, 1/0, 1/1, 1/1, 0/0, 0/0, 1/0, 0/0, 0/0, 13/6
E minor (1#), 3/2, 2/1, 0/0, 3/2, 1/1, 3/2, 0/0, 0/0, 1/0, 1/1, 0/0, 1/0, 0/0, 2/1, 1/0, 1/1, 1/0, 1/0, 3/2, 2/1, 0/0, 3/2, 1/1, 3/2, 1/0, 1/1, 0/0, 35/20
Bb major (2b), 2/1, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 2/1, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 12/6
D major (2#), 1/1, 2/2, 1/2, 3/0, 1/0, 2/1, 0/0, 0/0, 1/0, 2/0, 0/0, 1/0, 0/0, 2/0, 1/0, 2/1, 1/0, 1/0, 1/1, 2/2, 1/2, 3/0, 1/0, 2/1, 1/0, 2/0, 0/0, 34/13
G minor (2b), 1/1, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 8/6
B minor (2#), 2/1, 2/0, 1/2, 4/2, 1/0, 4/3, 0/0, 0/0, 1/0, 2/1, 0/0, 1/2, 0/0, 2/2, 1/1, 2/1, 1/0, 1/0, 2/1, 2/0, 1/2, 4/2, 1/0, 4/3, 1/0, 2/1, 0/0, 42/24
