id,title,composer,part,KSgt,KSest,notes,err,time
8460,BWV846_Prelude,Bach,rh,,C major (0),408,0,0.091
8460,BWV846_Prelude,Bach,lh,,a minor (0),211,6,0.060
8461,BWV846_Fugue,Bach,rh,,a minor (0),487,3,1.648
8461,BWV846_Fugue,Bach,lh,,a minor (0),315,4,0.553
8480,BWV848_Prelude,Bach,rh,,a# minor (7),397,0,0.128
8480,BWV848_Prelude,Bach,lh,,a# minor (7),425,12,0.138
8481,BWV848_Fugue,Bach,rh,,a# minor (7),866,30,4.310
8481,BWV848_Fugue,Bach,lh,,a# minor (7),623,17,1.719
8540,BWV854_Prelude,Bach,rh,,c# minor (4),287,4,0.669
8540,BWV854_Prelude,Bach,lh,,c# minor (4),221,2,0.394
8541,BWV854_Fugue,Bach,rh,,c# minor (4),475,0,2.391
8541,BWV854_Fugue,Bach,lh,,c# minor (4),287,1,0.477
8561,BWV856_Fugue,Bach,rh,,d minor (-1),481,0,0.676
8561,BWV856_Fugue,Bach,lh,,d minor (-1),313,0,0.148
8570,BWV857_Prelude,Bach,rh,,f minor (-4),394,3,1.424
8570,BWV857_Prelude,Bach,lh,,f minor (-4),249,0,0.686
8580,BWV858_Prelude,Bach,rh,,d# minor (6),293,6,0.502
8580,BWV858_Prelude,Bach,lh,,d# minor (6),169,0,0.118
8581,BWV858_Fugue,Bach,rh,,d# minor (6),583,1,2.887
8581,BWV858_Fugue,Bach,lh,,d# minor (6),370,2,0.927
8600,BWV860_Prelude,Bach,rh,,e minor (1),335,8,1.526
8600,BWV860_Prelude,Bach,lh,,e minor (1),275,8,0.559
8601,BWV860_Fugue,Bach,rh,,e minor (1),1124,3,3.219
8601,BWV860_Fugue,Bach,lh,,e minor (1),705,1,1.686
8620,BWV862_Prelude,Bach,rh,,A- major (-4),381,1,0.487
8620,BWV862_Prelude,Bach,lh,,A- major (-4),314,0,0.303
8621,BWV862_Fugue,Bach,rh,,f minor (-4),477,0,1.332
8621,BWV862_Fugue,Bach,lh,,f minor (-4),455,0,1.335
8630,BWV863_Prelude,Bach,rh,,g# minor (5),344,2,0.667
8630,BWV863_Prelude,Bach,lh,,g# minor (5),267,4,0.422
8631,BWV863_Fugue,Bach,rh,,g# minor (5),473,10,1.554
8631,BWV863_Fugue,Bach,lh,,g# minor (5),374,7,0.753
8640,BWV864_Prelude,Bach,rh,,f# minor (3),361,1,2.144
8640,BWV864_Prelude,Bach,lh,,f# minor (3),280,0,0.713
8641,BWV864_Fugue,Bach,rh,,f# minor (3),813,0,3.564
8641,BWV864_Fugue,Bach,lh,,f# minor (3),487,0,1.024
8650,BWV865_Prelude,Bach,rh,,a minor (0),402,1,3.847
8650,BWV865_Prelude,Bach,lh,,a minor (0),246,0,0.271
8651,BWV865_Fugue,Bach,rh,,a minor (0),1408,8,5.745
8651,BWV865_Fugue,Bach,lh,,a minor (0),1140,5,3.746
8660,BWV866_Prelude,Bach,rh,,g minor (-2),317,5,6.671
8660,BWV866_Prelude,Bach,lh,,g minor (-2),321,2,30.610
8661,BWV866_Fugue,Bach,rh,,g minor (-2),573,0,0.791
8661,BWV866_Fugue,Bach,lh,,g minor (-2),395,0,0.470
8670,BWV867_Prelude,Bach,rh,,b- minor (-5),528,1,4.742
8670,BWV867_Prelude,Bach,lh,,b- minor (-5),279,0,0.997
8671,BWV867_Fugue,Bach,rh,,b- minor (-5),536,2,0.784
8671,BWV867_Fugue,Bach,lh,,b- minor (-5),291,2,0.231
8680,BWV868_Prelude,Bach,rh,,g# minor (5),260,0,0.690
8680,BWV868_Prelude,Bach,lh,,g# minor (5),180,0,0.241
8681,BWV868_Fugue,Bach,rh,,g# minor (5),466,2,1.544
8681,BWV868_Fugue,Bach,lh,,B major (5),442,1,0.839
8700,BWV870_Prelude,Bach,rh,(0),d minor (-1),584,8,5.464
8700,BWV870_Prelude,Bach,lh,,a minor (0),410,8,1.160
8701,BWV870_Fugue,Bach,rh,,a minor (0),682,6,0.809
8701,BWV870_Fugue,Bach,lh,,a minor (0),415,1,0.345
8731,BWV873_Fugue,Bach,rh,,c# minor (4),862,12,3.457
8731,BWV873_Fugue,Bach,lh,,c# minor (4),603,8,1.124
8740,BWV874_Prelude,Bach,rh,,b minor (2),930,2,4.570
8740,BWV874_Prelude,Bach,lh,,b minor (2),620,4,1.797
8741,BWV874_Fugue,Bach,rh,,b minor (2),495,1,1.348
8741,BWV874_Fugue,Bach,lh,,b minor (2),471,1,0.844
8750,BWV875_Prelude,Bach,rh,,d minor (-1),581,6,0.546
8750,BWV875_Prelude,Bach,lh,,d minor (-1),510,0,0.458
8751,BWV875_Fugue,Bach,rh,,d minor (-1),487,3,5.039
8751,BWV875_Fugue,Bach,lh,,d minor (-1),344,1,1.409
8760,BWV876_Prelude,Bach,rh,,c minor (-3),561,7,0.828
8760,BWV876_Prelude,Bach,lh,,c minor (-3),384,0,0.279
8761,BWV876_Fugue,Bach,rh,,c minor (-3),377,1,0.331
8761,BWV876_Fugue,Bach,lh,,c minor (-3),373,0,0.336
8800,BWV880_Prelude,Bach,rh,,d minor (-1),799,6,1.564
8800,BWV880_Prelude,Bach,lh,,d minor (-1),677,0,1.203
8801,BWV880_Fugue,Bach,rh,,d minor (-1),688,12,0.693
8801,BWV880_Fugue,Bach,lh,,d minor (-1),416,10,0.214
8830,BWV883_Prelude,Bach,rh,,f# minor (3),524,4,1.027
8830,BWV883_Prelude,Bach,lh,,f# minor (3),414,1,0.650
8831,BWV883_Fugue,Bach,rh,,f# minor (3),809,2,3.039
8831,BWV883_Fugue,Bach,lh,,f# minor (3),688,2,1.456
