 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 2, 2, 2, 0, 2, 0, 1, 1, 1, 2, 3,  ,  , 2, 2,  ,  , 2, 2, 2, 0, 2, 0, 1, 1, 30
A minor (0), 2, 4, 1, 1, 1, 1, 2, 1, 1, 2, 4,  ,  , 3, 3,  ,  , 2, 4, 1, 1, 1, 1, 2, 1, 39
F major (1b), 1, 1, 1, 0, 1, 0, 0, 1, 1, 2, 2,  ,  , 1, 1,  ,  , 1, 1, 1, 0, 1, 0, 0, 1, 17
G major (1#), 3, 3, 3, 1, 3, 1, 2, 1, 1, 3, 4,  ,  , 2, 3,  ,  , 3, 3, 3, 1, 3, 1, 2, 1, 47
D minor (1b), 1, 2, 2, 0, 2, 1, 0, 1, 1, 2, 5,  ,  , 1, 2,  ,  , 1, 2, 2, 0, 2, 1, 0, 1, 29
E minor (1#), 4, 4, 3, 1, 3, 1, 2, 0, 0, 4, 5,  ,  , 2, 6,  ,  , 4, 4, 3, 1, 3, 1, 2, 0, 53
Bb major (2b), 0, 2, 1, 1, 1, 1, 0, 0, 0, 2, 2,  ,  , 0, 0,  ,  , 0, 2, 1, 1, 1, 1, 0, 0, 16
D major (2#), 3, 4, 4, 1, 4, 2, 2, 1, 1, 3, 6,  ,  , 2, 4,  ,  , 3, 4, 4, 1, 4, 2, 2, 1, 58
G minor (2b), 1, 3, 2, 2, 2, 2, 1, 0, 0, 3, 3,  ,  , 0, 1,  ,  , 1, 3, 2, 2, 2, 2, 1, 0, 33
B minor (2#), 2, 4, 3, 2, 3, 3, 1, 1, 1, 3, 5,  ,  , 2, 5,  ,  , 2, 4, 3, 2, 3, 3, 1, 1, 54
Eb major (3b), 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1,  ,  , 1, 1,  ,  , 0, 1, 0, 1, 0, 1, 0, 0, 10
A major (3#), 3, 5, 3, 2, 3, 3, 3, 1, 1, 2, 5,  ,  , 3, 5,  ,  , 3, 5, 3, 2, 3, 3, 3, 1, 62
C minor (3b), 1, 2, 1, 1, 1, 1, 1, 0, 0, 1, 2,  ,  , 2, 2,  ,  , 1, 2, 1, 1, 1, 1, 1, 0, 23
F# minor (3#), 2, 5, 2, 2, 2, 3, 2, 1, 1, 1, 3,  ,  , 4, 5,  ,  , 2, 5, 2, 2, 2, 3, 2, 1, 52
Ab major (4b), 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0,  ,  , 2, 3,  ,  , 1, 1, 0, 1, 0, 1, 0, 0, 13
E major (4#), 4, 5, 3, 2, 3, 3, 3, 0, 0, 2, 5,  ,  , 3, 7,  ,  , 4, 5, 3, 2, 3, 3, 3, 0, 63
F minor (4b), 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0,  ,  , 2, 3,  ,  , 2, 0, 0, 0, 0, 0, 0, 1, 12
C# minor (4#), 4, 5, 2, 4, 2, 4, 4, 0, 0, 3, 3,  ,  , 4, 6,  ,  , 4, 5, 2, 4, 2, 4, 4, 0, 66
Db major (5b), 3, 2, 0, 2, 0, 2, 1, 0, 0, 1, 1,  ,  , 3, 7,  ,  , 3, 2, 0, 2, 0, 2, 1, 0, 32
B major (5#), 3, 5, 2, 3, 2, 4, 2, 0, 0, 2, 4,  ,  , 2, 6,  ,  , 3, 5, 2, 3, 2, 4, 2, 0, 56
Bb minor (5b), 1, 3, 1, 2, 1, 2, 1, 0, 0, 2, 2,  ,  , 1, 1,  ,  , 1, 3, 1, 2, 1, 2, 1, 0, 28
G# minor (5#), 3, 2, 2, 2, 2, 3, 1, 0, 0, 1, 1,  ,  , 1, 5,  ,  , 3, 2, 2, 2, 2, 3, 1, 0, 38
Gb major (6b), 3, 6, 1, 3, 1, 4, 2, 0, 0, 2, 3,  ,  , 4, 8,  ,  , 3, 6, 1, 3, 1, 4, 2, 0, 57
F# major (6#), 2, 4, 1, 2, 1, 3, 1, 0, 0, 1, 2,  ,  , 2, 5,  ,  , 2, 4, 1, 2, 1, 3, 1, 0, 38
Eb minor (6b), 0, 2, 1, 2, 1, 3, 1, 0, 0, 2, 3,  ,  , 2, 2,  ,  , 0, 2, 1, 2, 1, 3, 1, 0, 29
D# minor (6#), 0, 3, 1, 3, 1, 4, 2, 0, 0, 3, 4,  ,  , 4, 3,  ,  , 0, 3, 1, 3, 1, 4, 2, 0, 42
Cb major (7b), 4, 7, 3, 4, 3, 6, 3, 0, 0, 3, 7,  ,  , 4, 10,  ,  , 4, 7, 3, 4, 3, 6, 3, 0, 84
C# major (7#), 2, 3, 0, 3, 0, 3, 2, 0, 0, 2, 2,  ,  , 3, 4,  ,  , 2, 3, 0, 3, 0, 3, 2, 0, 37
Ab minor (7b), 2, 2, 2, 2, 2, 3, 1, 0, 0, 1, 1,  ,  , 2, 5,  ,  , 2, 2, 2, 2, 2, 3, 1, 0, 37
A# minor (7#), 2, 5, 1, 4, 1, 4, 2, 0, 0, 3, 3,  ,  , 2, 2,  ,  , 2, 5, 1, 4, 1, 4, 2, 0, 48
