 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 2/1, 2/1, 2/0, 0/0, 2/0, 0/0, 1/0, 1/0, 1/0, 2/1, 3/1,  ,  , 2/0, 2/1,  ,  , 2/1, 2/1, 2/0, 0/0, 2/0, 0/0, 1/0, 1/0, 30/7
A minor (0), 2/1, 3/1, 2/1, 0/0, 2/1, 0/0, 1/0, 1/4, 1/4, 3/2, 5/4,  ,  , 2/1, 3/2,  ,  , 2/1, 3/1, 2/1, 0/0, 2/1, 0/0, 1/0, 1/4, 36/29
F major (1b), 1/0, 1/1, 1/0, 0/0, 1/0, 0/0, 0/0, 1/0, 1/0, 2/0, 2/0,  ,  , 1/1, 1/1,  ,  , 1/0, 1/1, 1/0, 0/0, 1/0, 0/0, 0/0, 1/0, 17/4
G major (1#), 3/1, 3/1, 3/2, 1/0, 3/2, 1/0, 2/0, 1/0, 1/0, 3/1, 4/3,  ,  , 2/0, 3/1,  ,  , 3/1, 3/1, 3/2, 1/0, 3/2, 1/0, 2/0, 1/0, 47/17
D minor (1b), 1/1, 2/1, 1/1, 0/0, 1/1, 0/0, 0/0, 1/0, 1/0, 3/2, 4/2,  ,  , 1/1, 1/1,  ,  , 1/1, 2/1, 1/1, 0/0, 1/1, 0/0, 0/0, 1/0, 22/14
E minor (1#), 3/2, 4/2, 3/1, 1/2, 3/1, 1/2, 2/1, 1/0, 1/0, 4/2, 5/4,  ,  , 3/2, 5/3,  ,  , 3/3, 4/2, 3/1, 1/2, 3/1, 1/2, 2/1, 1/0, 54/34
Bb major (2b), 0/0, 2/1, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 2/1, 2/1,  ,  , 0/0, 0/0,  ,  , 0/0, 2/1, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 16/4
D major (2#), 3/1, 4/1, 4/1, 1/0, 4/1, 2/1, 2/0, 1/0, 1/0, 3/1, 6/2,  ,  , 2/1, 4/3,  ,  , 3/1, 4/1, 4/1, 1/0, 4/1, 2/1, 2/0, 1/0, 58/17
G minor (2b), 0/0, 2/2, 1/0, 1/1, 1/0, 1/1, 0/0, 0/0, 0/0, 2/1, 3/1,  ,  , 0/0, 0/0,  ,  , 0/0, 2/2, 1/0, 1/1, 1/0, 1/1, 0/0, 0/0, 17/10
B minor (2#), 3/2, 5/3, 4/2, 2/1, 4/2, 3/1, 2/1, 1/0, 1/0, 3/1, 6/4,  ,  , 3/3, 6/5,  ,  , 3/2, 5/3, 4/2, 2/1, 4/2, 3/1, 2/1, 1/0, 67/37
Eb major (3b), 0/0, 1/1, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 0/0, 1/0, 1/0,  ,  , 1/1, 1/1,  ,  , 0/0, 1/1, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 10/8
A major (3#), 3/2, 5/2, 3/1, 2/2, 3/1, 3/2, 3/0, 1/0, 1/0, 2/3, 5/6,  ,  , 3/4, 5/5,  ,  , 3/3, 5/4, 3/3, 2/4, 3/3, 3/2, 3/0, 1/0, 62/47
C minor (3b), 0/0, 1/1, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 0/0, 1/1, 1/1,  ,  , 1/1, 1/1,  ,  , 0/0, 1/1, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 10/10
F# minor (3#), 3/1, 6/3, 3/0, 3/3, 3/0, 4/2, 3/1, 1/0, 1/0, 2/1, 3/4,  ,  , 4/3, 6/5,  ,  , 3/1, 6/3, 3/0, 3/3, 3/0, 4/2, 3/1, 1/0, 68/33
Ab major (4b), 1/0, 1/1, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0,  ,  , 2/2, 3/2,  ,  , 1/0, 1/1, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 13/10
E major (4#), 4/2, 5/2, 3/1, 2/1, 3/1, 3/1, 3/1, 0/0, 0/0, 2/3, 5/4,  ,  , 3/3, 7/6,  ,  , 4/2, 5/3, 3/2, 2/1, 3/1, 3/1, 3/1, 0/0, 63/36
F minor (4b), 1/1, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0,  ,  , 1/1, 2/1,  ,  , 1/1, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 11/4
C# minor (4#), 4/1, 5/1, 3/0, 4/5, 3/0, 5/5, 4/1, 0/0, 0/0, 3/2, 4/3,  ,  , 4/1, 7/3,  ,  , 4/1, 5/1, 3/0, 4/5, 3/0, 5/5, 4/1, 0/0, 74/35
Db major (5b), 3/2, 2/1, 0/0, 2/1, 0/0, 2/1, 1/0, 0/0, 0/0, 1/0, 1/0,  ,  , 3/2, 7/6,  ,  , 3/2, 2/1, 0/0, 2/1, 0/0, 2/1, 1/0, 0/0, 32/18
B major (5#), 3/1, 5/3, 2/1, 3/3, 2/1, 4/1, 2/1, 0/0, 0/0, 2/3, 4/4,  ,  , 2/3, 6/5,  ,  , 3/1, 5/3, 2/1, 3/3, 2/1, 4/1, 2/1, 0/0, 56/37
Bb minor (5b), 1/0, 2/2, 0/0, 2/0, 0/0, 2/0, 1/0, 0/0, 0/0, 1/0, 1/0,  ,  , 2/2, 2/2,  ,  , 1/0, 2/2, 0/0, 2/0, 0/0, 2/0, 1/0, 0/0, 22/8
