 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/5, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 6/8
A minor (0), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 2/5, 0/0, 2/1, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 8/10
F major (1b), 0/0, 1/0, 1/0, 0/0, 1/0, 1/0, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 1/5, 0/0, 1/1, 0/0, 1/1, 1/0, 1/0, 1/0, 1/0, 0/0, 1/0, 2/1, 1/0, 0/0, 0/0, 16/10
G major (1#), 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 2/1, 1/0, 0/0, 0/0, 10/6
D minor (1b), 0/0, 1/1, 1/0, 0/0, 1/1, 1/1, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 2/5, 0/0, 1/1, 0/0, 1/1, 1/0, 1/2, 1/0, 1/0, 0/0, 1/1, 2/2, 1/1, 0/0, 0/0, 17/18
E minor (1#), 0/0, 1/0, 0/0, 0/0, 0/0, 1/1, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 2/1, 0/0, 2/1, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 2/2, 1/1, 0/0, 0/0, 12/10
Bb major (2b), 1/0, 3/1, 2/1, 1/0, 3/1, 3/1, 1/2, 1/0, 1/0, 0/0, 1/0, 0/0, 2/5, 0/0, 2/1, 0/0, 2/1, 1/1, 3/1, 3/1, 2/1, 1/0, 3/1, 3/2, 2/1, 0/0, 0/0, 41/21
D major (2#), 1/0, 2/1, 0/0, 1/0, 1/0, 2/1, 2/2, 0/0, 1/0, 1/0, 1/0, 0/0, 1/1, 0/0, 1/1, 0/0, 1/1, 0/0, 1/0, 2/1, 0/0, 1/0, 1/0, 3/2, 1/1, 1/0, 1/0, 26/11
G minor (2b), 1/0, 2/1, 2/0, 1/0, 2/0, 2/1, 1/2, 1/0, 1/0, 0/0, 1/0, 0/0, 3/1, 0/0, 2/1, 0/0, 2/1, 1/0, 2/0, 2/1, 2/0, 1/0, 2/0, 2/2, 2/1, 0/0, 0/0, 35/11
B minor (2#), 1/0, 2/1, 0/0, 1/1, 1/0, 2/1, 2/2, 0/0, 1/0, 1/0, 1/0, 0/0, 2/1, 0/0, 2/1, 0/0, 2/1, 0/0, 1/2, 2/1, 0/0, 1/1, 1/0, 3/2, 1/1, 1/0, 1/0, 29/15
Eb major (3b), 1/1, 5/3, 2/2, 2/1, 3/2, 5/2, 0/0, 1/1, 1/2, 0/0, 1/1, 1/0, 2/6, 1/0, 1/5, 1/0, 1/5, 2/1, 3/2, 5/2, 2/2, 2/1, 3/2, 4/2, 4/2, 0/0, 0/0, 53/45
A major (3#), 2/1, 2/0, 1/0, 2/0, 2/0, 2/0, 3/2, 0/0, 2/0, 1/0, 2/0, 0/0, 1/1, 0/0, 2/1, 0/0, 2/1, 0/0, 2/1, 2/0, 1/0, 2/0, 2/0, 3/1, 1/0, 1/0, 1/0, 39/8
C minor (3b), 1/0, 3/0, 2/0, 2/0, 2/0, 3/0, 0/0, 1/0, 1/0, 0/0, 1/0, 1/0, 3/5, 1/0, 2/1, 1/0, 2/1, 2/0, 2/0, 3/0, 2/0, 2/0, 2/0, 3/1, 3/0, 0/0, 0/0, 45/8
