 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3
A minor (0), 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 2, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 15
A minor mel (0), 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 2, 0, 0, 1, 2, 0, 0, 0, 1, 17
C major blues (0), 2, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 2, 0, 1, 0, 2, 0, 1, 1, 1, 1, 1, 0, 2, 22
A minor blues (0), 2, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 2, 0, 1, 0, 2, 0, 1, 1, 1, 1, 1, 0, 2, 22
C dorian (0), 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 5
C phrygian (0), 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 7
C lydian (0), 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 5
C mixolydian (0), 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 7
C aeolian (0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3
