 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 0/0, 0/0, 0/0, 0/0, 1/0, 1/1, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/3, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 8/7
A minor (0), 0/0, 0/0, 0/0, 0/0, 1/0, 2/1, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 2/1, 0/0, 0/0, 9/3
F major (1b), 0/0, 0/0, 0/0, 1/0, 2/1, 2/1, 2/1, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 3/3, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 2/1, 0/0, 1/1, 0/0, 0/0, 17/8
G major (1#), 0/0, 0/0, 1/0, 0/0, 0/0, 2/1, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/3, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 2/1, 0/0, 1/1, 0/0, 0/0, 11/7
D minor (1b), 0/0, 0/0, 0/0, 1/0, 1/0, 3/1, 1/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 2/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 3/1, 0/0, 1/1, 0/0, 0/0, 16/3
E minor (1#), 0/0, 0/0, 1/0, 0/0, 0/0, 2/1, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 2/1, 0/0, 2/1, 0/0, 0/0, 10/3
Bb major (2b), 0/0, 1/0, 1/0, 1/1, 2/1, 2/2, 2/1, 0/0, 0/0, 1/1, 1/0, 1/0, 0/0, 3/3, 1/3, 1/1, 1/0, 0/0, 0/0, 3/1, 2/2, 1/0, 2/1, 0/0, 0/0, 26/17
D major (2#), 0/0, 0/0, 1/0, 0/0, 0/0, 1/1, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 2/0, 1/0, 1/1, 0/0, 1/1, 1/0, 1/0, 11/3
G minor (2b), 0/0, 1/0, 1/0, 1/0, 1/0, 3/1, 2/1, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 3/3, 1/0, 1/0, 1/0, 0/0, 0/0, 2/0, 3/1, 1/0, 2/1, 0/0, 0/0, 26/7
B minor (2#), 0/0, 0/0, 3/2, 0/0, 0/0, 1/1, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/3, 0/0, 0/0, 0/0, 0/0, 2/1, 1/0, 1/1, 0/0, 2/1, 1/0, 1/0, 14/9
Eb major (3b), 1/0, 1/1, 2/1, 2/1, 2/1, 2/2, 3/1, 0/0, 0/0, 2/1, 1/3, 1/1, 0/0, 2/3, 1/3, 1/1, 2/1, 0/0, 0/0, 3/2, 2/2, 2/1, 1/2, 0/0, 0/0, 31/27
A major (3#), 0/0, 0/0, 1/0, 0/0, 1/0, 1/1, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 2/0, 1/0, 1/1, 0/0, 2/1, 1/0, 1/0, 15/3
C minor (3b), 1/0, 1/0, 1/0, 2/0, 1/0, 2/1, 3/1, 0/0, 0/0, 2/0, 1/0, 1/0, 0/0, 2/2, 1/0, 1/0, 2/0, 0/0, 0/0, 2/0, 2/1, 2/0, 2/1, 0/0, 0/0, 29/6
F# minor (3#), 0/0, 0/0, 3/2, 0/0, 1/0, 2/1, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 2/2, 1/1, 2/1, 0/0, 2/1, 1/1, 1/1, 19/10
Ab major (4b), 2/2, 2/1, 2/1, 3/3, 2/1, 3/2, 2/4, 0/0, 0/0, 3/3, 1/3, 1/1, 0/0, 3/5, 1/3, 1/1, 3/3, 1/0, 0/0, 3/2, 3/2, 3/3, 2/2, 0/0, 0/0, 41/42
E major (4#), 0/0, 1/0, 1/0, 0/0, 1/0, 2/1, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 2/0, 2/0, 1/0, 2/1, 0/0, 1/1, 1/0, 1/0, 18/3
F minor (4b), 1/0, 2/0, 1/0, 2/0, 2/1, 3/1, 3/1, 0/0, 0/0, 2/0, 1/0, 1/0, 0/0, 2/2, 1/0, 1/0, 2/0, 1/0, 0/0, 2/1, 3/1, 2/0, 3/1, 0/0, 0/0, 35/8
C# minor (4#), 0/0, 1/1, 3/2, 0/0, 5/4, 3/1, 0/0, 2/2, 2/2, 0/0, 0/0, 0/0, 2/0, 0/0, 0/0, 0/0, 0/0, 3/2, 2/0, 1/1, 3/1, 0/0, 1/1, 1/0, 1/0, 30/17
