 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, rowcost
G major (1#), 1, 1, 3, 3, 4, 4, 1, 3, 1, 2, 2, 1, 1, 1, 3, 3, 4, 4, 1, 3, 1, 2, 2, 1, 4, 4, 4, 3, 3,  , 3, 2, 2, 1, 2, 1, 3, 3, 4, 2, 4, 4, 3, 3, 2, 2, 3, 1, 4, 4, 4, 4, 4, 3, 1, 2, 2, 1, 2, 3, 4, 4, 3, 3, 6, 6, 3, 3, 2, 2, 2, 1, 1, 189
D minor (1b), 1, 1, 3, 4, 1, 3, 1, 4, 3, 3, 1, 1, 1, 1, 3, 4, 1, 3, 1, 4, 3, 3, 1, 1, 2, 5, 3, 4, 2,  , 4, 3, 2, 1, 0, 0, 2, 3, 3, 5, 6, 1, 4, 5, 2, 0, 1, 0, 2, 2, 1, 3, 1, 2, 1, 1, 3, 3, 3, 2, 2, 3, 5, 1, 6, 4, 2, 5, 2, 0, 0, 1, 0, 165
E minor (1#), 1, 2, 3, 4, 3, 4, 2, 2, 2, 5, 10, 0, 1, 2, 3, 4, 3, 4, 2, 2, 2, 5, 10, 1, 3, 3, 5, 4, 2,  , 5, 4, 2, 1, 2, 2, 5, 3, 6, 2, 4, 7, 4, 4, 2, 2, 5, 1, 3, 3, 5, 3, 3, 6, 1, 3, 3, 0, 2, 4, 4, 4, 5, 3, 10, 2, 4, 4, 2, 3, 3, 2, 1, 238
D minor mel (1b), 2, 1, 4, 4, 2, 4, 2, 3, 2, 4, 2, 1, 2, 1, 4, 4, 2, 4, 2, 3, 2, 4, 2, 1, 3, 6, 4, 5, 3,  , 5, 2, 3, 1, 0, 0, 3, 4, 4, 4, 5, 2, 5, 4, 3, 1, 2, 1, 3, 3, 2, 4, 2, 3, 1, 1, 3, 2, 4, 3, 3, 4, 4, 2, 7, 5, 3, 4, 3, 1, 1, 2, 1, 203
E minor mel (1#), 2, 3, 4, 5, 2, 3, 3, 1, 3, 6, 10, 0, 2, 3, 4, 5, 2, 3, 3, 1, 3, 6, 10, 1, 3, 4, 6, 5, 3,  , 6, 4, 3, 2, 1, 2, 5, 4, 7, 3, 3, 6, 5, 5, 3, 2, 5, 1, 2, 3, 4, 2, 2, 7, 2, 3, 4, 1, 3, 5, 4, 5, 6, 3, 9, 2, 5, 5, 3, 3, 3, 3, 1, 263
F major blues (1b), 1, 0, 3, 3, 3, 3, 2, 6, 3, 3, 2, 1, 1, 0, 3, 3, 3, 3, 2, 6, 3, 3, 2, 1, 3, 4, 4, 3, 2,  , 4, 2, 2, 1, 1, 0, 3, 4, 4, 5, 6, 4, 5, 3, 2, 2, 2, 2, 4, 3, 5, 6, 3, 3, 0, 1, 1, 3, 2, 3, 3, 6, 4, 2, 7, 7, 3, 3, 2, 2, 1, 1, 1, 204
G major blues (1#), 2, 2, 4, 4, 4, 5, 2, 5, 3, 4, 2, 1, 2, 2, 4, 4, 4, 5, 2, 5, 3, 4, 2, 1, 4, 6, 5, 5, 4,  , 5, 3, 3, 2, 2, 1, 3, 4, 5, 5, 6, 4, 5, 5, 3, 2, 3, 1, 4, 4, 4, 5, 4, 4, 2, 2, 3, 3, 4, 4, 4, 5, 5, 3, 6, 7, 4, 5, 3, 2, 2, 2, 1, 254
D minor blues (1b), 1, 0, 3, 3, 3, 5, 2, 6, 3, 3, 2, 1, 1, 0, 3, 3, 3, 5, 2, 6, 3, 3, 2, 1, 3, 5, 4, 4, 2,  , 4, 3, 2, 1, 1, 0, 4, 4, 4, 6, 7, 4, 5, 4, 2, 2, 2, 2, 5, 3, 3, 6, 3, 3, 0, 1, 2, 3, 3, 3, 4, 4, 5, 2, 8, 6, 3, 4, 2, 2, 1, 1, 1, 217
E minor blues (1#), 2, 2, 5, 5, 4, 5, 3, 5, 4, 6, 9, 1, 2, 2, 5, 5, 4, 5, 3, 5, 4, 6, 9, 2, 4, 6, 7, 5, 4,  , 6, 4, 4, 2, 2, 1, 4, 5, 6, 5, 7, 6, 7, 7, 4, 2, 4, 1, 4, 4, 4, 5, 4, 7, 2, 2, 3, 3, 4, 6, 4, 6, 7, 3, 9, 4, 6, 7, 4, 2, 2, 2, 1, 311
F dorian (1b), 1, 0, 3, 3, 3, 3, 1, 4, 1, 3, 2, 1, 1, 0, 3, 3, 3, 3, 1, 4, 1, 3, 2, 1, 3, 4, 3, 3, 2,  , 4, 1, 2, 0, 1, 0, 2, 3, 3, 3, 5, 3, 4, 2, 2, 1, 2, 1, 3, 3, 5, 5, 3, 2, 0, 1, 1, 1, 2, 2, 2, 5, 2, 2, 7, 7, 2, 2, 2, 1, 1, 1, 1, 167
G dorian (1#), 2, 2, 4, 4, 3, 3, 2, 2, 2, 3, 2, 1, 2, 2, 4, 4, 3, 3, 2, 2, 2, 3, 2, 1, 4, 5, 5, 4, 4,  , 4, 2, 3, 2, 1, 1, 3, 4, 5, 3, 3, 3, 4, 4, 3, 2, 3, 1, 3, 4, 3, 3, 3, 4, 2, 2, 3, 2, 3, 4, 4, 5, 4, 3, 5, 6, 4, 4, 3, 2, 2, 2, 1, 214
F phrygian (1b), 0, 0, 1, 3, 1, 2, 0, 6, 2, 1, 0, 0, 0, 0, 1, 3, 1, 2, 0, 6, 2, 1, 0, 0, 1, 2, 1, 2, 0,  , 2, 2, 0, 0, 1, 0, 1, 1, 1, 5, 5, 2, 3, 2, 0, 0, 0, 1, 3, 1, 3, 5, 1, 1, 0, 0, 1, 1, 1, 0, 2, 3, 3, 1, 5, 5, 0, 2, 0, 0, 0, 0, 0, 102
G phrygian (1#), 1, 0, 3, 2, 3, 5, 1, 4, 1, 3, 2, 1, 1, 0, 3, 2, 3, 5, 1, 4, 1, 3, 2, 1, 3, 5, 3, 4, 2,  , 4, 1, 2, 0, 1, 0, 2, 3, 3, 3, 5, 3, 4, 2, 2, 1, 2, 1, 4, 3, 3, 5, 3, 2, 0, 1, 2, 1, 3, 2, 3, 3, 2, 2, 5, 7, 2, 2, 2, 1, 1, 1, 1, 169
F lydian (1b), 1, 0, 3, 3, 3, 3, 1, 4, 1, 3, 2, 1, 1, 0, 3, 3, 3, 3, 1, 4, 1, 3, 2, 1, 3, 4, 3, 3, 2,  , 4, 1, 2, 0, 1, 0, 2, 3, 3, 3, 5, 3, 4, 2, 2, 1, 2, 1, 3, 3, 5, 5, 3, 2, 0, 1, 1, 1, 2, 2, 2, 5, 2, 2, 7, 7, 2, 2, 2, 1, 1, 1, 1, 167
G lydian (1#), 2, 2, 4, 4, 3, 3, 2, 2, 2, 3, 2, 1, 2, 2, 4, 4, 3, 3, 2, 2, 2, 3, 2, 1, 4, 5, 5, 4, 4,  , 4, 2, 3, 2, 1, 1, 3, 4, 5, 3, 3, 3, 4, 4, 3, 2, 3, 1, 3, 4, 3, 3, 3, 4, 2, 2, 3, 2, 3, 4, 4, 5, 4, 3, 5, 6, 4, 4, 3, 2, 2, 2, 1, 214
F mixolydian (1b), 0, 0, 1, 3, 1, 2, 0, 6, 2, 1, 0, 0, 0, 0, 1, 3, 1, 2, 0, 6, 2, 1, 0, 0, 1, 2, 1, 2, 0,  , 2, 2, 0, 0, 1, 0, 1, 1, 1, 5, 5, 2, 3, 2, 0, 0, 0, 1, 3, 1, 3, 5, 1, 1, 0, 0, 1, 1, 1, 0, 2, 3, 3, 1, 5, 5, 0, 2, 0, 0, 0, 0, 0, 102
G mixolydian (1#), 1, 0, 3, 2, 3, 5, 1, 4, 1, 3, 2, 1, 1, 0, 3, 2, 3, 5, 1, 4, 1, 3, 2, 1, 3, 5, 3, 4, 2,  , 4, 1, 2, 0, 1, 0, 2, 3, 3, 3, 5, 3, 4, 2, 2, 1, 2, 1, 4, 3, 3, 5, 3, 2, 0, 1, 2, 1, 3, 2, 3, 3, 2, 2, 5, 7, 2, 2, 2, 1, 1, 1, 1, 169
F aeolian (1b), 0, 0, 2, 3, 2, 2, 0, 5, 2, 2, 1, 1, 0, 0, 2, 3, 2, 2, 0, 5, 2, 2, 1, 1, 2, 3, 2, 2, 1,  , 3, 2, 1, 0, 1, 0, 1, 2, 2, 4, 6, 2, 3, 3, 1, 0, 1, 0, 2, 2, 4, 4, 2, 1, 0, 1, 1, 2, 1, 1, 1, 4, 3, 1, 6, 6, 1, 3, 1, 0, 0, 0, 0, 129
G aeolian (1#), 1, 1, 3, 3, 4, 4, 1, 3, 1, 2, 2, 1, 1, 1, 3, 3, 4, 4, 1, 3, 1, 2, 2, 1, 4, 4, 4, 3, 3,  , 3, 2, 2, 1, 2, 1, 3, 3, 4, 2, 4, 4, 3, 3, 2, 2, 3, 1, 4, 4, 4, 4, 4, 3, 1, 2, 2, 1, 2, 3, 4, 4, 3, 3, 6, 6, 3, 3, 2, 2, 2, 1, 1, 189
F locrian (1b), 0, 0, 0, 2, 1, 2, 1, 5, 3, 1, 0, 0, 0, 0, 0, 2, 1, 2, 1, 5, 3, 1, 0, 0, 0, 2, 2, 1, 0,  , 2, 1, 0, 1, 1, 0, 2, 2, 2, 4, 4, 3, 4, 1, 0, 1, 0, 1, 3, 0, 3, 4, 1, 2, 0, 0, 1, 2, 1, 1, 2, 4, 4, 0, 4, 4, 1, 1, 0, 1, 0, 0, 0, 103
G locrian (1#), 0, 0, 2, 2, 2, 4, 0, 5, 2, 2, 1, 1, 0, 0, 2, 2, 2, 4, 0, 5, 2, 2, 1, 1, 2, 4, 2, 3, 1,  , 3, 2, 1, 0, 1, 0, 1, 2, 2, 4, 6, 2, 3, 3, 1, 0, 1, 0, 3, 2, 2, 4, 2, 1, 0, 1, 2, 2, 2, 1, 2, 2, 3, 1, 4, 6, 1, 3, 1, 0, 0, 0, 0, 131
Bb major (2b), 0, 0, 1, 3, 1, 2, 0, 6, 2, 1, 0, 0, 0, 0, 1, 3, 1, 2, 0, 6, 2, 1, 0, 0, 1, 2, 1, 2, 0,  , 2, 2, 0, 0, 1, 0, 1, 1, 1, 6, 5, 2, 3, 2, 0, 0, 0, 1, 3, 1, 3, 5, 1, 2, 0, 0, 1, 4, 1, 0, 2, 3, 3, 1, 5, 5, 0, 2, 0, 0, 0, 0, 0, 107
D major (2#), 2, 2, 4, 5, 3, 3, 2, 2, 2, 3, 2, 1, 2, 2, 4, 5, 3, 3, 2, 2, 2, 3, 2, 1, 4, 5, 5, 4, 4,  , 4, 3, 3, 2, 1, 1, 4, 4, 5, 3, 4, 3, 4, 5, 3, 2, 3, 1, 3, 4, 3, 3, 3, 4, 2, 2, 3, 2, 3, 4, 4, 5, 5, 3, 8, 4, 4, 5, 3, 2, 2, 2, 1, 223
G minor (2b), 0, 1, 1, 3, 2, 3, 0, 5, 2, 0, 0, 0, 0, 1, 1, 3, 2, 3, 0, 5, 2, 0, 0, 0, 2, 2, 2, 2, 1,  , 1, 3, 0, 1, 2, 1, 2, 1, 2, 4, 4, 3, 2, 3, 0, 1, 1, 1, 4, 2, 2, 4, 2, 2, 1, 1, 2, 1, 1, 1, 4, 2, 4, 2, 4, 4, 1, 3, 0, 1, 1, 0, 0, 124
B minor (2#), 1, 2, 4, 4, 2, 2, 2, 2, 4, 4, 8, 1, 1, 2, 4, 4, 2, 2, 2, 2, 4, 4, 8, 2, 3, 4, 6, 3, 3,  , 4, 3, 3, 3, 1, 1, 5, 6, 5, 4, 4, 4, 6, 6, 3, 3, 3, 0, 2, 3, 2, 1, 2, 7, 2, 2, 3, 3, 2, 5, 3, 7, 5, 2, 6, 4, 7, 6, 3, 3, 1, 1, 0, 238
G minor mel (2b), 0, 1, 2, 3, 3, 3, 0, 4, 2, 1, 1, 1, 0, 1, 2, 3, 3, 3, 0, 4, 2, 1, 1, 1, 3, 3, 3, 2, 2,  , 2, 3, 1, 1, 2, 1, 2, 2, 3, 3, 5, 3, 2, 4, 1, 1, 2, 0, 3, 3, 3, 3, 3, 2, 1, 2, 2, 2, 1, 2, 3, 3, 4, 2, 5, 5, 2, 4, 1, 1, 1, 0, 0, 151
B minor mel (2#), 2, 2, 5, 5, 3, 2, 2, 1, 5, 4, 8, 1, 2, 2, 5, 5, 3, 2, 2, 1, 5, 4, 8, 2, 2, 5, 5, 2, 4,  , 5, 4, 4, 3, 1, 1, 4, 7, 6, 3, 3, 5, 7, 5, 4, 4, 3, 0, 2, 2, 3, 0, 3, 7, 2, 2, 3, 4, 2, 6, 3, 7, 4, 3, 7, 3, 8, 5, 4, 4, 2, 2, 0, 256
Bb major blues (2b), 0, 1, 3, 3, 2, 2, 1, 6, 3, 3, 2, 1, 0, 1, 3, 3, 2, 2, 1, 6, 3, 3, 2, 2, 2, 3, 4, 3, 1,  , 4, 3, 2, 1, 1, 1, 3, 3, 4, 6, 6, 3, 4, 4, 2, 1, 2, 1, 3, 2, 4, 5, 2, 4, 0, 2, 2, 6, 1, 3, 2, 5, 4, 1, 6, 6, 3, 4, 2, 2, 1, 1, 0, 190
D major blues (2#), 3, 2, 5, 6, 5, 5, 2, 4, 3, 4, 2, 1, 3, 2, 5, 6, 5, 5, 2, 4, 3, 4, 2, 1, 4, 7, 5, 5, 5,  , 6, 4, 4, 2, 2, 1, 4, 5, 6, 4, 6, 5, 6, 5, 4, 3, 3, 1, 4, 4, 5, 5, 5, 4, 2, 2, 3, 3, 4, 5, 4, 5, 5, 4, 10, 5, 5, 5, 4, 3, 3, 3, 1, 284
G minor blues (2b), 0, 1, 3, 2, 2, 4, 1, 6, 3, 3, 2, 1, 0, 1, 3, 2, 2, 4, 1, 6, 3, 3, 2, 2, 2, 4, 4, 4, 1,  , 4, 3, 2, 1, 1, 1, 3, 3, 4, 5, 6, 4, 4, 4, 2, 1, 2, 1, 4, 2, 3, 5, 2, 3, 0, 2, 3, 3, 2, 3, 3, 4, 4, 1, 5, 6, 3, 4, 2, 2, 1, 1, 0, 191
B minor blues (2#), 3, 2, 6, 6, 5, 5, 3, 4, 4, 6, 9, 1, 3, 2, 6, 6, 5, 5, 3, 4, 4, 6, 9, 2, 4, 7, 7, 5, 5,  , 7, 4, 5, 2, 2, 1, 4, 6, 7, 4, 6, 7, 7, 6, 5, 3, 4, 1, 4, 4, 5, 4, 5, 6, 2, 2, 3, 3, 4, 7, 5, 6, 6, 4, 10, 4, 7, 6, 5, 3, 3, 3, 1, 330
Bb dorian (2b), 0, 0, 2, 3, 2, 2, 0, 5, 2, 2, 1, 1, 0, 0, 2, 3, 2, 2, 0, 5, 2, 2, 1, 1, 2, 3, 2, 2, 1,  , 3, 2, 1, 0, 1, 0, 1, 2, 2, 5, 6, 2, 3, 3, 1, 0, 1, 0, 2, 2, 4, 4, 2, 2, 0, 1, 1, 5, 1, 1, 1, 4, 3, 1, 6, 6, 1, 3, 1, 0, 0, 0, 0, 134
D dorian (2#), 3, 2, 5, 6, 4, 3, 2, 1, 3, 3, 2, 1, 3, 2, 5, 6, 4, 3, 2, 1, 3, 3, 2, 1, 3, 6, 4, 3, 5,  , 5, 4, 4, 2, 1, 1, 3, 5, 6, 2, 3, 4, 5, 4, 4, 3, 3, 1, 3, 3, 4, 2, 4, 4, 2, 2, 3, 3, 3, 5, 4, 5, 4, 4, 9, 3, 5, 4, 4, 3, 3, 3, 1, 241
Bb phrygian (2b), 2, 0, 5, 4, 4, 5, 1, 3, 2, 5, 9, 1, 2, 0, 5, 4, 4, 5, 1, 3, 2, 5, 9, 2, 2, 6, 3, 3, 3,  , 6, 3, 4, 0, 1, 0, 2, 4, 3, 2, 5, 4, 5, 3, 4, 2, 3, 1, 4, 2, 4, 4, 4, 2, 0, 1, 2, 2, 3, 4, 3, 4, 2, 3, 9, 3, 4, 3, 4, 2, 2, 2, 1, 226
D phrygian (2#), 2, 1, 5, 5, 5, 4, 1, 2, 2, 4, 9, 1, 2, 1, 5, 5, 5, 4, 1, 2, 2, 4, 9, 2, 3, 5, 4, 2, 4,  , 5, 4, 4, 1, 2, 1, 3, 4, 4, 1, 4, 5, 4, 4, 4, 3, 4, 1, 4, 3, 5, 3, 5, 3, 1, 2, 2, 2, 2, 5, 4, 5, 3, 4, 10, 2, 5, 4, 4, 3, 3, 2, 1, 246
Bb lydian (2b), 1, 1, 3, 3, 4, 4, 1, 6, 2, 3, 2, 1, 1, 1, 3, 3, 4, 4, 1, 6, 2, 3, 2, 1, 4, 4, 4, 4, 3,  , 4, 3, 2, 1, 2, 1, 3, 3, 4, 5, 6, 4, 4, 4, 2, 2, 3, 2, 4, 4, 6, 6, 4, 3, 1, 2, 1, 2, 3, 3, 5, 6, 4, 3, 7, 7, 3, 4, 2, 2, 2, 1, 1, 222
D lydian (2#), 1, 1, 4, 4, 4, 5, 1, 6, 2, 5, 9, 1, 1, 1, 4, 4, 4, 5, 1, 6, 2, 5, 9, 2, 4, 5, 5, 4, 3,  , 5, 4, 3, 1, 2, 1, 4, 3, 4, 5, 7, 4, 4, 6, 3, 2, 4, 2, 5, 4, 4, 6, 4, 3, 1, 2, 2, 2, 3, 4, 5, 5, 5, 3, 9, 5, 4, 6, 3, 2, 2, 1, 1, 263
Bb mixolydian (2b), 1, 1, 3, 3, 4, 3, 1, 3, 1, 2, 2, 1, 1, 1, 3, 3, 4, 3, 1, 3, 1, 2, 2, 1, 4, 3, 4, 3, 3,  , 3, 2, 2, 1, 2, 1, 3, 3, 4, 2, 4, 4, 3, 3, 2, 2, 3, 1, 3, 4, 6, 4, 4, 3, 1, 2, 1, 1, 2, 3, 4, 6, 3, 3, 7, 6, 3, 3, 2, 2, 2, 1, 1, 189
D mixolydian (2#), 0, 0, 2, 2, 2, 3, 0, 5, 2, 2, 1, 1, 0, 0, 2, 2, 2, 3, 0, 5, 2, 2, 1, 1, 2, 3, 2, 3, 1,  , 3, 2, 1, 0, 1, 0, 1, 2, 2, 4, 6, 2, 3, 3, 1, 0, 1, 0, 2, 2, 4, 4, 2, 1, 0, 1, 1, 2, 2, 1, 2, 4, 3, 1, 5, 6, 1, 3, 1, 0, 0, 0, 0, 131
Bb aeolian (2b), 1, 1, 3, 3, 4, 3, 1, 3, 1, 2, 2, 1, 1, 1, 3, 3, 4, 3, 1, 3, 1, 2, 2, 1, 4, 3, 4, 3, 3,  , 3, 2, 2, 1, 2, 1, 3, 3, 4, 2, 4, 4, 3, 3, 2, 2, 3, 1, 3, 4, 6, 4, 4, 3, 1, 2, 1, 1, 2, 3, 4, 6, 3, 3, 7, 6, 3, 3, 2, 2, 2, 1, 1, 189
D aeolian (2#), 0, 0, 2, 2, 2, 3, 0, 5, 2, 2, 1, 1, 0, 0, 2, 2, 2, 3, 0, 5, 2, 2, 1, 1, 2, 3, 2, 3, 1,  , 3, 2, 1, 0, 1, 0, 1, 2, 2, 4, 6, 2, 3, 3, 1, 0, 1, 0, 2, 2, 4, 4, 2, 1, 0, 1, 1, 2, 2, 1, 2, 4, 3, 1, 5, 6, 1, 3, 1, 0, 0, 0, 0, 131
Bb locrian (2b), 1, 0, 3, 2, 3, 4, 1, 4, 1, 3, 2, 1, 1, 0, 3, 2, 3, 4, 1, 4, 1, 3, 2, 1, 3, 4, 3, 4, 2,  , 4, 1, 2, 0, 1, 0, 2, 3, 3, 3, 5, 3, 4, 2, 2, 1, 2, 1, 3, 3, 5, 5, 3, 2, 0, 1, 1, 1, 3, 2, 3, 5, 2, 2, 6, 7, 2, 2, 2, 1, 1, 1, 1, 169
D locrian (2#), 0, 0, 1, 2, 1, 3, 0, 6, 2, 1, 0, 0, 0, 0, 1, 2, 1, 3, 0, 6, 2, 1, 0, 0, 1, 2, 1, 3, 0,  , 2, 2, 0, 0, 1, 0, 1, 1, 1, 5, 5, 2, 3, 2, 0, 0, 0, 1, 3, 1, 3, 5, 1, 1, 0, 0, 1, 1, 2, 0, 3, 3, 3, 1, 4, 5, 0, 2, 0, 0, 0, 0, 0, 104
Eb major (3b), 0, 0, 2, 3, 2, 2, 0, 5, 2, 2, 1, 1, 0, 0, 2, 3, 2, 2, 0, 5, 2, 2, 1, 1, 2, 3, 2, 2, 1,  , 3, 2, 1, 0, 1, 0, 1, 2, 2, 4, 6, 2, 3, 3, 1, 0, 1, 0, 2, 2, 4, 4, 2, 1, 0, 1, 1, 2, 1, 1, 1, 4, 3, 1, 6, 6, 1, 3, 1, 0, 0, 0, 0, 129
A major (3#), 1, 1, 3, 3, 4, 4, 1, 3, 1, 2, 2, 1, 1, 1, 3, 3, 4, 4, 1, 3, 1, 2, 2, 1, 4, 4, 4, 3, 3,  , 3, 2, 2, 1, 2, 1, 3, 3, 4, 2, 4, 4, 3, 3, 2, 2, 3, 1, 4, 4, 4, 4, 4, 3, 1, 2, 2, 1, 2, 3, 4, 4, 3, 3, 6, 6, 3, 3, 2, 2, 2, 1, 1, 189
C minor (3b), 1, 1, 3, 4, 1, 3, 1, 4, 3, 3, 1, 1, 1, 1, 3, 4, 1, 3, 1, 4, 3, 3, 1, 1, 2, 5, 3, 4, 2,  , 4, 3, 2, 1, 0, 0, 2, 3, 3, 5, 6, 1, 4, 5, 2, 0, 1, 0, 2, 2, 1, 3, 1, 2, 1, 1, 3, 3, 3, 2, 2, 3, 5, 1, 6, 4, 2, 5, 2, 0, 0, 1, 0, 165
F# minor (3#), 1, 2, 3, 4, 3, 4, 2, 2, 2, 5, 10, 0, 1, 2, 3, 4, 3, 4, 2, 2, 2, 5, 10, 1, 3, 3, 5, 4, 2,  , 5, 4, 2, 1, 2, 2, 5, 3, 6, 2, 4, 7, 4, 4, 2, 2, 5, 1, 3, 3, 5, 3, 3, 6, 1, 3, 3, 0, 2, 4, 4, 4, 5, 3, 10, 2, 4, 4, 2, 3, 3, 2, 1, 238
