 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, rowcost
C major (0), 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2, 1, 2, 0, 3, 0, 0, 0, 0, 0, 18
A minor (0), 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 12
F major (1b), 2, 0, 2, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 3, 1, 2, 0, 2, 0, 1, 0, 0, 0, 22
G major (1#), 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2, 1, 3, 0, 3, 0, 0, 0, 0, 0, 21
D minor (1b), 2, 0, 2, 0, 2, 2, 0, 0, 2, 1, 2, 1, 2, 2, 0, 0, 1, 1, 2, 1, 1, 1, 3, 2, 2, 0, 1, 0, 2, 1, 1, 1, 38
E minor (1#), 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 1, 2, 1, 0, 3, 0, 1, 1, 0, 0, 23
Bb major (2b), 1, 1, 1, 1, 2, 2, 0, 0, 2, 0, 2, 0, 1, 2, 1, 1, 2, 0, 2, 0, 2, 0, 3, 1, 1, 1, 2, 0, 2, 0, 0, 0, 33
D major (2#), 3, 0, 3, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 2, 1, 3, 1, 2, 1, 2, 2, 3, 0, 2, 0, 1, 1, 1, 1, 37
G minor (2b), 2, 1, 2, 1, 1, 2, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 2, 0, 1, 0, 2, 0, 3, 1, 2, 1, 2, 0, 1, 0, 0, 0, 30
B minor (2#), 3, 0, 3, 0, 1, 1, 0, 0, 1, 1, 1, 1, 2, 1, 0, 0, 0, 1, 1, 1, 0, 1, 3, 2, 3, 0, 2, 1, 1, 1, 1, 1, 34
Eb major (3b), 1, 1, 1, 1, 2, 2, 0, 0, 2, 0, 2, 0, 2, 2, 1, 1, 2, 0, 2, 0, 2, 0, 2, 0, 1, 1, 1, 1, 2, 0, 0, 0, 32
A major (3#), 2, 0, 2, 0, 1, 2, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 2, 1, 3, 1, 2, 1, 1, 1, 2, 0, 1, 0, 1, 1, 1, 1, 32
C minor (3b), 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 3, 0, 2, 0, 3, 0, 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 22
F# minor (3#), 2, 1, 2, 1, 1, 4, 0, 0, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 1, 1, 1, 1, 41
Ab major (4b), 1, 1, 1, 1, 3, 3, 1, 1, 3, 0, 3, 0, 3, 2, 1, 1, 3, 0, 3, 0, 3, 0, 3, 0, 1, 1, 2, 2, 3, 1, 0, 0, 47
E major (4#), 1, 0, 1, 0, 2, 3, 1, 1, 2, 1, 2, 1, 1, 1, 0, 0, 2, 1, 3, 1, 2, 1, 1, 1, 1, 0, 2, 0, 2, 2, 1, 1, 38
F minor (4b), 2, 0, 2, 0, 2, 2, 1, 1, 2, 0, 2, 0, 2, 1, 0, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 1, 1, 2, 1, 0, 0, 32
C# minor (4#), 2, 0, 2, 0, 3, 4, 1, 1, 3, 0, 3, 0, 1, 2, 0, 0, 3, 0, 4, 0, 3, 0, 1, 2, 2, 0, 2, 0, 3, 1, 0, 0, 43
Db major (5b), 1, 1, 1, 1, 4, 5, 2, 2, 4, 0, 4, 0, 3, 2, 1, 1, 4, 0, 4, 0, 4, 0, 3, 1, 1, 1, 2, 2, 4, 2, 0, 0, 60
B major (5#), 2, 0, 2, 0, 2, 3, 1, 1, 2, 1, 2, 1, 2, 1, 0, 0, 1, 1, 2, 1, 1, 1, 2, 1, 2, 0, 1, 1, 2, 2, 1, 1, 40
Bb minor (5b), 1, 1, 1, 1, 3, 4, 1, 1, 3, 0, 3, 0, 1, 2, 1, 1, 3, 0, 3, 0, 3, 0, 3, 2, 1, 1, 2, 0, 3, 1, 0, 0, 46
G# minor (5#), 2, 0, 2, 0, 3, 4, 2, 2, 3, 1, 3, 1, 3, 1, 0, 0, 2, 1, 3, 1, 2, 1, 3, 0, 2, 0, 1, 1, 3, 3, 1, 1, 52
Gb major (6b), 1, 1, 1, 1, 3, 7, 2, 2, 3, 1, 3, 1, 4, 1, 1, 1, 3, 1, 3, 1, 3, 1, 4, 2, 1, 1, 2, 2, 3, 3, 1, 1, 65
F# major (6#), 1, 1, 1, 1, 2, 5, 1, 1, 2, 1, 2, 1, 3, 1, 1, 1, 2, 1, 2, 1, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 1, 1, 48
Eb minor (6b), 1, 1, 1, 1, 1, 4, 0, 0, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 37
D# minor (6#), 1, 1, 1, 1, 1, 5, 0, 0, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 1, 1, 2, 2, 1, 1, 1, 1, 43
Cb major (7b), 2, 0, 2, 0, 4, 6, 2, 2, 4, 2, 4, 2, 4, 2, 0, 0, 2, 2, 4, 2, 2, 2, 4, 2, 2, 0, 2, 2, 4, 4, 2, 2, 74
C# major (7#), 1, 1, 1, 1, 3, 5, 1, 1, 3, 0, 3, 0, 2, 2, 1, 1, 3, 0, 3, 0, 3, 0, 2, 2, 1, 1, 1, 1, 3, 1, 0, 0, 47
Ab minor (7b), 2, 0, 2, 0, 2, 3, 1, 1, 2, 1, 2, 1, 4, 1, 0, 0, 1, 1, 2, 1, 1, 1, 4, 0, 2, 0, 2, 2, 2, 2, 1, 1, 45
A# minor (7#), 2, 2, 2, 2, 4, 7, 2, 2, 4, 0, 4, 0, 1, 2, 2, 2, 5, 0, 4, 0, 5, 0, 4, 3, 2, 2, 3, 0, 4, 2, 0, 0, 72
