 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 1, 1, 3, 2, 2, 3, 2, 0, 1, 1, 2, 1, 4, 0, 2, 0, 0, 1, 1, 1, 3, 2, 2, 3, 2, 1, 41
A minor (0), 2, 1, 5, 4, 1, 5, 1, 1, 2, 1, 3, 1, 2, 0, 3, 0, 0, 1, 2, 1, 5, 4, 1, 5, 1, 1, 53
A minor mel (0), 2, 1, 5, 4, 1, 6, 2, 1, 2, 1, 4, 1, 2, 0, 4, 0, 1, 1, 2, 1, 5, 4, 1, 6, 2, 1, 60
C major blues (0), 1, 1, 3, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 3, 2, 2, 4, 3, 1, 48
A minor blues (0), 1, 1, 4, 3, 2, 5, 3, 0, 1, 1, 3, 1, 3, 0, 3, 0, 1, 1, 1, 1, 4, 3, 2, 5, 3, 1, 53
C dorian (0), 1, 1, 3, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 3, 2, 2, 4, 3, 1, 48
C phrygian (0), 0, 0, 2, 2, 1, 2, 2, 0, 0, 1, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 27
C lydian (0), 1, 1, 3, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 3, 2, 2, 4, 3, 1, 48
C mixolydian (0), 0, 0, 2, 2, 1, 2, 2, 0, 0, 1, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 27
C aeolian (0), 1, 1, 3, 2, 2, 3, 2, 0, 1, 1, 2, 1, 4, 0, 2, 0, 0, 1, 1, 1, 3, 2, 2, 3, 2, 1, 41
C locrian (0), 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 14
F major (1b), 0, 0, 2, 2, 1, 2, 2, 0, 0, 1, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 27
G major (1#), 1, 1, 4, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 4, 2, 2, 4, 3, 1, 50
D minor (1b), 0, 1, 2, 4, 1, 3, 3, 0, 0, 1, 2, 0, 3, 1, 2, 1, 1, 0, 0, 1, 2, 4, 1, 3, 3, 1, 40
E minor (1#), 1, 2, 3, 2, 2, 4, 4, 0, 1, 0, 2, 1, 1, 0, 2, 1, 2, 1, 1, 2, 3, 2, 2, 4, 4, 0, 47
D minor mel (1b), 1, 2, 3, 4, 2, 4, 3, 0, 1, 1, 3, 0, 3, 1, 3, 1, 1, 1, 1, 2, 3, 4, 2, 4, 3, 1, 54
E minor mel (1#), 1, 3, 2, 3, 2, 4, 5, 0, 1, 0, 3, 0, 0, 1, 3, 2, 3, 1, 1, 3, 2, 3, 2, 4, 5, 0, 54
F major blues (1b), 1, 1, 3, 2, 2, 3, 2, 0, 1, 1, 2, 1, 4, 0, 2, 0, 0, 1, 1, 1, 3, 2, 2, 3, 2, 1, 41
G major blues (1#), 1, 2, 4, 3, 2, 4, 4, 0, 1, 1, 4, 1, 4, 1, 4, 1, 2, 1, 1, 2, 4, 3, 2, 4, 4, 1, 61
D minor blues (1b), 1, 1, 4, 3, 2, 4, 2, 0, 1, 1, 2, 1, 4, 0, 2, 0, 0, 1, 1, 1, 4, 3, 2, 4, 2, 1, 47
E minor blues (1#), 1, 2, 4, 4, 2, 5, 4, 0, 1, 1, 4, 1, 2, 1, 4, 1, 2, 1, 1, 2, 4, 4, 2, 5, 4, 1, 63
F dorian (1b), 1, 1, 3, 2, 2, 3, 2, 0, 1, 1, 2, 1, 4, 0, 2, 0, 0, 1, 1, 1, 3, 2, 2, 3, 2, 1, 41
G dorian (1#), 1, 2, 3, 3, 2, 4, 4, 0, 1, 1, 4, 0, 3, 1, 4, 1, 2, 1, 1, 2, 3, 3, 2, 4, 4, 1, 57
F phrygian (1b), 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 14
G phrygian (1#), 1, 1, 4, 2, 2, 3, 2, 0, 1, 1, 2, 1, 4, 0, 2, 0, 0, 1, 1, 1, 4, 2, 2, 3, 2, 1, 43
F lydian (1b), 1, 1, 3, 2, 2, 3, 2, 0, 1, 1, 2, 1, 4, 0, 2, 0, 0, 1, 1, 1, 3, 2, 2, 3, 2, 1, 41
G lydian (1#), 1, 2, 3, 3, 2, 4, 4, 0, 1, 1, 4, 0, 3, 1, 4, 1, 2, 1, 1, 2, 3, 3, 2, 4, 4, 1, 57
F mixolydian (1b), 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 14
G mixolydian (1#), 1, 1, 4, 2, 2, 3, 2, 0, 1, 1, 2, 1, 4, 0, 2, 0, 0, 1, 1, 1, 4, 2, 2, 3, 2, 1, 43
F aeolian (1b), 0, 0, 2, 2, 1, 2, 2, 0, 0, 1, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 27
G aeolian (1#), 1, 1, 4, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 4, 2, 2, 4, 3, 1, 50
F locrian (1b), 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6
G locrian (1#), 0, 0, 3, 2, 1, 2, 2, 0, 0, 1, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 3, 2, 1, 2, 2, 1, 29
Bb major (2b), 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 14
D major (2#), 1, 2, 3, 4, 2, 5, 4, 0, 1, 1, 4, 0, 3, 1, 4, 1, 2, 1, 1, 2, 3, 4, 2, 5, 4, 1, 61
G minor (2b), 0, 0, 2, 1, 1, 2, 2, 0, 0, 0, 1, 1, 3, 0, 1, 0, 1, 0, 0, 0, 2, 1, 1, 2, 2, 0, 23
B minor (2#), 0, 1, 2, 4, 1, 4, 4, 0, 0, 1, 3, 0, 1, 1, 3, 1, 2, 0, 0, 1, 2, 4, 1, 4, 4, 1, 45
G minor mel (2b), 0, 0, 3, 2, 1, 3, 3, 0, 0, 1, 2, 1, 4, 0, 2, 0, 1, 0, 0, 0, 3, 2, 1, 3, 3, 1, 36
B minor mel (2#), 1, 1, 3, 5, 0, 5, 3, 1, 1, 1, 4, 0, 1, 1, 4, 1, 2, 0, 1, 1, 3, 5, 0, 5, 3, 1, 53
Bb major blues (2b), 0, 1, 2, 2, 1, 2, 3, 0, 0, 1, 1, 1, 4, 0, 1, 1, 1, 0, 0, 1, 2, 2, 1, 2, 3, 1, 33
D major blues (2#), 2, 2, 5, 5, 2, 6, 4, 1, 2, 1, 5, 1, 4, 1, 5, 1, 2, 1, 2, 2, 5, 5, 2, 6, 4, 1, 77
G minor blues (2b), 0, 1, 3, 2, 1, 2, 3, 0, 0, 1, 1, 1, 4, 0, 1, 1, 1, 0, 0, 1, 3, 2, 1, 2, 3, 1, 35
B minor blues (2#), 2, 2, 5, 5, 2, 6, 4, 1, 2, 1, 5, 1, 2, 1, 5, 1, 2, 1, 2, 2, 5, 5, 2, 6, 4, 1, 75
Bb dorian (2b), 0, 0, 2, 2, 1, 2, 2, 0, 0, 1, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 27
D dorian (2#), 2, 2, 4, 5, 1, 6, 3, 1, 2, 1, 5, 0, 3, 1, 5, 1, 2, 1, 2, 2, 4, 5, 1, 6, 3, 1, 69
Bb phrygian (2b), 2, 1, 5, 4, 1, 5, 1, 1, 2, 1, 3, 1, 2, 0, 3, 0, 0, 1, 2, 1, 5, 4, 1, 5, 1, 1, 53
D phrygian (2#), 2, 1, 5, 4, 1, 6, 2, 1, 2, 1, 4, 1, 2, 0, 4, 0, 1, 1, 2, 1, 5, 4, 1, 6, 2, 1, 60
Bb lydian (2b), 1, 1, 3, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 3, 2, 2, 4, 3, 1, 48
D lydian (2#), 1, 1, 4, 3, 2, 5, 3, 0, 1, 1, 3, 1, 3, 0, 3, 0, 1, 1, 1, 1, 4, 3, 2, 5, 3, 1, 53
Bb mixolydian (2b), 1, 1, 3, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 3, 2, 2, 4, 3, 1, 48
D mixolydian (2#), 0, 0, 2, 2, 1, 2, 2, 0, 0, 1, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 27
Bb aeolian (2b), 1, 1, 3, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 3, 2, 2, 4, 3, 1, 48
D aeolian (2#), 0, 0, 2, 2, 1, 2, 2, 0, 0, 1, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 27
Bb locrian (2b), 1, 1, 3, 2, 2, 3, 2, 0, 1, 1, 2, 1, 4, 0, 2, 0, 0, 1, 1, 1, 3, 2, 2, 3, 2, 1, 41
D locrian (2#), 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 14
Eb major (3b), 0, 0, 2, 2, 1, 2, 2, 0, 0, 1, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 27
A major (3#), 1, 1, 4, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 4, 2, 2, 4, 3, 1, 50
C minor (3b), 0, 1, 2, 4, 1, 3, 3, 0, 0, 1, 2, 0, 3, 1, 2, 1, 1, 0, 0, 1, 2, 4, 1, 3, 3, 1, 40
F# minor (3#), 1, 2, 3, 2, 2, 4, 4, 0, 1, 0, 2, 1, 1, 0, 2, 1, 2, 1, 1, 2, 3, 2, 2, 4, 4, 0, 47
C minor mel (3b), 1, 1, 2, 1, 2, 2, 1, 0, 1, 0, 1, 1, 3, 0, 1, 0, 0, 1, 1, 1, 2, 1, 2, 2, 1, 0, 28
F# minor mel (3#), 2, 3, 3, 4, 1, 4, 3, 1, 2, 0, 3, 0, 1, 1, 3, 2, 2, 1, 2, 3, 3, 4, 1, 4, 3, 0, 56
Eb major blues (3b), 1, 1, 3, 2, 2, 3, 2, 0, 1, 1, 2, 1, 4, 0, 2, 0, 0, 1, 1, 1, 3, 2, 2, 3, 2, 1, 41
A major blues (3#), 2, 1, 5, 4, 1, 5, 1, 1, 2, 1, 3, 1, 2, 0, 3, 0, 0, 1, 2, 1, 5, 4, 1, 5, 1, 1, 53
C minor blues (3b), 2, 1, 5, 4, 1, 6, 2, 1, 2, 1, 4, 1, 2, 0, 4, 0, 1, 1, 2, 1, 5, 4, 1, 6, 2, 1, 60
F# minor blues (3#), 1, 1, 3, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 3, 2, 2, 4, 3, 1, 48
Eb dorian (3b), 1, 1, 4, 3, 2, 5, 3, 0, 1, 1, 3, 1, 3, 0, 3, 0, 1, 1, 1, 1, 4, 3, 2, 5, 3, 1, 53
A dorian (3#), 1, 1, 3, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 3, 2, 2, 4, 3, 1, 48
Eb phrygian (3b), 0, 0, 2, 2, 1, 2, 2, 0, 0, 1, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 27
A phrygian (3#), 1, 1, 3, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 3, 2, 2, 4, 3, 1, 48
Eb lydian (3b), 0, 0, 2, 2, 1, 2, 2, 0, 0, 1, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 27
A lydian (3#), 1, 1, 3, 2, 2, 3, 2, 0, 1, 1, 2, 1, 4, 0, 2, 0, 0, 1, 1, 1, 3, 2, 2, 3, 2, 1, 41
Eb mixolydian (3b), 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 14
A mixolydian (3#), 0, 0, 2, 2, 1, 2, 2, 0, 0, 1, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 27
Eb aeolian (3b), 1, 1, 4, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 4, 2, 2, 4, 3, 1, 50
A aeolian (3#), 0, 1, 2, 4, 1, 3, 3, 0, 0, 1, 2, 0, 3, 1, 2, 1, 1, 0, 0, 1, 2, 4, 1, 3, 3, 1, 40
Eb locrian (3b), 2, 1, 5, 4, 1, 5, 1, 1, 2, 1, 3, 1, 2, 0, 3, 0, 0, 1, 2, 1, 5, 4, 1, 5, 1, 1, 53
A locrian (3#), 2, 1, 5, 4, 1, 6, 2, 1, 2, 1, 4, 1, 2, 0, 4, 0, 1, 1, 2, 1, 5, 4, 1, 6, 2, 1, 60
Ab major (4b), 1, 1, 3, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 3, 2, 2, 4, 3, 1, 48
E major (4#), 1, 1, 4, 3, 2, 5, 3, 0, 1, 1, 3, 1, 3, 0, 3, 0, 1, 1, 1, 1, 4, 3, 2, 5, 3, 1, 53
F minor (4b), 1, 1, 3, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 3, 2, 2, 4, 3, 1, 48
C# minor (4#), 0, 0, 2, 2, 1, 2, 2, 0, 0, 1, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 27
F minor mel (4b), 1, 1, 3, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 3, 2, 2, 4, 3, 1, 48
C# minor mel (4#), 0, 0, 2, 2, 1, 2, 2, 0, 0, 1, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 27
Ab major blues (4b), 1, 1, 3, 2, 2, 3, 2, 0, 1, 1, 2, 1, 4, 0, 2, 0, 0, 1, 1, 1, 3, 2, 2, 3, 2, 1, 41
E major blues (4#), 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 14
F minor blues (4b), 0, 0, 2, 2, 1, 2, 2, 0, 0, 1, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 27
C# minor blues (4#), 1, 1, 4, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 4, 2, 2, 4, 3, 1, 50
Ab dorian (4b), 0, 1, 2, 4, 1, 3, 3, 0, 0, 1, 2, 0, 3, 1, 2, 1, 1, 0, 0, 1, 2, 4, 1, 3, 3, 1, 40
E dorian (4#), 1, 2, 3, 2, 2, 4, 4, 0, 1, 0, 2, 1, 1, 0, 2, 1, 2, 1, 1, 2, 3, 2, 2, 4, 4, 0, 47
Ab phrygian (4b), 1, 1, 2, 1, 2, 2, 1, 0, 1, 0, 1, 1, 3, 0, 1, 0, 0, 1, 1, 1, 2, 1, 2, 2, 1, 0, 28
E phrygian (4#), 2, 3, 3, 4, 1, 4, 3, 1, 2, 0, 3, 0, 1, 1, 3, 2, 2, 1, 2, 3, 3, 4, 1, 4, 3, 0, 56
Ab lydian (4b), 1, 1, 3, 2, 2, 3, 2, 0, 1, 1, 2, 1, 4, 0, 2, 0, 0, 1, 1, 1, 3, 2, 2, 3, 2, 1, 41
E lydian (4#), 2, 1, 5, 4, 1, 5, 1, 1, 2, 1, 3, 1, 2, 0, 3, 0, 0, 1, 2, 1, 5, 4, 1, 5, 1, 1, 53
Ab mixolydian (4b), 2, 1, 5, 4, 1, 6, 2, 1, 2, 1, 4, 1, 2, 0, 4, 0, 1, 1, 2, 1, 5, 4, 1, 6, 2, 1, 60
E mixolydian (4#), 1, 1, 3, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 3, 2, 2, 4, 3, 1, 48
Ab aeolian (4b), 1, 1, 4, 3, 2, 5, 3, 0, 1, 1, 3, 1, 3, 0, 3, 0, 1, 1, 1, 1, 4, 3, 2, 5, 3, 1, 53
E aeolian (4#), 1, 1, 3, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 3, 2, 2, 4, 3, 1, 48
Ab locrian (4b), 0, 0, 2, 2, 1, 2, 2, 0, 0, 1, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 27
E locrian (4#), 1, 1, 3, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 3, 2, 2, 4, 3, 1, 48
Db major (5b), 0, 0, 2, 2, 1, 2, 2, 0, 0, 1, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 27
B major (5#), 1, 1, 3, 2, 2, 3, 2, 0, 1, 1, 2, 1, 4, 0, 2, 0, 0, 1, 1, 1, 3, 2, 2, 3, 2, 1, 41
Bb minor (5b), 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 14
G# minor (5#), 0, 0, 2, 2, 1, 2, 2, 0, 0, 1, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 2, 2, 1, 27
Bb minor mel (5b), 1, 1, 4, 2, 2, 4, 3, 0, 1, 1, 3, 1, 4, 0, 3, 0, 1, 1, 1, 1, 4, 2, 2, 4, 3, 1, 50
G# minor mel (5#), 0, 1, 2, 4, 1, 3, 3, 0, 0, 1, 2, 0, 3, 1, 2, 1, 1, 0, 0, 1, 2, 4, 1, 3, 3, 1, 40
Db major blues (5b), 1, 1, 3, 2, 2, 3, 2, 0, 1, 1, 2, 1, 4, 0, 2, 0, 0, 1, 1, 1, 3, 2, 2, 3, 2, 1, 41
