 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 6, 1, 2, 1, 1, 3, 2, 2, 1, 2, 3, 1, 2, 0, 0, 2, 1, 1, 6, 1, 2, 1, 1, 3, 1, 1, 47
A minor (0), 4, 1, 3, 2, 2, 4, 1, 3, 4, 3, 4, 1, 1, 0, 1, 3, 3, 1, 4, 1, 3, 2, 2, 4, 4, 1, 62
F major (1b), 5, 1, 1, 0, 0, 2, 3, 1, 1, 1, 6, 1, 3, 0, 0, 1, 2, 0, 5, 1, 1, 0, 0, 2, 1, 0, 38
G major (1#), 4, 2, 2, 1, 1, 2, 3, 3, 2, 1, 2, 0, 2, 0, 0, 2, 1, 2, 4, 2, 2, 1, 1, 2, 2, 1, 45
D minor (1b), 3, 1, 2, 1, 0, 3, 3, 1, 1, 2, 3, 1, 1, 0, 0, 2, 3, 1, 3, 1, 2, 1, 0, 3, 1, 1, 40
E minor (1#), 6, 1, 4, 3, 2, 2, 3, 4, 3, 1, 2, 1, 3, 0, 1, 1, 1, 3, 6, 1, 4, 3, 2, 2, 3, 3, 65
Bb major (2b), 4, 0, 0, 0, 1, 3, 3, 0, 0, 1, 6, 2, 4, 0, 1, 0, 2, 0, 4, 0, 0, 0, 1, 3, 0, 0, 35
D major (2#), 5, 2, 3, 2, 1, 3, 3, 3, 2, 2, 2, 0, 1, 0, 0, 3, 2, 3, 5, 2, 3, 2, 1, 3, 2, 2, 57
G minor (2b), 2, 1, 0, 0, 1, 2, 4, 1, 1, 0, 2, 1, 4, 0, 1, 0, 1, 1, 2, 1, 0, 0, 1, 2, 1, 0, 29
B minor (2#), 5, 2, 5, 3, 0, 3, 2, 2, 4, 1, 3, 0, 3, 1, 1, 2, 3, 3, 5, 2, 5, 3, 0, 3, 4, 3, 68
Eb major (3b), 4, 0, 1, 1, 1, 2, 2, 0, 0, 1, 5, 2, 5, 1, 2, 0, 2, 1, 4, 0, 1, 1, 1, 2, 0, 1, 40
A major (3#), 6, 2, 4, 3, 2, 4, 2, 4, 5, 3, 3, 0, 1, 0, 1, 4, 4, 3, 6, 2, 4, 3, 2, 4, 5, 2, 79
C minor (3b), 5, 0, 2, 2, 2, 4, 1, 1, 0, 2, 2, 2, 4, 1, 2, 1, 0, 2, 5, 0, 2, 2, 2, 4, 0, 2, 50
F# minor (3#), 4, 1, 4, 5, 3, 5, 0, 3, 4, 3, 3, 1, 1, 0, 2, 4, 6, 3, 4, 1, 4, 5, 3, 5, 4, 4, 82
Ab major (4b), 5, 0, 4, 3, 2, 3, 2, 1, 1, 1, 6, 3, 7, 2, 4, 0, 3, 2, 5, 0, 4, 3, 2, 3, 1, 3, 70
E major (4#), 7, 1, 5, 5, 3, 3, 2, 5, 4, 3, 3, 1, 2, 0, 2, 3, 3, 4, 7, 1, 5, 5, 3, 3, 4, 4, 88
F minor (4b), 6, 1, 3, 1, 1, 3, 2, 2, 2, 1, 5, 2, 5, 1, 2, 1, 3, 1, 6, 1, 3, 1, 1, 3, 2, 1, 60
C# minor (4#), 5, 1, 4, 5, 4, 2, 2, 6, 5, 4, 5, 1, 4, 0, 3, 3, 5, 3, 5, 1, 4, 5, 4, 2, 5, 3, 91
Db major (5b), 5, 0, 8, 4, 4, 3, 1, 4, 4, 2, 5, 3, 6, 2, 6, 1, 5, 2, 5, 0, 8, 4, 4, 3, 4, 3, 96
B major (5#), 6, 1, 6, 4, 2, 2, 1, 4, 4, 2, 4, 1, 4, 1, 3, 2, 3, 3, 6, 1, 6, 4, 2, 2, 4, 3, 81
Bb minor (5b), 5, 0, 1, 1, 3, 3, 2, 2, 2, 2, 5, 2, 5, 0, 3, 1, 4, 0, 5, 0, 1, 1, 3, 3, 2, 0, 56
G# minor (5#), 10, 1, 5, 3, 2, 4, 2, 3, 3, 2, 7, 3, 8, 1, 3, 1, 5, 3, 10, 1, 5, 3, 2, 4, 3, 3, 97
Gb major (6b), 6, 0, 9, 6, 5, 4, 0, 5, 5, 3, 7, 3, 5, 2, 7, 3, 7, 3, 6, 0, 9, 6, 5, 4, 5, 4, 119
F# major (6#), 4, 0, 6, 4, 3, 3, 0, 3, 3, 2, 4, 2, 3, 1, 4, 2, 5, 2, 4, 0, 6, 4, 3, 3, 3, 3, 77
Eb minor (6b), 5, 0, 2, 3, 2, 2, 0, 1, 1, 3, 4, 1, 4, 1, 3, 2, 4, 2, 5, 0, 2, 3, 2, 2, 1, 2, 57
D# minor (6#), 7, 0, 3, 5, 3, 2, 0, 2, 2, 4, 7, 1, 6, 2, 5, 3, 5, 3, 7, 0, 3, 5, 3, 2, 2, 3, 85
Cb major (7b), 9, 1, 10, 7, 4, 4, 1, 6, 6, 4, 7, 2, 6, 2, 6, 4, 6, 5, 9, 1, 10, 7, 4, 4, 6, 5, 136
C# major (7#), 3, 0, 5, 4, 4, 2, 1, 4, 4, 3, 6, 2, 4, 1, 5, 2, 5, 1, 3, 0, 5, 4, 4, 2, 4, 2, 80
Ab minor (7b), 7, 1, 5, 4, 1, 3, 2, 2, 2, 2, 6, 2, 7, 2, 3, 1, 4, 4, 7, 1, 5, 4, 1, 3, 2, 4, 85
A# minor (7#), 8, 0, 2, 2, 6, 5, 2, 4, 4, 3, 8, 4, 8, 0, 6, 2, 6, 0, 8, 0, 2, 2, 6, 5, 4, 0, 97
