 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 6/4, 1/0, 2/0, 1/0, 1/4, 3/2, 2/2, 2/1, 1/2, 2/1, 3/1, 1/0, 2/2, 0/0, 0/0, 2/0, 1/0, 1/1, 6/4, 1/0, 2/0, 1/0, 1/3, 3/2, 1/2, 1/0, 47/31
A minor (0), 4/2, 1/3, 3/1, 1/0, 1/0, 4/3, 2/1, 2/1, 3/2, 2/0, 3/1, 1/0, 1/1, 0/0, 0/0, 2/1, 2/1, 1/1, 4/4, 1/3, 3/1, 1/0, 1/0, 4/3, 3/2, 1/0, 51/31
F major (1b), 5/4, 1/0, 1/0, 0/0, 0/0, 2/3, 3/2, 1/1, 1/0, 1/1, 6/3, 1/1, 3/2, 0/0, 0/0, 1/1, 2/1, 0/0, 5/4, 1/0, 1/0, 0/0, 0/0, 2/3, 1/0, 0/0, 38/26
G major (1#), 4/3, 2/0, 2/0, 1/0, 1/1, 2/1, 3/1, 3/2, 2/3, 1/0, 2/1, 0/0, 2/1, 0/0, 0/0, 2/0, 1/1, 2/1, 4/3, 2/0, 2/0, 1/0, 1/1, 2/1, 2/3, 1/0, 45/23
D minor (1b), 2/2, 1/0, 1/0, 0/0, 0/0, 2/3, 3/1, 1/1, 1/2, 1/0, 3/1, 1/1, 2/1, 0/0, 0/0, 1/0, 2/1, 0/1, 2/3, 1/0, 1/0, 0/0, 0/0, 2/3, 1/2, 0/0, 28/22
E minor (1#), 5/4, 2/3, 3/2, 3/2, 1/4, 3/2, 3/1, 3/2, 4/2, 1/1, 2/1, 0/0, 2/1, 0/0, 0/0, 2/2, 2/2, 3/1, 5/4, 2/3, 3/2, 3/2, 1/3, 3/2, 4/2, 3/2, 63/50
Bb major (2b), 4/3, 0/0, 0/0, 0/0, 1/0, 3/3, 3/3, 0/0, 0/0, 1/1, 6/4, 2/2, 4/2, 0/0, 1/0, 0/0, 2/1, 0/0, 4/3, 0/0, 0/0, 0/0, 1/0, 3/3, 0/0, 0/0, 35/25
D major (2#), 5/2, 2/3, 3/0, 2/0, 1/0, 3/3, 3/1, 3/1, 2/2, 2/0, 2/1, 0/0, 1/1, 0/0, 0/0, 3/0, 2/1, 3/0, 5/2, 2/3, 3/0, 2/0, 1/0, 3/3, 2/2, 2/0, 57/25
G minor (2b), 1/3, 0/0, 0/0, 0/0, 1/1, 3/1, 3/1, 0/1, 0/0, 1/0, 3/1, 2/0, 3/1, 0/0, 1/0, 0/0, 1/1, 0/0, 1/3, 0/0, 0/0, 0/0, 1/1, 3/1, 0/0, 0/0, 24/15
B minor (2#), 6/3, 2/0, 4/3, 4/2, 1/0, 4/2, 2/0, 3/3, 4/5, 2/2, 2/1, 0/0, 2/1, 0/0, 0/0, 3/2, 3/2, 4/2, 6/4, 2/4, 4/3, 4/3, 1/3, 4/2, 4/5, 4/3, 75/55
