 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 2/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 4/1
A minor (0), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 2/1, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 5/2
F major (1b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 2/1, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 8/1
G major (1#), 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 2/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 9/1
D minor (1b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 3/1, 1/1, 1/1, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 9/3
E minor (1#), 0/0, 1/1, 0/0, 1/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 2/1, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 9/4
Bb major (2b), 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 1/2, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 2/2, 1/0, 1/0, 0/0, 0/0, 1/1, 1/1, 1/0, 1/0, 0/0, 0/0, 12/7
D major (2#), 0/0, 1/0, 0/0, 1/0, 0/0, 2/1, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/1, 2/1, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/1, 1/0, 1/0, 16/4
G minor (2b), 1/0, 0/1, 0/0, 0/0, 1/0, 0/1, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 3/1, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/1, 0/0, 0/0, 13/4
B minor (2#), 0/0, 1/1, 0/0, 1/0, 0/0, 2/1, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/1, 2/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 2/1, 1/0, 1/0, 17/4
