 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4
A minor (0), 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 16
F major (1b), 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 8
G major (1#), 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 9
D minor (1b), 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 2, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 16
E minor (1#), 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 3, 2, 1, 0, 0, 1, 0, 1, 1, 0, 0, 16
Bb major (2b), 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 12
D major (2#), 0, 1, 0, 1, 0, 2, 0, 0, 1, 1, 1, 0, 0, 1, 2, 1, 1, 1, 0, 0, 0, 1, 1, 1, 16
G minor (2b), 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 3, 1, 1, 0, 0, 1, 1, 1, 2, 0, 0, 17
B minor (2#), 0, 2, 0, 1, 0, 3, 0, 1, 2, 1, 1, 0, 0, 1, 1, 1, 2, 1, 0, 0, 0, 2, 1, 1, 21
Eb major (3b), 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 2, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 15
A major (3#), 1, 2, 1, 1, 1, 3, 1, 0, 2, 1, 2, 1, 1, 1, 1, 0, 2, 1, 0, 0, 1, 2, 1, 1, 27
C minor (3b), 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 11
F# minor (3#), 2, 1, 1, 0, 2, 2, 1, 0, 2, 1, 2, 1, 1, 2, 1, 0, 2, 1, 0, 0, 2, 2, 1, 1, 28
Ab major (4b), 2, 2, 1, 0, 2, 2, 1, 2, 2, 0, 0, 0, 2, 3, 0, 0, 2, 0, 2, 1, 2, 1, 0, 0, 27
E major (4#), 2, 2, 2, 1, 2, 3, 1, 0, 2, 1, 2, 1, 2, 2, 1, 0, 2, 1, 1, 0, 2, 2, 1, 1, 34
F minor (4b), 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 2, 3, 0, 0, 1, 0, 2, 1, 1, 0, 0, 0, 18
C# minor (4#), 3, 3, 3, 1, 3, 3, 3, 0, 2, 0, 2, 2, 4, 2, 1, 0, 2, 0, 2, 1, 3, 4, 0, 0, 44
Db major (5b), 4, 3, 3, 0, 4, 3, 2, 2, 3, 0, 1, 1, 4, 3, 0, 0, 3, 0, 3, 1, 4, 2, 0, 0, 46
B major (5#), 2, 3, 2, 1, 2, 4, 1, 1, 3, 1, 2, 1, 2, 2, 0, 0, 3, 1, 1, 0, 2, 3, 1, 1, 39
Bb minor (5b), 3, 1, 2, 0, 3, 1, 2, 0, 1, 0, 1, 1, 3, 3, 1, 1, 1, 0, 2, 1, 3, 2, 0, 0, 32
G# minor (5#), 2, 2, 2, 1, 2, 3, 0, 1, 2, 1, 1, 0, 2, 5, 0, 0, 2, 1, 2, 0, 2, 2, 1, 1, 35
Gb major (6b), 5, 4, 4, 0, 5, 5, 2, 2, 5, 1, 3, 2, 4, 4, 0, 0, 5, 1, 2, 0, 5, 3, 1, 1, 64
F# major (6#), 3, 2, 2, 0, 3, 3, 1, 1, 3, 1, 2, 1, 2, 3, 0, 0, 3, 1, 1, 0, 3, 2, 1, 1, 39
Eb minor (6b), 2, 2, 1, 0, 2, 3, 1, 1, 3, 1, 2, 1, 1, 3, 0, 0, 3, 1, 0, 0, 2, 2, 1, 1, 33
D# minor (6#), 3, 4, 2, 0, 3, 5, 2, 2, 5, 1, 3, 2, 2, 3, 0, 0, 5, 1, 0, 0, 3, 3, 1, 1, 51
Cb major (7b), 4, 5, 4, 1, 4, 7, 2, 2, 6, 2, 4, 2, 4, 4, 0, 0, 6, 2, 2, 0, 4, 4, 2, 2, 73
C# major (7#), 4, 3, 3, 0, 4, 3, 3, 1, 3, 0, 2, 2, 4, 2, 0, 0, 3, 0, 2, 1, 4, 3, 0, 0, 47
Ab minor (7b), 1, 3, 1, 1, 1, 4, 0, 2, 3, 1, 1, 0, 1, 4, 0, 0, 3, 1, 1, 0, 1, 2, 1, 1, 33
A# minor (7#), 6, 2, 4, 0, 6, 2, 3, 0, 2, 0, 2, 2, 5, 4, 1, 1, 2, 0, 3, 1, 6, 4, 0, 0, 56
