 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 0, 0, 1, 1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 4, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 16
A minor (0), 0, 1, 1, 1, 0, 1, 1, 1, 1, 3, 1, 1, 2, 3, 1, 2, 1, 2, 0, 1, 1, 1, 1, 1, 28
A minor mel (0), 0, 1, 1, 1, 0, 2, 1, 1, 1, 4, 1, 1, 3, 3, 1, 2, 1, 3, 0, 1, 1, 1, 1, 1, 32
C major blues (0), 0, 2, 1, 1, 0, 3, 0, 0, 1, 3, 0, 0, 2, 4, 1, 2, 1, 3, 0, 2, 0, 0, 0, 0, 26
A minor blues (0), 0, 2, 1, 1, 0, 3, 0, 0, 1, 3, 0, 0, 2, 4, 1, 2, 1, 3, 0, 2, 0, 0, 0, 0, 26
C dorian (0), 0, 0, 1, 1, 0, 3, 0, 0, 0, 3, 0, 0, 2, 4, 1, 2, 0, 2, 0, 1, 0, 0, 0, 0, 20
C phrygian (0), 0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 11
C lydian (0), 0, 0, 1, 1, 0, 3, 0, 0, 0, 3, 0, 0, 2, 4, 1, 2, 0, 2, 0, 1, 0, 0, 0, 0, 20
C mixolydian (0), 0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 11
C aeolian (0), 0, 0, 1, 1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 4, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 16
C locrian (0), 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 3, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 14
F major (1b), 0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 11
G major (1#), 0, 0, 1, 1, 0, 3, 0, 0, 0, 3, 0, 0, 2, 4, 1, 2, 0, 2, 0, 1, 0, 0, 0, 0, 20
D minor (1b), 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 1, 1, 3, 0, 0, 0, 0, 13
E minor (1#), 0, 0, 1, 1, 0, 3, 0, 0, 1, 3, 0, 0, 2, 3, 1, 1, 1, 2, 1, 2, 0, 0, 0, 0, 22
D minor mel (1b), 1, 1, 1, 1, 0, 1, 0, 0, 0, 2, 0, 0, 1, 3, 1, 2, 0, 1, 1, 2, 0, 0, 0, 0, 18
E minor mel (1#), 1, 1, 1, 1, 0, 2, 0, 0, 1, 3, 0, 0, 2, 2, 1, 1, 1, 2, 2, 3, 0, 0, 0, 0, 24
F major blues (1b), 0, 2, 1, 1, 1, 3, 0, 0, 1, 2, 0, 0, 1, 4, 1, 2, 1, 2, 0, 2, 1, 0, 0, 0, 25
G major blues (1#), 1, 2, 1, 1, 0, 3, 0, 0, 0, 3, 0, 0, 2, 4, 1, 2, 0, 2, 1, 3, 0, 0, 0, 0, 26
D minor blues (1b), 0, 2, 1, 1, 1, 3, 0, 0, 1, 2, 0, 0, 1, 4, 1, 2, 1, 2, 0, 2, 1, 0, 0, 0, 25
E minor blues (1#), 1, 2, 1, 1, 0, 3, 0, 0, 0, 3, 0, 0, 2, 4, 1, 2, 0, 2, 1, 3, 0, 0, 0, 0, 26
F dorian (1b), 0, 0, 1, 1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 4, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 16
G dorian (1#), 1, 1, 1, 1, 0, 2, 0, 0, 0, 3, 0, 0, 2, 3, 1, 2, 0, 2, 1, 2, 0, 0, 0, 0, 22
F phrygian (1b), 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 3, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 14
G phrygian (1#), 0, 0, 1, 1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 4, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 16
F lydian (1b), 0, 0, 1, 1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 4, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 16
G lydian (1#), 1, 1, 1, 1, 0, 2, 0, 0, 0, 3, 0, 0, 2, 3, 1, 2, 0, 2, 1, 2, 0, 0, 0, 0, 22
F mixolydian (1b), 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 3, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 14
G mixolydian (1#), 0, 0, 1, 1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 4, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 16
F aeolian (1b), 0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 11
G aeolian (1#), 0, 0, 1, 1, 0, 3, 0, 0, 0, 3, 0, 0, 2, 4, 1, 2, 0, 2, 0, 1, 0, 0, 0, 0, 20
F locrian (1b), 0, 2, 0, 0, 1, 3, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 14
G locrian (1#), 0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 11
Bb major (2b), 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 3, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 14
D major (2#), 1, 1, 1, 1, 0, 2, 0, 0, 0, 3, 0, 0, 2, 3, 1, 2, 0, 2, 1, 2, 0, 0, 0, 0, 22
G minor (2b), 0, 2, 0, 0, 0, 3, 0, 0, 1, 2, 0, 0, 1, 3, 0, 1, 1, 3, 0, 1, 0, 0, 0, 0, 18
B minor (2#), 1, 1, 0, 0, 1, 3, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 3, 1, 2, 1, 0, 0, 0, 17
G minor mel (2b), 0, 1, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 1, 3, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 15
