 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 0, 0, 0, 1, 0, 32
A minor (0), 2, 2, 2, 2, 2, 2, 1, 2, 0, 0, 0, 0, 1, 0, 1, 2, 0, 1, 2, 0, 0, 1, 2, 0, 25
A minor mel (0), 2, 2, 2, 2, 2, 2, 0, 2, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 2, 0, 0, 1, 2, 0, 23
C major blues (0), 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 3, 0, 2, 1, 1, 0, 2, 1, 0, 40
A minor blues (0), 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 3, 0, 2, 1, 1, 0, 2, 1, 0, 40
C dorian (0), 3, 3, 3, 3, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 30
C phrygian (0), 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 3, 0, 1, 0, 1, 0, 1, 0, 0, 28
C lydian (0), 3, 3, 3, 3, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 30
C mixolydian (0), 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 3, 0, 1, 0, 1, 0, 1, 0, 0, 28
C aeolian (0), 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 0, 0, 0, 1, 0, 32
C locrian (0), 1, 2, 1, 2, 0, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 0, 2, 0, 1, 0, 2, 0, 0, 27
F major (1b), 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 3, 0, 1, 0, 1, 0, 1, 0, 0, 28
G major (1#), 3, 3, 3, 3, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 30
D minor (1b), 2, 1, 2, 1, 1, 0, 2, 0, 1, 1, 1, 1, 1, 2, 1, 2, 0, 1, 0, 1, 0, 1, 0, 1, 23
E minor (1#), 2, 3, 2, 3, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 0, 1, 1, 0, 2, 1, 1, 1, 2, 1, 33
D minor mel (1b), 3, 2, 3, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 27
E minor mel (1#), 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 2, 1, 1, 1, 2, 2, 28
F major blues (1b), 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 4, 0, 2, 2, 1, 0, 2, 2, 0, 43
G major blues (1#), 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 1, 3, 0, 1, 1, 1, 0, 1, 1, 1, 38
D minor blues (1b), 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 4, 0, 2, 2, 1, 0, 2, 2, 0, 43
E minor blues (1#), 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 1, 3, 0, 1, 2, 1, 0, 1, 2, 1, 40
F dorian (1b), 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 0, 0, 0, 1, 0, 32
G dorian (1#), 3, 2, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 25
F phrygian (1b), 1, 2, 1, 2, 0, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 0, 2, 0, 1, 0, 2, 0, 0, 27
G phrygian (1#), 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 0, 0, 0, 1, 0, 32
F lydian (1b), 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 0, 0, 0, 1, 0, 32
G lydian (1#), 3, 2, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 25
F mixolydian (1b), 1, 2, 1, 2, 0, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 0, 2, 0, 1, 0, 2, 0, 0, 27
G mixolydian (1#), 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 0, 0, 0, 1, 0, 32
F aeolian (1b), 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 3, 0, 1, 0, 1, 0, 1, 0, 0, 28
G aeolian (1#), 3, 3, 3, 3, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 30
