 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, rowcost
C major (0), 0, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 12
A minor (0), 1, 0, 1, 1, 2, 1, 1, 0, 1, 1, 1, 1, 2, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 26
A minor mel (0), 1, 0, 1, 1, 3, 1, 2, 0, 2, 1, 1, 1, 2, 0, 0, 0, 1, 0, 1, 1, 3, 1, 2, 0, 2, 1, 1, 0, 0, 0, 1, 1, 1, 32
C major blues (0), 0, 1, 1, 1, 2, 0, 1, 1, 3, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 0, 1, 1, 3, 0, 0, 1, 1, 0, 0, 0, 0, 26
A minor blues (0), 0, 1, 1, 1, 2, 0, 1, 1, 3, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 2, 0, 1, 1, 3, 0, 0, 1, 1, 0, 0, 0, 0, 26
C dorian (0), 0, 0, 0, 1, 2, 0, 1, 1, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 18
C phrygian (0), 0, 1, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 14
C lydian (0), 0, 0, 0, 1, 2, 0, 1, 1, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 18
C mixolydian (0), 0, 1, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 14
C aeolian (0), 0, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 12
C locrian (0), 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 12
F major (1b), 0, 1, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 14
G major (1#), 0, 0, 0, 1, 2, 0, 1, 1, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 18
D minor (1b), 0, 1, 1, 0, 1, 0, 1, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 1, 1, 0, 1, 0, 1, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 20
E minor (1#), 1, 0, 1, 1, 2, 0, 1, 1, 4, 0, 0, 1, 2, 0, 0, 1, 1, 0, 1, 1, 2, 0, 1, 1, 4, 0, 0, 0, 0, 1, 1, 0, 0, 28
D minor mel (1b), 0, 0, 0, 1, 2, 0, 1, 1, 2, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 2, 0, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 18
E minor mel (1#), 1, 0, 1, 1, 3, 0, 2, 1, 4, 0, 0, 1, 2, 0, 1, 1, 1, 0, 1, 1, 3, 0, 2, 1, 4, 0, 0, 0, 1, 1, 1, 0, 0, 34
F major blues (1b), 1, 2, 2, 1, 1, 1, 1, 1, 2, 0, 1, 1, 2, 1, 2, 0, 1, 2, 2, 1, 1, 1, 1, 1, 2, 0, 1, 1, 2, 0, 1, 0, 0, 36
G major blues (1#), 0, 1, 1, 1, 3, 0, 2, 1, 3, 0, 0, 1, 1, 1, 2, 0, 0, 1, 1, 1, 3, 0, 2, 1, 3, 0, 0, 1, 2, 0, 0, 0, 0, 32
D minor blues (1b), 1, 2, 2, 1, 1, 1, 1, 1, 2, 0, 1, 1, 2, 1, 2, 0, 1, 2, 2, 1, 1, 1, 1, 1, 2, 0, 1, 1, 2, 0, 1, 0, 0, 36
E minor blues (1#), 0, 1, 1, 1, 3, 0, 2, 1, 3, 0, 0, 1, 2, 1, 2, 0, 0, 1, 1, 1, 3, 0, 2, 1, 3, 0, 0, 1, 2, 0, 0, 0, 0, 33
F dorian (1b), 0, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 12
G dorian (1#), 0, 0, 0, 1, 3, 0, 2, 1, 3, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 3, 0, 2, 1, 3, 0, 0, 0, 1, 0, 0, 0, 0, 24
F phrygian (1b), 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 12
G phrygian (1#), 0, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 12
F lydian (1b), 0, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 12
G lydian (1#), 0, 0, 0, 1, 3, 0, 2, 1, 3, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 3, 0, 2, 1, 3, 0, 0, 0, 1, 0, 0, 0, 0, 24
F mixolydian (1b), 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 12
