 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 3, 1, 2, 1, 1, 0, 1, 0, 1, 0, 0, 16
A minor (0), 1, 2, 0, 1, 1, 2, 0, 0, 1, 2, 0, 0, 0, 3, 0, 2, 0, 2, 0, 2, 1, 2, 0, 0, 22
F major (1b), 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 9
G major (1#), 1, 2, 1, 2, 1, 1, 0, 0, 1, 1, 1, 1, 1, 4, 1, 3, 2, 1, 0, 1, 1, 1, 1, 1, 29
D minor (1b), 2, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 2, 1, 0, 1, 2, 0, 0, 0, 0, 16
E minor (1#), 2, 3, 2, 3, 1, 3, 0, 0, 1, 3, 1, 1, 1, 3, 1, 2, 2, 1, 1, 2, 1, 3, 1, 1, 39
Bb major (2b), 0, 1, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 2, 1, 0, 0, 2, 1, 0, 0, 0, 14
D major (2#), 2, 2, 2, 3, 1, 1, 0, 0, 1, 1, 1, 1, 1, 5, 1, 4, 2, 1, 1, 2, 1, 1, 1, 1, 36
G minor (2b), 0, 2, 2, 1, 2, 0, 0, 0, 2, 0, 1, 1, 1, 2, 1, 3, 2, 0, 0, 2, 2, 0, 1, 1, 26
B minor (2#), 3, 2, 2, 4, 3, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 5, 2, 0, 1, 2, 3, 1, 1, 1, 44
Eb major (3b), 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 0, 0, 0, 1, 0, 4, 0, 0, 0, 1, 2, 1, 0, 0, 22
A major (3#), 2, 3, 2, 3, 2, 2, 0, 0, 2, 2, 1, 1, 0, 5, 0, 4, 1, 2, 1, 3, 2, 2, 1, 1, 42
C minor (3b), 1, 2, 0, 2, 2, 2, 1, 1, 2, 2, 0, 0, 0, 2, 0, 3, 0, 1, 0, 1, 2, 2, 0, 0, 26
F# minor (3#), 2, 3, 1, 2, 2, 3, 0, 0, 2, 3, 0, 0, 0, 3, 0, 7, 0, 2, 1, 4, 2, 3, 0, 0, 40
Ab major (4b), 3, 2, 3, 4, 3, 3, 2, 2, 3, 3, 0, 0, 0, 1, 0, 4, 0, 0, 1, 2, 3, 3, 0, 0, 42
E major (4#), 3, 4, 3, 4, 2, 4, 0, 0, 2, 4, 1, 1, 0, 4, 0, 3, 1, 2, 2, 4, 2, 4, 1, 1, 52
F minor (4b), 3, 1, 2, 2, 1, 2, 1, 1, 1, 2, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 1, 2, 0, 0, 24
C# minor (4#), 2, 6, 4, 3, 4, 5, 0, 0, 4, 5, 1, 1, 0, 2, 0, 4, 1, 3, 1, 3, 4, 5, 1, 1, 60
Db major (5b), 5, 4, 4, 5, 4, 5, 2, 2, 4, 5, 0, 0, 0, 0, 0, 4, 0, 1, 2, 4, 4, 5, 0, 0, 60
B major (5#), 4, 4, 3, 5, 4, 3, 1, 1, 4, 3, 1, 1, 0, 2, 0, 4, 1, 1, 2, 4, 4, 3, 1, 1, 57
Bb minor (5b), 1, 3, 3, 1, 2, 2, 0, 0, 2, 2, 0, 0, 1, 0, 1, 2, 1, 1, 1, 4, 2, 2, 0, 0, 31
G# minor (5#), 4, 4, 4, 6, 3, 3, 1, 1, 3, 3, 1, 1, 0, 3, 0, 4, 1, 0, 3, 3, 3, 3, 1, 1, 56
Gb major (6b), 6, 5, 3, 6, 5, 6, 2, 2, 5, 6, 0, 0, 0, 1, 0, 5, 0, 2, 3, 7, 5, 6, 0, 0, 75
F# major (6#), 4, 3, 2, 4, 3, 3, 1, 1, 3, 3, 0, 0, 0, 1, 0, 5, 0, 1, 2, 5, 3, 3, 0, 0, 47
Eb minor (6b), 2, 2, 1, 2, 3, 2, 1, 1, 3, 2, 0, 0, 0, 1, 0, 5, 0, 1, 1, 3, 3, 2, 0, 0, 35
D# minor (6#), 3, 3, 1, 3, 5, 4, 2, 2, 5, 4, 0, 0, 0, 1, 0, 5, 0, 2, 1, 4, 5, 4, 0, 0, 54
Cb major (7b), 7, 6, 5, 8, 6, 6, 2, 2, 6, 6, 1, 1, 0, 3, 0, 5, 1, 2, 4, 7, 6, 6, 1, 1, 92
C# major (7#), 3, 4, 3, 3, 4, 4, 1, 1, 4, 4, 0, 0, 0, 0, 0, 4, 0, 2, 1, 4, 4, 4, 0, 0, 50
Ab minor (7b), 4, 3, 3, 6, 4, 3, 2, 2, 4, 3, 1, 1, 0, 3, 0, 4, 1, 0, 2, 2, 4, 3, 1, 1, 57
A# minor (7#), 2, 6, 4, 2, 4, 4, 0, 0, 4, 4, 0, 0, 1, 0, 1, 3, 1, 2, 2, 7, 4, 4, 0, 0, 55
