 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, rowcost
C major (0), 1/1, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/0, 3/3, 1/0, 2/1, 1/0, 1/0, 0/0, 1/1, 0/0, 1/0, 0/0, 0/0, 16/6
A minor (0), 1/1, 1/0, 0/0, 1/2, 0/0, 1/1, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 1/0, 3/4, 1/0, 2/2, 1/0, 1/0, 0/0, 1/1, 0/0, 1/1, 0/0, 0/0, 16/13
F major (1b), 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 2/0, 1/0, 1/1, 1/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 9/2
G major (1#), 1/0, 2/0, 1/0, 2/2, 1/0, 1/1, 0/0, 0/0, 1/0, 1/1, 1/0, 1/0, 1/1, 4/1, 1/0, 3/2, 2/3, 1/0, 0/0, 1/1, 1/0, 1/1, 1/0, 1/0, 29/13
D minor (1b), 1/0, 0/0, 1/0, 0/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 2/3, 1/1, 1/1, 1/3, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 9/11
E minor (1#), 1/1, 2/1, 1/0, 2/2, 1/1, 2/1, 0/0, 0/0, 1/1, 2/1, 1/0, 1/0, 1/0, 4/4, 1/0, 3/2, 2/0, 1/3, 0/0, 1/1, 1/0, 2/1, 1/0, 1/0, 32/19
Bb major (2b), 0/0, 1/0, 2/1, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 2/1, 1/0, 0/0, 0/0, 2/1, 1/0, 0/0, 0/0, 0/0, 14/3
D major (2#), 2/1, 2/0, 2/0, 3/1, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 5/4, 1/0, 4/2, 2/0, 1/0, 1/0, 2/1, 1/0, 1/0, 1/0, 1/0, 36/9
G minor (2b), 0/0, 1/0, 1/0, 0/1, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/1, 1/1, 1/0, 2/1, 1/0, 0/0, 0/0, 2/1, 1/1, 0/0, 0/0, 0/0, 13/6
B minor (2#), 2/1, 3/1, 2/1, 3/3, 2/1, 2/1, 0/0, 0/0, 2/1, 2/1, 1/0, 1/0, 1/0, 4/1, 1/0, 6/3, 2/1, 1/0, 1/1, 2/2, 2/1, 2/1, 1/0, 1/0, 44/20
Eb major (3b), 1/0, 1/1, 2/1, 1/1, 2/1, 1/0, 1/0, 1/0, 2/1, 1/0, 0/0, 0/0, 0/0, 1/1, 0/0, 4/2, 0/0, 0/0, 0/0, 1/1, 2/1, 1/0, 0/0, 0/0, 22/10
A major (3#), 2/1, 3/0, 2/0, 3/2, 2/1, 2/0, 0/0, 0/0, 2/1, 2/0, 1/0, 1/0, 0/0, 5/4, 0/0, 4/2, 1/0, 2/0, 1/0, 3/1, 2/0, 2/1, 1/0, 1/0, 42/13
C minor (3b), 1/0, 1/0, 1/0, 1/2, 2/0, 1/1, 1/0, 1/0, 2/0, 1/1, 0/0, 0/0, 0/0, 1/1, 0/0, 2/1, 0/0, 0/0, 0/0, 1/1, 2/0, 1/1, 0/0, 0/0, 19/8
F# minor (3#), 2/2, 4/1, 2/1, 3/3, 3/2, 3/1, 0/0, 0/0, 3/2, 3/1, 1/0, 1/0, 0/0, 4/1, 0/0, 6/5, 1/1, 2/0, 1/1, 3/2, 3/1, 3/1, 1/0, 1/0, 50/25
Ab major (4b), 3/2, 2/1, 3/1, 4/2, 3/5, 3/2, 2/2, 2/4, 3/5, 3/2, 0/0, 0/0, 0/0, 1/1, 0/0, 4/3, 0/0, 0/0, 1/0, 2/2, 3/5, 3/2, 0/0, 0/0, 42/39
