id,title,composer,KSgt,KSest,notes,err,time
101,101-Beethoven-bagatelle4op33,,(3),E major (4),70,0,0.038
102,102-Beethoven-quatuor16op135,,D- major (-5),C# major (7),96,0,0.033
103,103-SaintSaens-elephant,,,E- major (-3),57,0,0.023
104,104-Haendel-concertogrosso4op6,,,a minor (0),81,0,0.044
105,105-Schubert-gloria,,D major (2),c# minor (4),67,0,0.016
106,106-Bach-polonaise,,G major (1),D major (2),127,0,0.108
107,107-Wolf-chantEspagnol8,,,b minor (2),85,0,0.033
108,108-Beethoven-quatuor13op130,,,G major (1),61,0,0.020
109,109-Kuhlau-sonatineop60n1,,F major (-1),a minor (0),90,0,0.067
110,110-Haendel-concertogrosso3,,(1),b minor (2),86,0,0.027
111,111-Mozart-sonateKV570,,,B- major (-2),98,1,0.222
112,112-Haydn-fantasia,,,C major (0),68,1,0.046
113,113-Gretchaninoff-retour,,G major (1),D major (2),89,0,0.041
114,114-Clementi-rondoSonateop25,,,G major (1),86,0,0.046
115,115-Clementi-sonatineop36n1,,,C major (0),91,0,0.064
117,117-Schumann-trio2,,D- major (-5),C# major (7),72,0,0.022
118,118-Greensleeves,,,g minor (-2),75,0,0.030
119,119-Mendelssohn-romances31op67,,,E- major (-3),74,0,0.071
120,120-Bach-gavotte,,,e minor (1),130,0,0.068
121,121-Beethoven-adagioSonate1op2,,F major (-1),a minor (0),51,2,0.042
122,122-pop,,,C major (0),58,0,0.020
123,123-Mozart-Canzonetta,,,D major (2),60,0,0.021
124,124-Schubert-quatuor13op29,,C major (0),e minor (1),82,0,0.039
125,125-Wolf-melodie5,,A major (3),c# minor (4),66,0,0.022
126,126-Milhaud-suiteProvencale,,C major (0),A major (3),61,0,0.024
127,127-Lemoine-etude38,,C major (0),E major (4),93,0,0.035
128,128-Wolf-melodiesItalienne26,,,c minor (-3),94,8,0.045
129,129-Mozart-sonateKV331,,,A major (3),60,0,0.024
130,130-Haendel-concertogrosso10,,,d minor (-1),85,0,0.068
131,131-negrospiritual,,,G major (1),73,0,0.049
132,132-Bach-Brandegourgeois4,,,G major (1),108,0,0.037
133,133-Mozart-KV282,,E- major (-3),B- major (-2),107,1,0.055
134,134-Purcell-gigue,,,a minor (0),81,0,0.043
135,135-Schumann-concertola,,,F major (-1),66,0,0.047
136,136-Schumann-Myrten25op25,,E- major (-3),g minor (-2),77,2,0.023
138,138-Wolf-melodie1,,,A major (3),90,4,0.035
140,140-Clementi-sonate3op25,,B- major (-2),C major (0),112,0,0.087
141,141-Puig-Roget,,C major (0),G major (1),67,0,0.031
142,142-Wolf-chantsitaliens35,,,E- major (-3),77,4,0.034
143,143-Wolf-melodiesespagnoles1,,,d minor (-1),91,3,0.039
144,144-Wolf-melodiesespagnoles13,,D major (2),f# minor (3),67,0,0.019
145,145-Clementi-sonate3op25,,B- major (-2),F major (-1),87,0,0.073
146,146-Clementi-sonatine2op35,,,G major (1),117,0,0.052
147,147-Beethoven-rondosonateop28,,,D major (2),56,0,0.026
148,148-Mozart-concertofluteKV314,,,D major (2),61,0,0.037
149,149-Wolf-melodiesespagnoles2,,C major (0),d minor (-1),91,3,0.026
151,151-Mozart-duettinoDonJuanI97,,,A major (3),70,0,0.025
152,152-Clementi-sonate5op36,,,C major (0),89,0,0.039
153,153-Wolf-chansonsItaliennes21,,F major (-1),a minor (0),90,0,0.068
154,154-Clementi-sonatine1op37,,E- major (-3),g minor (-2),83,1,0.094
155,155-CPEBach-ariavar2,,A major (3),E major (4),57,0,0.018
156,156-Haendel-hornpipeconcertogrosso7,,B- major (-2),F major (-1),79,0,0.128
157,157-Wolf-melodiesitaliennes20,,,B- major (-2),96,2,0.029
158,158-Beethoven-quatuor1op18,,F major (-1),a minor (0),94,0,0.146
159,159-Dussek-rondo,,,B- major (-2),141,0,0.070
160,160-Beethoven-trio2op70,,,C major (0),49,0,0.017
161,161-Rimsky-Korsakov-Scheherazade,,,e minor (1),117,1,0.102
162,162-Chopin-nocturne1op32,,B major (5),e- minor (-6),53,0,0.057
163,163-Beethoven-septuorop20,,,E- major (-3),61,1,0.037
164,164-Clementi-rondosonatine2op38,,,B- major (-2),53,0,0.024
165,165-Balbastre-pastorale,,,a minor (0),57,0,0.028
168,168-Beethoven-quatuor1op18,,F major (-1),f minor (-4),94,3,0.023
169,169-Wolf-chantsitaliens29,,,C major (0),93,6,0.053
171,171-Mozart-concertobasson,,,F major (-1),79,0,0.140
172,172-Beethoven-trio2op70,,C major (0),G major (1),65,0,0.032
173,173-Kuhlau-sonative1op60,,F major (-1),C major (0),132,0,0.107
174,174-negrospiritual,,C major (0),F major (-1),69,0,0.051
177,177-Boulnois-berceuse,,C major (0),e minor (1),84,2,0.049
178,178-Poulenc,,D major (2),A major (3),85,0,0.029
179,179-Clementi-canone33,,,C major (0),83,0,0.031
180,180-Haendel-concertogrosso9op6,,,d minor (-1),58,0,0.023
201,201-Beethoven-variation1,,,G major (1),97,0,0.048
202,202-Bach-sarabande,,F major (-1),e minor (1),86,0,0.029
203,203-Listz-preludes,,C major (0),G major (1),113,4,0.086
205,205-Bach-credo,,(2),A major (3),105,0,0.065
206,206-Beethoven-sonateop26,,,A- major (-4),67,0,0.023
