 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, rowcost
C major (0), 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3, 1, 1, 1,  ,  , 1, 1, 2, 0, 2, 0, 1, 1, 1, 1, 1, 3, 1, 1, 1, 27
A minor (0), 1, 0, 1, 0, 0, 1, 0, 0, 2, 2, 1, 4, 2, 2, 2,  ,  , 2, 1, 3, 1, 2, 0, 1, 2, 2, 2, 1, 4, 2, 2, 2, 45
A minor mel (0), 1, 1, 1, 1, 0, 2, 0, 0, 2, 3, 1, 5, 2, 2, 2,  ,  , 2, 0, 2, 1, 3, 0, 2, 3, 2, 3, 1, 5, 2, 2, 2, 53
C major blues (0), 0, 2, 0, 1, 2, 2, 1, 1, 1, 2, 1, 4, 1, 1, 1,  ,  , 1, 1, 2, 0, 3, 1, 3, 2, 1, 2, 1, 4, 1, 1, 1, 44
A minor blues (0), 0, 2, 0, 1, 2, 2, 1, 1, 1, 2, 1, 6, 1, 1, 1,  ,  , 1, 1, 2, 0, 4, 1, 3, 2, 1, 2, 1, 6, 1, 1, 1, 49
C dorian (0), 0, 2, 0, 1, 0, 1, 0, 0, 1, 2, 1, 4, 1, 1, 1,  ,  , 1, 0, 1, 0, 3, 0, 2, 2, 1, 2, 1, 4, 1, 1, 1, 35
C phrygian (0), 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 2, 1, 1, 1,  ,  , 0, 1, 2, 0, 1, 0, 1, 1, 0, 1, 0, 2, 1, 1, 1, 21
C lydian (0), 0, 2, 0, 1, 0, 1, 0, 0, 1, 2, 1, 4, 1, 1, 1,  ,  , 1, 0, 1, 0, 3, 0, 2, 2, 1, 2, 1, 4, 1, 1, 1, 35
C mixolydian (0), 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 2, 1, 1, 1,  ,  , 0, 1, 2, 0, 1, 0, 1, 1, 0, 1, 0, 2, 1, 1, 1, 21
C aeolian (0), 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3, 1, 1, 1,  ,  , 1, 1, 2, 0, 2, 0, 1, 1, 1, 1, 1, 3, 1, 1, 1, 27
C locrian (0), 0, 1, 0, 0, 2, 1, 1, 1, 0, 1, 0, 2, 0, 0, 0,  ,  , 0, 1, 1, 0, 1, 1, 2, 1, 0, 1, 0, 2, 0, 0, 0, 19
F major (1b), 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 2, 1, 1, 1,  ,  , 0, 1, 2, 0, 1, 0, 1, 1, 0, 1, 0, 2, 1, 1, 1, 21
G major (1#), 0, 2, 0, 1, 0, 1, 0, 0, 1, 2, 1, 5, 1, 1, 1,  ,  , 1, 0, 1, 0, 3, 0, 2, 2, 1, 2, 1, 5, 1, 1, 1, 37
D minor (1b), 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 3, 1, 1, 1,  ,  , 1, 1, 2, 0, 3, 1, 0, 1, 0, 1, 1, 3, 1, 1, 1, 28
E minor (1#), 0, 2, 0, 1, 0, 1, 1, 0, 1, 2, 1, 6, 0, 0, 0,  ,  , 3, 1, 0, 0, 4, 0, 2, 2, 1, 2, 1, 6, 0, 0, 0, 37
D minor mel (1b), 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 2, 4, 1, 1, 1,  ,  , 2, 1, 2, 0, 4, 1, 0, 1, 1, 1, 2, 4, 1, 1, 1, 34
E minor mel (1#), 0, 2, 0, 1, 0, 1, 1, 0, 1, 2, 2, 5, 0, 0, 0,  ,  , 4, 1, 0, 0, 5, 1, 1, 2, 1, 2, 2, 5, 0, 0, 0, 39
F major blues (1b), 0, 1, 0, 0, 2, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1,  ,  , 2, 1, 2, 0, 2, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 36
G major blues (1#), 0, 2, 0, 1, 1, 2, 0, 0, 1, 2, 2, 5, 1, 1, 1,  ,  , 2, 1, 2, 0, 4, 1, 2, 2, 1, 2, 2, 5, 1, 1, 1, 46
D minor blues (1b), 0, 1, 0, 0, 2, 2, 1, 1, 1, 1, 1, 5, 1, 1, 1,  ,  , 2, 1, 2, 0, 3, 1, 2, 1, 1, 1, 1, 5, 1, 1, 1, 41
E minor blues (1#), 0, 2, 0, 1, 1, 2, 0, 0, 1, 2, 2, 6, 1, 1, 1,  ,  , 3, 1, 2, 0, 5, 1, 2, 2, 1, 2, 2, 6, 1, 1, 1, 50
F dorian (1b), 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3, 1, 1, 1,  ,  , 1, 1, 2, 0, 2, 0, 1, 1, 1, 1, 1, 3, 1, 1, 1, 27
G dorian (1#), 0, 2, 0, 1, 0, 1, 0, 0, 1, 2, 2, 4, 1, 1, 1,  ,  , 2, 0, 1, 0, 4, 1, 1, 2, 1, 2, 2, 4, 1, 1, 1, 39
F phrygian (1b), 0, 1, 0, 0, 2, 1, 1, 1, 0, 1, 0, 2, 0, 0, 0,  ,  , 0, 1, 1, 0, 1, 1, 2, 1, 0, 1, 0, 2, 0, 0, 0, 19
G phrygian (1#), 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 4, 1, 1, 1,  ,  , 1, 1, 2, 0, 2, 0, 1, 1, 1, 1, 1, 4, 1, 1, 1, 29
F lydian (1b), 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3, 1, 1, 1,  ,  , 1, 1, 2, 0, 2, 0, 1, 1, 1, 1, 1, 3, 1, 1, 1, 27
G lydian (1#), 0, 2, 0, 1, 0, 1, 0, 0, 1, 2, 2, 4, 1, 1, 1,  ,  , 2, 0, 1, 0, 4, 1, 1, 2, 1, 2, 2, 4, 1, 1, 1, 39
F mixolydian (1b), 0, 1, 0, 0, 2, 1, 1, 1, 0, 1, 0, 2, 0, 0, 0,  ,  , 0, 1, 1, 0, 1, 1, 2, 1, 0, 1, 0, 2, 0, 0, 0, 19
G mixolydian (1#), 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 4, 1, 1, 1,  ,  , 1, 1, 2, 0, 2, 0, 1, 1, 1, 1, 1, 4, 1, 1, 1, 29
F aeolian (1b), 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 2, 1, 1, 1,  ,  , 0, 1, 2, 0, 1, 0, 1, 1, 0, 1, 0, 2, 1, 1, 1, 21
