 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, rowcost
C major (0), 0/0, 0/0, 2/1, 1/0, 4/1, 2/0, 2/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 1/0, 4/1, 2/0, 2/0, 0/0, 0/0, 22/4
A minor (0), 0/0, 0/0, 3/2, 1/2, 5/4, 5/3, 3/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/2, 1/2, 5/4, 5/3, 3/2, 0/0, 0/0, 34/26
F major (1b), 0/0, 1/0, 1/1, 0/0, 3/1, 1/0, 1/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/1, 0/0, 3/1, 1/0, 1/0, 0/0, 0/0, 16/5
G major (1#), 0/0, 0/0, 3/1, 1/0, 6/2, 2/2, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 3/2, 1/2, 6/2, 2/2, 2/1, 0/0, 0/0, 30/15
D minor (1b), 0/0, 1/0, 1/2, 0/0, 4/3, 4/2, 2/1, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 1/1, 1/1, 0/0, 4/3, 4/2, 2/1, 0/0, 0/0, 26/18
E minor (1#), 0/0, 0/0, 4/3, 3/2, 6/4, 5/3, 3/2, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/1, 0/0, 0/0, 4/3, 3/2, 6/4, 5/3, 3/2, 0/0, 0/0, 44/30
Bb major (2b), 1/0, 3/1, 0/0, 0/0, 2/1, 1/0, 1/0, 0/0, 1/0, 2/1, 1/0, 1/0, 1/0, 2/1, 1/0, 1/0, 1/0, 1/0, 3/1, 0/0, 0/0, 2/1, 1/0, 1/0, 0/0, 0/0, 27/6
D major (2#), 0/0, 1/0, 4/1, 2/0, 5/4, 6/2, 3/1, 0/0, 0/0, 1/1, 1/0, 1/0, 1/0, 1/0, 1/0, 1/1, 1/1, 0/0, 1/0, 4/1, 2/0, 5/4, 6/2, 3/1, 0/0, 0/0, 50/19
G minor (2b), 1/0, 2/0, 0/1, 0/0, 3/2, 1/2, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/1, 1/1, 1/0, 2/0, 0/1, 0/0, 3/2, 1/2, 1/0, 0/0, 0/0, 25/12
B minor (2#), 0/0, 1/2, 5/4, 4/2, 5/2, 6/3, 3/3, 0/0, 0/0, 1/0, 1/1, 1/1, 1/0, 1/0, 1/1, 1/1, 1/1, 0/0, 1/2, 5/4, 4/2, 5/2, 6/3, 3/3, 0/0, 0/0, 56/37
Eb major (3b), 1/1, 3/2, 0/1, 1/1, 1/0, 0/0, 0/0, 0/0, 1/1, 3/2, 1/1, 1/1, 2/1, 3/1, 1/1, 2/1, 2/1, 1/1, 3/2, 0/1, 1/1, 1/0, 0/0, 0/0, 0/0, 0/0, 28/20
A major (3#), 1/0, 1/2, 6/2, 2/2, 4/4, 5/4, 4/4, 1/0, 1/0, 1/1, 1/1, 1/1, 1/0, 1/0, 1/0, 2/0, 2/0, 1/0, 1/0, 6/2, 2/2, 4/4, 5/4, 4/4, 1/0, 1/0, 60/37
C minor (3b), 1/0, 2/0, 0/1, 1/0, 1/1, 0/0, 0/0, 0/0, 1/0, 2/0, 1/0, 1/0, 2/0, 2/0, 1/0, 1/0, 1/0, 1/0, 2/0, 0/1, 1/0, 1/1, 0/0, 0/0, 0/0, 0/0, 22/4
F# minor (3#), 1/0, 3/2, 6/5, 4/4, 4/2, 5/3, 4/3, 1/1, 1/1, 1/1, 1/1, 1/1, 1/1, 1/1, 1/1, 2/2, 2/4, 1/0, 3/2, 6/5, 4/4, 4/2, 5/3, 4/3, 1/1, 1/1, 68/54
Ab major (4b), 1/1, 4/2, 1/0, 4/2, 0/0, 0/0, 0/0, 0/0, 1/1, 4/3, 2/1, 2/1, 3/3, 4/3, 2/1, 2/1, 2/1, 1/1, 4/2, 1/0, 4/2, 0/0, 0/0, 0/0, 0/0, 0/0, 42/25
E major (4#), 1/0, 2/2, 5/4, 5/2, 3/3, 5/3, 4/3, 1/1, 1/1, 1/1, 2/1, 2/1, 1/0, 1/0, 2/1, 2/1, 2/1, 1/0, 2/2, 5/4, 5/2, 3/3, 5/3, 4/3, 1/1, 1/1, 67/44
F minor (4b), 1/0, 3/1, 1/1, 2/0, 0/1, 0/0, 0/0, 0/0, 1/0, 2/1, 2/0, 2/0, 2/0, 2/1, 2/0, 1/0, 1/0, 1/0, 3/1, 1/1, 2/0, 0/1, 0/0, 0/0, 0/0, 0/0, 29/8
