 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, rowcost
Ab major (4b), 3/2, 6/11, 7/8, 3/5, 5/2, 1/0, 1/1, 1/1, 2/0, 3/2, 4/2, 1/0, 1/1, 1/1,  , 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 2/2, 3/4, 2/0, 0/0, 2/1, 1/1, 0/0, 0/0, 2/2, 2/2, 3/4, 1/1, 3/4, 1/1, 3/4, 8/15, 3/4, 1/1, 3/4, 4/3, 6/9, 7/12, 3/12, 5/15, 2/6, 4/4, 112/147
E major (4#), 2/2, 7/4, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0,  , 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 0/0, 0/0, 0/0, 2/1, 5/2, 2/1, 0/0, 0/0, 0/0, 0/0, 30/13
F minor (4b), 2/0, 7/4, 9/8, 3/9, 6/10, 1/0, 1/0, 1/0, 2/0, 2/2, 3/0, 1/1, 1/0, 1/0,  , 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 2/0, 2/0, 0/0, 2/1, 1/1, 0/0, 0/0, 1/0, 1/0, 2/0, 1/0, 2/0, 1/0, 2/0, 5/4, 2/0, 1/0, 2/0, 3/0, 5/4, 9/6, 3/7, 6/9, 2/3, 3/0, 101/69
C# minor (4#), 3/2, 10/7, 2/3, 0/4, 0/5, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0,  , 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/0, 0/0, 1/0, 0/0, 2/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 3/2, 0/0, 0/0, 0/0, 3/2, 8/6, 2/3, 0/3, 0/4, 0/0, 0/0, 39/41
Db major (5b), 5/6, 8/13, 7/10, 2/1, 4/2, 0/0, 1/0, 1/0, 2/0, 2/2, 4/5, 0/0, 1/1, 1/1,  , 0/0, 0/0, 2/2, 2/2, 0/0, 0/0, 2/2, 2/4, 2/2, 0/0, 3/2, 1/0, 0/0, 0/0, 2/2, 2/2, 3/4, 1/0, 3/4, 1/0, 3/4, 8/13, 3/4, 1/0, 3/4, 6/5, 8/11, 7/8, 2/1, 4/2, 1/0, 4/3, 114/122
B major (5#), 3/1, 6/5, 3/5, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0,  , 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 3/1, 1/0, 0/0, 1/0, 3/1, 6/2, 3/1, 0/0, 1/0, 0/0, 1/0, 46/17
Bb minor (5b), 3/0, 6/7, 8/6, 2/1, 5/5, 0/0, 1/1, 1/1, 2/1, 1/1, 3/2, 0/0, 1/1, 1/1,  , 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 2/0, 1/0, 0/0, 0/0, 1/0, 1/0, 2/2, 1/0, 2/1, 1/0, 2/1, 6/8, 2/1, 1/0, 2/1, 4/1, 6/7, 8/5, 2/1, 5/5, 1/0, 3/2, 92/62
G# minor (5#), 5/7, 10/9, 4/4, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0,  , 0/0, 0/0, 2/2, 2/2, 0/0, 0/0, 1/0, 1/0, 2/2, 0/0, 2/2, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 5/6, 1/0, 0/0, 1/0, 5/4, 10/8, 4/5, 0/3, 1/4, 0/0, 1/0, 66/59
Gb major (6b), 6/8, 9/15, 6/10, 1/1, 3/2, 0/0, 1/0, 1/0, 1/0, 2/2, 3/3, 0/0, 1/0, 1/0,  , 0/0, 0/0, 2/2, 2/2, 0/0, 0/0, 2/2, 2/4, 2/2, 0/0, 2/2, 0/0, 0/0, 0/0, 2/2, 2/2, 2/2, 0/0, 2/2, 0/0, 2/2, 7/12, 2/2, 0/0, 2/2, 6/6, 9/13, 6/8, 1/1, 3/2, 0/0, 3/2, 96/113
F# major (6#), 3/1, 6/5, 4/3, 1/1, 2/1, 0/0, 1/0, 1/0, 1/0, 1/1, 2/0, 0/0, 1/0, 1/0,  , 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 5/2, 1/0, 0/0, 1/0, 3/1, 6/5, 4/3, 1/1, 2/1, 0/0, 2/0, 60/25
Eb minor (6b), 3/1, 7/9, 5/6, 1/1, 2/1, 0/0, 1/0, 1/0, 1/0, 1/1, 2/2, 0/0, 1/0, 1/0,  , 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/2, 0/0, 1/1, 0/0, 1/1, 5/8, 1/1, 0/0, 1/1, 3/1, 7/7, 5/5, 1/1, 2/1, 0/0, 2/2, 64/52
D# minor (6#), 6/8, 10/11, 7/9, 1/1, 3/2, 0/0, 1/0, 1/0, 1/0, 2/2, 3/2, 0/0, 1/0, 1/0,  , 0/0, 0/0, 2/0, 2/0, 0/0, 0/0, 2/0, 2/0, 2/0, 0/0, 2/0, 0/0, 0/0, 0/0, 2/2, 2/2, 2/2, 0/0, 2/2, 0/0, 2/2, 7/8, 2/2, 0/0, 2/2, 6/6, 10/10, 7/7, 1/1, 3/5, 0/0, 3/3, 100/89
Cb major (7b), 6/8, 10/19, 5/10, 0/0, 2/2, 0/0, 0/0, 0/0, 0/0, 2/2, 2/2, 0/0, 0/0, 0/0,  , 0/0, 0/0, 2/2, 2/2, 0/0, 0/0, 2/2, 2/4, 2/2, 0/0, 2/2, 0/0, 1/0, 0/0, 2/2, 2/2, 2/2, 0/0, 2/2, 0/0, 2/2, 6/14, 2/2, 0/0, 2/2, 6/6, 10/15, 5/8, 0/0, 2/2, 0/0, 2/2, 85/118
C# major (7#), 4/2, 7/10, 5/3, 2/4, 3/5, 0/0, 1/0, 1/0, 2/0, 1/0, 3/0, 0/0, 1/0, 1/0,  , 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 2/0, 1/0, 0/0, 0/0, 1/0, 1/0, 2/0, 1/0, 2/0, 1/0, 2/0, 6/2, 2/0, 1/0, 2/0, 5/2, 7/6, 5/3, 2/3, 3/4, 1/0, 3/0, 86/44
Ab minor (7b), 4/2, 9/11, 4/8, 0/5, 2/2, 0/0, 0/0, 0/0, 0/0, 2/2, 2/3, 0/0, 0/0, 0/0,  , 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 2/2, 2/4, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 2/2, 2/2, 2/2, 0/0, 2/2, 0/0, 2/2, 5/10, 2/2, 0/0, 2/2, 4/3, 9/9, 4/6, 0/3, 2/2, 0/0, 2/2, 72/88
A# minor (7#), 6/8, 10/17, 12/11, 3/6, 8/13, 0/0, 2/2, 2/2, 3/2, 2/2, 5/4, 0/0, 2/2, 2/2,  , 0/0, 0/0, 2/0, 2/0, 0/0, 0/0, 2/0, 2/0, 2/0, 0/0, 3/0, 1/0, 0/0, 0/0, 2/2, 2/2, 3/2, 1/0, 3/2, 1/0, 3/2, 9/16, 3/2, 1/0, 3/2, 7/6, 10/13, 12/9, 3/5, 8/12, 1/0, 5/4, 148/150
