 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, rowcost
C major (0), 0, 1, 1, 1, 0, 2, 2, 1, 1, 4, 2, 4, 1, 2, 2, 0, 0, 24
A minor (0), 1, 3, 1, 1, 0, 3, 1, 2, 1, 4, 1, 3, 0, 2, 3, 1, 1, 28
F major (1b), 0, 1, 0, 1, 0, 1, 1, 1, 1, 3, 2, 2, 1, 1, 1, 0, 0, 16
G major (1#), 0, 2, 1, 2, 1, 3, 2, 2, 1, 5, 1, 3, 1, 2, 2, 0, 0, 28
D minor (1b), 0, 2, 1, 2, 0, 2, 1, 1, 1, 3, 2, 3, 1, 2, 3, 0, 0, 24
E minor (1#), 0, 2, 1, 3, 1, 3, 2, 1, 0, 4, 1, 3, 1, 3, 4, 0, 0, 29
Bb major (2b), 0, 0, 0, 1, 0, 0, 1, 0, 0, 2, 2, 2, 1, 1, 1, 0, 0, 11
D major (2#), 0, 3, 2, 3, 1, 4, 2, 2, 1, 4, 1, 3, 1, 3, 4, 0, 0, 34
G minor (2b), 0, 1, 0, 2, 1, 1, 1, 1, 0, 3, 1, 2, 1, 1, 1, 0, 0, 16
B minor (2#), 0, 4, 1, 3, 1, 4, 1, 2, 1, 3, 1, 2, 1, 2, 3, 0, 0, 29
Eb major (3b), 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3
A major (3#), 1, 5, 2, 2, 1, 5, 1, 3, 1, 3, 0, 2, 0, 2, 3, 1, 1, 33
C minor (3b), 0, 0, 1, 0, 0, 1, 1, 0, 0, 2, 1, 3, 0, 1, 1, 0, 0, 11
F# minor (3#), 1, 4, 2, 1, 0, 4, 1, 2, 1, 3, 0, 1, 0, 2, 3, 1, 1, 27
Ab major (4b), 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4
E major (4#), 1, 4, 2, 2, 1, 4, 1, 2, 0, 2, 0, 2, 0, 2, 3, 1, 1, 28
F minor (4b), 0, 2, 0, 0, 0, 2, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 9
C# minor (4#), 2, 4, 1, 3, 1, 3, 1, 3, 0, 1, 0, 2, 0, 3, 3, 2, 2, 31
Db major (5b), 1, 3, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 12
B major (5#), 1, 4, 1, 2, 1, 3, 0, 2, 0, 1, 0, 1, 0, 1, 2, 1, 1, 21
Bb minor (5b), 1, 2, 0, 2, 0, 1, 1, 1, 0, 1, 1, 1, 1, 2, 2, 1, 1, 18
G# minor (5#), 0, 4, 1, 1, 1, 4, 0, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 16
Gb major (6b), 2, 5, 1, 2, 0, 3, 0, 2, 0, 1, 0, 0, 0, 2, 3, 2, 2, 25
F# major (6#), 1, 3, 1, 1, 0, 2, 0, 1, 0, 1, 0, 0, 0, 1, 2, 1, 1, 15
Eb minor (6b), 1, 2, 1, 1, 0, 1, 0, 1, 0, 2, 0, 0, 0, 1, 1, 1, 1, 13
D# minor (6#), 2, 3, 1, 2, 0, 1, 0, 2, 0, 2, 0, 0, 0, 2, 2, 2, 2, 21
Cb major (7b), 2, 7, 2, 3, 1, 5, 0, 3, 0, 2, 0, 1, 0, 2, 3, 2, 2, 35
C# major (7#), 2, 3, 0, 2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 2, 2, 2, 2, 18
Ab minor (7b), 0, 3, 1, 1, 1, 3, 0, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 14
A# minor (7#), 2, 4, 0, 3, 0, 2, 1, 2, 0, 1, 1, 1, 1, 3, 3, 2, 2, 28
