 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, rowcost
C minor (3b), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/1, 2/1, 0/0, 0/0, 0/0, 0/0, 0/0, 4/3
F# minor (3#), 1/0, 5/3, 2/1, 2/1, 1/0, 5/2, 1/0, 3/1, 1/0, 3/1, 0/0, 2/0, 0/0, 2/1, 3/1, 1/1, 1/2, 33/14
Ab major (4b), 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 4/0
E major (4#), 1/0, 4/2, 2/1, 2/1, 1/0, 4/3, 1/0, 2/2, 0/0, 2/2, 0/0, 2/2, 0/0, 2/1, 3/1, 1/1, 1/2, 28/18
F minor (4b), 0/0, 1/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/1, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 4/2
C# minor (4#), 2/0, 5/3, 2/0, 3/2, 1/0, 4/1, 1/0, 3/1, 0/0, 2/1, 0/0, 2/0, 0/0, 3/0, 3/0, 2/0, 2/0, 35/8
Db major (5b), 1/0, 3/2, 0/0, 1/0, 0/0, 2/2, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 12/4
B major (5#), 1/0, 4/2, 1/1, 2/1, 1/0, 3/2, 0/0, 2/2, 0/0, 1/1, 0/0, 1/0, 0/0, 1/1, 2/1, 1/1, 1/2, 21/14
Bb minor (5b), 1/0, 2/0, 0/0, 1/1, 0/0, 1/0, 0/0, 1/0, 0/0, 0/1, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 10/2
G# minor (5#), 2/0, 6/3, 1/0, 3/1, 1/0, 4/1, 0/0, 3/1, 0/0, 1/1, 0/0, 1/0, 0/0, 2/0, 2/0, 2/0, 2/0, 30/7
Gb major (6b), 2/2, 5/4, 1/0, 2/2, 0/0, 3/3, 0/0, 2/2, 0/0, 1/1, 0/0, 0/0, 0/0, 2/2, 3/2, 2/2, 2/4, 25/24
F# major (6#), 1/0, 3/3, 1/0, 1/1, 0/0, 2/2, 0/0, 1/1, 0/0, 1/0, 0/0, 0/0, 0/0, 1/1, 2/1, 1/1, 1/2, 15/12
Eb minor (6b), 1/0, 3/0, 1/0, 1/0, 0/0, 2/0, 0/0, 1/0, 0/0, 1/1, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 14/1
D# minor (6#), 2/0, 5/3, 1/0, 2/1, 0/0, 3/1, 0/0, 2/1, 0/0, 1/1, 0/0, 0/0, 0/0, 2/0, 2/0, 2/0, 2/0, 24/7
Cb major (7b), 2/2, 7/6, 2/2, 3/2, 1/0, 5/4, 0/0, 3/2, 0/0, 2/2, 0/0, 1/0, 0/0, 2/2, 3/2, 2/2, 2/4, 35/30
C# major (7#), 2/0, 3/3, 0/0, 2/2, 0/0, 1/1, 0/0, 2/2, 0/0, 0/0, 0/0, 0/0, 0/0, 2/2, 2/0, 2/0, 2/0, 18/10
Ab minor (7b), 1/0, 4/1, 1/0, 2/0, 1/0, 3/1, 0/0, 2/0, 0/0, 1/0, 0/0, 1/0, 0/0, 1/0, 1/0, 1/0, 1/0, 20/2
A# minor (7#), 2/0, 4/3, 0/0, 2/1, 0/0, 2/1, 0/0, 2/1, 0/0, 0/1, 0/0, 0/0, 0/0, 2/0, 2/0, 2/0, 2/0, 20/7
