 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, rowcost
C major (0), 3, 0, 1, 1, 2, 2, 2, 0, 3, 0, 0, 0, 0, 0, 0, 2, 3, 2, 2, 0, 1, 1, 2, 2, 2, 0, 0, 31
A minor (0), 3, 1, 1, 1, 1, 4, 4, 1, 3, 0, 1, 0, 0, 1, 1, 2, 3, 1, 0, 1, 1, 1, 1, 4, 4, 0, 0, 40
A minor mel (0), 3, 1, 1, 2, 1, 4, 4, 1, 3, 0, 1, 0, 0, 2, 1, 2, 4, 1, 0, 1, 1, 2, 1, 4, 4, 0, 0, 44
C major blues (0), 3, 2, 2, 2, 2, 2, 3, 0, 3, 0, 1, 1, 1, 2, 1, 2, 4, 2, 2, 2, 2, 2, 2, 2, 3, 0, 0, 48
A minor blues (0), 2, 2, 2, 2, 2, 3, 4, 0, 2, 0, 1, 1, 1, 2, 1, 2, 4, 1, 1, 2, 2, 2, 2, 3, 4, 0, 0, 48
C dorian (0), 3, 0, 1, 2, 2, 2, 2, 0, 3, 0, 0, 0, 0, 1, 0, 2, 4, 2, 2, 0, 1, 2, 2, 2, 2, 0, 0, 35
C phrygian (0), 2, 1, 2, 0, 1, 2, 1, 0, 2, 0, 1, 0, 1, 0, 1, 1, 2, 2, 2, 1, 2, 0, 1, 2, 1, 0, 0, 28
C lydian (0), 3, 0, 1, 2, 2, 2, 2, 0, 3, 0, 0, 0, 0, 1, 0, 2, 4, 2, 2, 0, 1, 2, 2, 2, 2, 0, 0, 35
C mixolydian (0), 2, 1, 2, 0, 1, 2, 1, 0, 2, 0, 1, 0, 1, 0, 1, 1, 2, 2, 2, 1, 2, 0, 1, 2, 1, 0, 0, 28
C aeolian (0), 3, 0, 1, 1, 2, 2, 2, 0, 3, 0, 0, 0, 0, 0, 0, 2, 3, 2, 2, 0, 1, 1, 2, 2, 2, 0, 0, 31
C locrian (0), 2, 2, 2, 0, 1, 1, 2, 0, 2, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 0, 1, 1, 2, 0, 0, 32
F major (1b), 2, 1, 2, 0, 1, 2, 1, 0, 2, 0, 1, 0, 1, 0, 1, 1, 2, 2, 2, 1, 2, 0, 1, 2, 1, 0, 0, 28
G major (1#), 3, 0, 1, 2, 2, 2, 2, 0, 3, 0, 0, 0, 0, 1, 0, 2, 4, 1, 2, 0, 1, 2, 2, 2, 2, 0, 0, 34
D minor (1b), 1, 2, 3, 0, 2, 4, 2, 0, 1, 1, 2, 1, 2, 0, 1, 2, 1, 0, 1, 2, 3, 0, 2, 4, 2, 1, 1, 41
E minor (1#), 2, 0, 2, 4, 3, 2, 3, 0, 2, 1, 0, 0, 1, 2, 1, 2, 5, 2, 1, 0, 2, 4, 3, 2, 3, 1, 0, 48
D minor mel (1b), 2, 1, 2, 1, 3, 4, 3, 0, 2, 1, 1, 1, 1, 0, 0, 3, 2, 0, 1, 1, 2, 1, 3, 4, 3, 1, 1, 44
E minor mel (1#), 2, 1, 3, 4, 4, 3, 3, 0, 2, 2, 1, 1, 2, 2, 1, 3, 4, 1, 1, 1, 3, 4, 4, 3, 3, 2, 1, 61
F major blues (1b), 3, 2, 2, 2, 3, 2, 3, 0, 3, 0, 2, 2, 1, 2, 2, 2, 4, 2, 2, 2, 2, 2, 3, 2, 3, 0, 0, 53
G major blues (1#), 3, 2, 3, 2, 3, 3, 2, 0, 3, 1, 2, 1, 2, 1, 1, 3, 4, 1, 2, 2, 3, 2, 3, 3, 2, 1, 1, 56
D minor blues (1b), 3, 2, 2, 2, 3, 3, 4, 0, 3, 0, 2, 2, 1, 2, 2, 2, 4, 1, 2, 2, 2, 2, 3, 3, 4, 0, 0, 56
E minor blues (1#), 2, 2, 3, 3, 4, 4, 3, 0, 2, 1, 2, 1, 2, 1, 1, 3, 4, 1, 1, 2, 3, 3, 4, 4, 3, 1, 1, 61
F dorian (1b), 3, 0, 1, 1, 2, 2, 2, 0, 3, 0, 0, 0, 0, 0, 0, 2, 3, 2, 2, 0, 1, 1, 2, 2, 2, 0, 0, 31
G dorian (1#), 3, 1, 2, 2, 3, 3, 2, 0, 3, 1, 1, 1, 1, 1, 0, 3, 3, 0, 2, 1, 2, 2, 3, 3, 2, 1, 1, 47
F phrygian (1b), 2, 2, 2, 0, 1, 1, 2, 0, 2, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 0, 1, 1, 2, 0, 0, 32
G phrygian (1#), 3, 0, 1, 1, 2, 2, 2, 0, 3, 0, 0, 0, 0, 0, 0, 2, 3, 1, 2, 0, 1, 1, 2, 2, 2, 0, 0, 30
F lydian (1b), 3, 0, 1, 1, 2, 2, 2, 0, 3, 0, 0, 0, 0, 0, 0, 2, 3, 2, 2, 0, 1, 1, 2, 2, 2, 0, 0, 31
G lydian (1#), 3, 1, 2, 2, 3, 3, 2, 0, 3, 1, 1, 1, 1, 1, 0, 3, 3, 0, 2, 1, 2, 2, 3, 3, 2, 1, 1, 47
