 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, rowcost
C major (0), 0, 0, 1, 0, 0, 3, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
A minor (0), 1, 0, 0, 0, 1, 2, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 14
F major (1b), 0, 0, 2, 0, 0, 2, 0, 0, 1, 2, 0, 0, 2, 1, 0, 1, 0, 0, 2, 0, 0, 2, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 18
G major (1#), 0, 0, 1, 0, 0, 3, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 15
D minor (1b), 1, 1, 2, 0, 0, 2, 0, 0, 1, 2, 1, 1, 2, 1, 0, 1, 1, 1, 2, 0, 0, 2, 0, 0, 2, 1, 1, 1, 1, 0, 1, 1, 29
E minor (1#), 0, 1, 1, 0, 0, 2, 1, 1, 1, 2, 1, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 21
Bb major (2b), 1, 1, 3, 1, 1, 3, 0, 0, 2, 3, 0, 0, 1, 1, 0, 1, 1, 1, 3, 1, 1, 3, 0, 0, 1, 0, 2, 1, 0, 1, 0, 0, 33
D major (2#), 1, 1, 1, 0, 0, 3, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 3, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 26
G minor (2b), 1, 1, 3, 1, 1, 3, 1, 1, 2, 3, 0, 0, 2, 1, 0, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 0, 2, 1, 0, 1, 0, 0, 38
B minor (2#), 1, 1, 1, 0, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 2, 1, 1, 1, 1, 0, 1, 2, 0, 1, 1, 31
Eb major (3b), 1, 1, 2, 1, 2, 2, 0, 0, 1, 2, 0, 0, 2, 2, 1, 1, 1, 1, 2, 1, 2, 2, 0, 0, 1, 0, 2, 2, 1, 1, 0, 0, 34
A major (3#), 2, 1, 0, 0, 1, 2, 2, 1, 2, 0, 1, 1, 1, 0, 0, 0, 2, 1, 0, 0, 1, 2, 2, 1, 1, 1, 1, 0, 1, 0, 1, 1, 29
C minor (3b), 1, 1, 1, 1, 2, 5, 0, 0, 2, 1, 0, 0, 2, 1, 1, 0, 1, 1, 1, 1, 2, 5, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 33
F# minor (3#), 3, 2, 1, 1, 2, 4, 1, 0, 3, 1, 1, 1, 2, 0, 0, 0, 3, 2, 1, 1, 2, 4, 1, 0, 2, 1, 2, 0, 1, 1, 1, 1, 45
Ab major (4b), 1, 2, 2, 1, 3, 3, 0, 0, 2, 3, 1, 0, 3, 4, 2, 1, 1, 2, 2, 1, 3, 3, 0, 0, 2, 1, 2, 3, 2, 1, 0, 0, 51
E major (4#), 2, 2, 0, 0, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 0, 0, 2, 2, 0, 0, 1, 2, 2, 1, 2, 2, 1, 0, 1, 0, 1, 1, 36
F minor (4b), 0, 1, 1, 0, 1, 3, 0, 0, 2, 2, 1, 0, 3, 3, 1, 1, 0, 1, 1, 0, 1, 3, 0, 0, 2, 1, 1, 2, 1, 0, 0, 0, 32
C# minor (4#), 2, 1, 1, 0, 2, 2, 3, 1, 1, 2, 1, 0, 3, 2, 0, 1, 2, 1, 1, 0, 2, 2, 3, 1, 2, 1, 3, 1, 0, 0, 0, 0, 41
Db major (5b), 2, 3, 2, 1, 4, 3, 1, 0, 3, 4, 2, 0, 3, 5, 2, 1, 2, 3, 2, 1, 4, 3, 1, 0, 3, 2, 3, 3, 2, 1, 0, 0, 66
B major (5#), 2, 2, 0, 0, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 0, 2, 2, 0, 0, 2, 1, 2, 1, 2, 2, 1, 1, 2, 0, 1, 1, 39
Bb minor (5b), 2, 2, 3, 1, 2, 3, 1, 0, 3, 4, 1, 0, 1, 2, 0, 1, 2, 2, 3, 1, 2, 3, 1, 0, 2, 1, 3, 1, 0, 1, 0, 0, 48
G# minor (5#), 1, 3, 0, 0, 1, 1, 1, 1, 2, 2, 3, 1, 1, 3, 1, 0, 1, 3, 0, 0, 1, 1, 1, 1, 4, 3, 0, 1, 2, 0, 1, 1, 41
Gb major (6b), 4, 4, 1, 1, 5, 3, 2, 0, 3, 3, 3, 1, 2, 4, 2, 0, 4, 4, 1, 1, 5, 3, 2, 0, 4, 3, 3, 2, 3, 1, 1, 1, 76
F# major (6#), 3, 3, 1, 1, 3, 2, 1, 0, 2, 2, 2, 1, 1, 2, 1, 0, 3, 3, 1, 1, 3, 2, 1, 0, 3, 2, 2, 1, 2, 1, 1, 1, 52
Eb minor (6b), 3, 2, 1, 1, 3, 2, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 3, 2, 1, 1, 3, 2, 1, 0, 2, 1, 2, 1, 2, 1, 1, 1, 44
D# minor (6#), 4, 2, 1, 1, 5, 3, 2, 0, 1, 1, 1, 1, 2, 2, 2, 0, 4, 2, 1, 1, 5, 3, 2, 0, 2, 1, 3, 2, 3, 1, 1, 1, 60
