 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, rowcost
C major (0), 2, 1, 2, 1, 3, 2, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 26
A minor (0), 3, 0, 3, 0, 4, 2, 3, 0, 3, 3, 1, 1, 3, 2, 3, 0, 31
F major (1b), 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 20
G major (1#), 3, 2, 3, 2, 4, 3, 3, 2, 2, 3, 0, 0, 2, 2, 3, 2, 36
D minor (1b), 2, 2, 2, 2, 3, 0, 2, 2, 3, 1, 2, 2, 3, 0, 2, 2, 30
E minor (1#), 4, 2, 4, 2, 3, 3, 4, 3, 3, 3, 0, 0, 3, 2, 4, 2, 42
Bb major (2b), 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 17
D major (2#), 4, 3, 4, 3, 5, 2, 4, 3, 3, 2, 1, 1, 3, 1, 4, 3, 46
G minor (2b), 2, 2, 2, 2, 2, 2, 2, 2, 1, 3, 0, 0, 1, 2, 2, 2, 27
B minor (2#), 3, 3, 3, 3, 4, 1, 3, 3, 5, 1, 1, 1, 5, 1, 3, 3, 43
Eb major (3b), 0, 0, 0, 0, 1, 1, 0, 0, 2, 2, 1, 1, 2, 1, 0, 0, 11
A major (3#), 5, 2, 5, 2, 6, 2, 5, 2, 3, 3, 1, 1, 3, 2, 5, 2, 49
C minor (3b), 1, 0, 1, 0, 2, 2, 1, 0, 2, 2, 1, 1, 2, 1, 1, 0, 17
F# minor (3#), 4, 1, 4, 1, 4, 1, 4, 1, 3, 1, 1, 1, 3, 1, 4, 1, 35
Ab major (4b), 1, 0, 1, 0, 0, 0, 1, 1, 3, 1, 1, 1, 3, 0, 1, 0, 14
E major (4#), 6, 2, 6, 2, 5, 2, 6, 3, 2, 3, 1, 1, 2, 2, 6, 2, 51
F minor (4b), 1, 0, 1, 0, 1, 0, 1, 1, 4, 1, 1, 1, 4, 0, 1, 0, 17
C# minor (4#), 5, 1, 5, 1, 4, 2, 5, 2, 3, 4, 0, 0, 3, 3, 5, 1, 44
Db major (5b), 3, 0, 3, 0, 1, 0, 3, 2, 5, 2, 0, 0, 5, 1, 3, 0, 28
B major (5#), 5, 2, 5, 2, 4, 1, 5, 3, 3, 2, 1, 1, 3, 2, 5, 2, 46
Bb minor (5b), 3, 1, 3, 1, 1, 0, 3, 2, 3, 2, 0, 0, 3, 1, 3, 1, 27
G# minor (5#), 4, 2, 4, 2, 2, 1, 4, 4, 3, 2, 2, 2, 3, 1, 4, 2, 42
Gb major (6b), 6, 1, 6, 1, 3, 0, 6, 3, 6, 2, 1, 1, 6, 2, 6, 1, 51
F# major (6#), 4, 1, 4, 1, 2, 0, 4, 2, 3, 1, 1, 1, 3, 1, 4, 1, 33
Eb minor (6b), 2, 1, 2, 1, 3, 1, 2, 1, 3, 3, 1, 1, 3, 2, 2, 1, 29
D# minor (6#), 3, 1, 3, 1, 4, 1, 3, 1, 5, 4, 1, 1, 5, 3, 3, 1, 40
Cb major (7b), 8, 3, 8, 3, 6, 1, 8, 5, 6, 3, 2, 2, 6, 3, 8, 3, 75
C# major (7#), 3, 0, 3, 0, 2, 0, 3, 1, 4, 3, 0, 0, 4, 2, 3, 0, 28
Ab minor (7b), 3, 2, 3, 2, 2, 1, 3, 3, 3, 2, 2, 2, 3, 1, 3, 2, 37
A# minor (7#), 5, 1, 5, 1, 2, 0, 5, 3, 5, 3, 0, 0, 5, 2, 5, 1, 43
