 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, rowcost
C major (0), 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 1/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/1, 1/1, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 16/4
A minor (0), 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 1/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 16/0
F major (1b), 1/1, 1/1, 2/1, 1/1, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 2/3, 0/0, 1/3, 1/1, 0/0, 1/0, 1/1, 1/1, 2/1, 1/1, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/2, 1/0, 1/0, 0/0, 1/1, 0/0, 1/0, 0/0, 0/0, 31/18
G major (1#), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/1, 1/1, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 4/3
D minor (1b), 1/0, 1/0, 2/0, 1/0, 1/0, 1/0, 0/0, 1/0, 0/0, 1/0, 2/0, 0/0, 1/0, 1/0, 0/0, 1/0, 1/0, 1/0, 2/0, 1/0, 1/0, 1/0, 1/0, 1/0, 1/1, 1/2, 1/0, 1/0, 1/1, 1/0, 0/0, 1/0, 0/0, 1/0, 0/0, 0/0, 31/4
E minor (1#), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 4/0
Bb major (2b), 1/1, 2/1, 2/4, 1/1, 2/2, 1/1, 0/0, 0/0, 0/0, 1/1, 2/5, 0/0, 1/3, 2/1, 0/0, 1/2, 1/1, 2/1, 2/5, 1/1, 2/1, 1/1, 0/0, 0/0, 2/1, 3/2, 1/3, 1/2, 2/1, 1/2, 0/0, 1/1, 1/0, 1/3, 0/0, 0/0, 38/47
D major (2#), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/1, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/1, 1/1, 1/0, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 12/3
G minor (2b), 1/0, 2/0, 2/0, 1/0, 2/0, 1/0, 0/0, 0/0, 0/0, 1/0, 2/0, 0/0, 1/0, 2/0, 0/0, 1/0, 1/0, 2/0, 2/0, 1/0, 2/0, 1/0, 0/0, 0/0, 1/0, 1/0, 1/0, 1/0, 2/0, 1/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 35/0
B minor (2#), 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 1/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 0/0, 2/0, 1/0, 1/1, 1/0, 0/0, 0/0, 1/0, 1/0, 0/0, 0/0, 1/0, 0/0, 0/0, 0/0, 12/1
