 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, rowcost
C major (0), 1, 1, 1, 0, 1, 2, 1, 1, 1, 0, 0, 2, 1, 1, 1, 1, 15
A minor (0), 1, 2, 1, 0, 1, 3, 1, 2, 1, 0, 0, 2, 1, 2, 1, 1, 19
A minor mel (0), 0, 2, 1, 0, 1, 2, 0, 3, 1, 0, 0, 1, 0, 2, 1, 0, 14
C major blues (0), 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 0, 2, 1, 1, 1, 1, 19
A minor blues (0), 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 0, 2, 1, 1, 1, 1, 19
C dorian (0), 0, 1, 1, 0, 1, 1, 0, 2, 1, 0, 0, 1, 0, 1, 1, 0, 10
C phrygian (0), 1, 2, 0, 1, 0, 2, 1, 0, 0, 1, 0, 2, 1, 0, 0, 1, 12
C lydian (0), 0, 1, 1, 0, 1, 1, 0, 2, 1, 0, 0, 1, 0, 1, 1, 0, 10
C mixolydian (0), 1, 2, 0, 1, 0, 2, 1, 0, 0, 1, 0, 2, 1, 0, 0, 1, 12
C aeolian (0), 1, 1, 1, 0, 1, 2, 1, 1, 1, 0, 0, 2, 1, 1, 1, 1, 15
C locrian (0), 1, 2, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 10
F major (1b), 1, 2, 0, 1, 0, 2, 1, 0, 0, 1, 0, 2, 1, 0, 0, 1, 12
G major (1#), 0, 1, 1, 0, 1, 1, 0, 2, 1, 0, 0, 1, 0, 1, 1, 0, 10
D minor (1b), 1, 2, 0, 1, 0, 2, 1, 0, 0, 1, 0, 2, 1, 0, 0, 1, 12
E minor (1#), 1, 1, 1, 0, 2, 0, 0, 2, 1, 1, 1, 0, 0, 1, 1, 0, 12
D minor mel (1b), 1, 1, 1, 0, 1, 2, 1, 1, 1, 0, 0, 2, 1, 1, 1, 1, 15
E minor mel (1#), 1, 1, 1, 0, 2, 0, 0, 2, 1, 1, 1, 0, 0, 1, 1, 0, 12
F major blues (1b), 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 0, 2, 1, 1, 1, 1, 20
G major blues (1#), 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 0, 2, 1, 1, 1, 1, 19
D minor blues (1b), 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 0, 2, 1, 1, 1, 1, 20
