 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, rowcost
C major (0), 0, 0, 0, 0, 0, 1, 0, 0, 1, 3, 1, 0,  , 1, 0, 1,  , 1, 1, 1, 0, 1, 3, 1, 0, 2, 2, 2, 0, 1, 4, 2, 4, 1, 0, 0, 0, 0, 2, 0, 2, 3, 0, 4, 4, 1, 2, 0, 2, 0, 54
A minor (0), 0, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 0,  , 1, 0, 1,  , 0, 2, 0, 0, 1, 4, 3, 0, 3, 3, 4, 0, 2, 6, 3, 5, 2, 0, 0, 0, 0, 4, 0, 5, 4, 0, 3, 6, 2, 4, 1, 3, 0, 86
A minor mel (0), 0, 2, 2, 2, 2, 3, 2, 2, 3, 3, 3, 0,  , 2, 1, 2,  , 1, 3, 1, 1, 1, 5, 4, 1, 4, 4, 4, 0, 3, 5, 4, 4, 3, 1, 1, 0, 1, 5, 0, 6, 5, 1, 4, 7, 3, 4, 2, 4, 0, 121
C major blues (0), 0, 1, 1, 1, 1, 2, 2, 1, 2, 4, 2, 0,  , 2, 1, 2,  , 2, 2, 2, 2, 1, 4, 2, 1, 3, 4, 2, 0, 2, 5, 4, 4, 2, 2, 1, 0, 1, 4, 0, 4, 4, 1, 6, 6, 2, 3, 1, 3, 0, 102
A minor blues (0), 0, 1, 1, 1, 1, 2, 2, 1, 2, 4, 2, 0,  , 2, 1, 2,  , 2, 2, 2, 2, 1, 5, 3, 1, 3, 4, 3, 0, 2, 6, 4, 4, 2, 2, 1, 0, 1, 7, 0, 6, 4, 1, 6, 7, 2, 4, 1, 4, 0, 114
C dorian (0), 0, 1, 1, 1, 1, 2, 1, 1, 2, 4, 2, 0,  , 2, 1, 2,  , 2, 2, 2, 1, 1, 4, 2, 1, 3, 3, 2, 0, 2, 3, 3, 3, 2, 1, 1, 0, 1, 3, 0, 3, 4, 1, 5, 5, 2, 2, 1, 3, 0, 89
C phrygian (0), 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 1, 0,  , 0, 0, 1,  , 1, 1, 1, 0, 0, 2, 1, 0, 1, 1, 1, 0, 1, 3, 2, 4, 0, 0, 0, 0, 0, 3, 0, 1, 2, 0, 3, 3, 0, 1, 0, 1, 0, 39
C lydian (0), 0, 1, 1, 1, 1, 2, 1, 1, 2, 4, 2, 0,  , 2, 1, 2,  , 2, 2, 2, 1, 1, 4, 2, 1, 3, 3, 2, 0, 2, 3, 3, 3, 2, 1, 1, 0, 1, 3, 0, 3, 4, 1, 5, 5, 2, 2, 1, 3, 0, 89
C mixolydian (0), 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 1, 0,  , 0, 0, 1,  , 1, 1, 1, 0, 0, 2, 1, 0, 1, 1, 1, 0, 1, 3, 2, 4, 0, 0, 0, 0, 0, 3, 0, 1, 2, 0, 3, 3, 0, 1, 0, 1, 0, 39
C aeolian (0), 0, 0, 0, 0, 0, 1, 0, 0, 1, 3, 1, 0,  , 1, 0, 1,  , 1, 1, 1, 0, 1, 3, 1, 0, 2, 2, 2, 0, 1, 4, 2, 4, 1, 0, 0, 0, 0, 2, 0, 2, 3, 0, 4, 4, 1, 2, 0, 2, 0, 54
C locrian (0), 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0,  , 0, 0, 0,  , 1, 1, 1, 1, 0, 1, 1, 0, 0, 2, 0, 0, 1, 4, 3, 3, 0, 1, 0, 0, 0, 3, 0, 2, 2, 0, 4, 4, 0, 2, 0, 1, 0, 42
F major (1b), 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 1, 0,  , 0, 0, 1,  , 1, 1, 1, 0, 0, 2, 1, 0, 1, 1, 1, 0, 1, 2, 2, 4, 0, 0, 0, 0, 0, 3, 0, 1, 2, 0, 3, 3, 0, 1, 0, 1, 0, 38
G major (1#), 0, 1, 1, 1, 1, 2, 1, 1, 2, 4, 2, 0,  , 2, 1, 2,  , 2, 2, 2, 1, 1, 5, 2, 1, 3, 3, 2, 0, 2, 4, 3, 2, 2, 1, 1, 0, 1, 3, 0, 3, 4, 1, 5, 6, 2, 3, 1, 4, 0, 93
D minor (1b), 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1,  , 1, 1, 1,  , 2, 1, 2, 1, 0, 2, 2, 1, 2, 2, 2, 1, 1, 3, 3, 4, 1, 1, 1, 1, 1, 6, 1, 2, 3, 0, 4, 3, 0, 1, 1, 1, 1, 75
E minor (1#), 0, 1, 1, 1, 1, 2, 1, 1, 2, 4, 1, 0,  , 4, 2, 1,  , 3, 3, 3, 2, 1, 5, 4, 1, 3, 4, 4, 0, 3, 5, 4, 2, 7, 1, 1, 0, 2, 7, 0, 5, 8, 1, 7, 7, 3, 3, 1, 7, 0, 129
D minor mel (1b), 1, 1, 1, 1, 1, 2, 1, 1, 2, 3, 1, 1,  , 2, 1, 1,  , 2, 1, 2, 1, 1, 3, 2, 1, 3, 3, 3, 1, 1, 4, 3, 4, 2, 1, 1, 1, 1, 5, 1, 3, 4, 0, 5, 4, 1, 2, 1, 2, 1, 90
E minor mel (1#), 1, 2, 2, 2, 2, 3, 2, 2, 3, 4, 1, 1,  , 5, 3, 1,  , 4, 3, 4, 3, 1, 4, 4, 2, 4, 5, 5, 1, 3, 4, 5, 3, 8, 2, 2, 1, 3, 7, 1, 6, 9, 1, 8, 6, 3, 2, 2, 6, 1, 157
F major blues (1b), 0, 0, 0, 0, 0, 1, 1, 0, 1, 3, 1, 0,  , 2, 1, 2,  , 1, 1, 1, 2, 2, 4, 1, 0, 3, 3, 3, 0, 2, 5, 4, 5, 2, 2, 0, 0, 0, 3, 1, 4, 4, 1, 5, 6, 2, 3, 1, 3, 1, 87
G major blues (1#), 1, 2, 2, 2, 2, 3, 3, 2, 3, 4, 2, 1,  , 3, 2, 2,  , 3, 2, 3, 2, 1, 5, 2, 2, 4, 4, 3, 1, 2, 5, 4, 4, 3, 2, 2, 1, 2, 4, 1, 4, 5, 1, 6, 6, 2, 3, 2, 4, 1, 130
D minor blues (1b), 0, 0, 0, 0, 0, 1, 1, 0, 1, 3, 1, 0,  , 2, 1, 2,  , 1, 1, 1, 2, 2, 5, 2, 0, 3, 3, 3, 0, 2, 7, 4, 4, 2, 2, 0, 0, 0, 6, 1, 4, 4, 1, 6, 7, 2, 4, 1, 4, 1, 97
