 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, rowcost
C major (0), 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 4, 3, 3, 4, 1, 2, 1, 3, 3, 3, 3, 4, 4, 3, 3, 5, 0, 105
A minor (0), 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 3, 2, 3, 2, 3, 1, 1, 1, 2, 2, 2, 2, 3, 3, 2, 2, 5, 0, 75
A minor mel (0), 3, 3, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 3, 3, 2, 2, 2, 1, 2, 1, 2, 0, 2, 0, 2, 2, 1, 1, 3, 3, 2, 2, 5, 0, 63
C major blues (0), 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 4, 2, 4, 2, 3, 3, 3, 3, 4, 4, 4, 4, 5, 0, 115
A minor blues (0), 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 2, 4, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 0, 102
C dorian (0), 4, 4, 3, 3, 3, 3, 2, 2, 3, 3, 2, 2, 4, 4, 3, 3, 3, 3, 2, 2, 3, 0, 3, 0, 3, 3, 2, 2, 4, 4, 3, 3, 5, 0, 93
C phrygian (0), 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 4, 4, 3, 3, 4, 2, 3, 1, 3, 3, 3, 3, 3, 3, 2, 2, 4, 0, 94
C lydian (0), 4, 4, 3, 3, 3, 3, 2, 2, 3, 3, 2, 2, 4, 4, 3, 3, 3, 3, 2, 2, 3, 0, 3, 0, 3, 3, 2, 2, 4, 4, 3, 3, 5, 0, 93
C mixolydian (0), 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 4, 4, 3, 3, 4, 2, 3, 1, 3, 3, 3, 3, 3, 3, 2, 2, 4, 0, 94
C aeolian (0), 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 4, 3, 3, 4, 1, 2, 1, 3, 3, 3, 3, 4, 4, 3, 3, 5, 0, 105
C locrian (0), 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 0, 83
F major (1b), 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 4, 4, 3, 3, 4, 2, 3, 1, 3, 3, 3, 3, 3, 3, 2, 2, 4, 0, 94
G major (1#), 3, 3, 2, 2, 3, 3, 2, 2, 3, 3, 2, 2, 3, 3, 2, 2, 3, 3, 2, 2, 3, 0, 3, 0, 3, 3, 2, 2, 3, 3, 2, 2, 5, 0, 81
D minor (1b), 1, 1, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 0, 0, 3, 3, 2, 3, 3, 2, 3, 2, 4, 4, 4, 4, 1, 1, 0, 0, 3, 1, 79
E minor (1#), 3, 3, 3, 3, 1, 1, 0, 0, 1, 1, 0, 0, 3, 3, 3, 3, 2, 1, 1, 1, 2, 0, 2, 0, 1, 1, 0, 0, 3, 3, 3, 3, 4, 0, 55
D minor mel (1b), 2, 2, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 1, 1, 3, 3, 2, 3, 3, 1, 2, 2, 4, 4, 4, 4, 2, 2, 1, 1, 4, 1, 90
E minor mel (1#), 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1, 1, 0, 1, 1, 0, 2, 1, 2, 2, 1, 1, 2, 2, 2, 2, 3, 1, 53
F major blues (1b), 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5, 0, 119
G major blues (1#), 3, 3, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 2, 2, 4, 4, 3, 3, 4, 2, 4, 2, 4, 4, 4, 4, 3, 3, 2, 2, 5, 1, 110
D minor blues (1b), 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 0, 106
E minor blues (1#), 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 4, 3, 3, 3, 4, 2, 4, 2, 3, 3, 3, 3, 3, 3, 2, 2, 4, 1, 96
F dorian (1b), 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 4, 3, 3, 4, 1, 2, 1, 3, 3, 3, 3, 4, 4, 3, 3, 5, 0, 105
G dorian (1#), 2, 2, 1, 1, 4, 4, 3, 3, 4, 4, 3, 3, 2, 2, 1, 1, 2, 3, 1, 2, 2, 0, 3, 1, 4, 4, 3, 3, 2, 2, 1, 1, 4, 1, 79
F phrygian (1b), 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 0, 83
G phrygian (1#), 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 4, 4, 3, 3, 4, 1, 2, 1, 3, 3, 3, 3, 3, 3, 2, 2, 5, 0, 93
F lydian (1b), 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 4, 3, 3, 4, 1, 2, 1, 3, 3, 3, 3, 4, 4, 3, 3, 5, 0, 105
G lydian (1#), 2, 2, 1, 1, 4, 4, 3, 3, 4, 4, 3, 3, 2, 2, 1, 1, 2, 3, 1, 2, 2, 0, 3, 1, 4, 4, 3, 3, 2, 2, 1, 1, 4, 1, 79
F mixolydian (1b), 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 0, 83
