 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, rowcost
C major (0), 0, 0, 0, 3, 1, 0, 0, 0, 1, 3, 3, 1, 3, 2, 2, 2, 1, 0, 0, 0, 3, 1, 0, 0, 0, 26
A minor (0), 0, 1, 0, 4, 1, 0, 0, 0, 1, 5, 4, 2, 4, 2, 1, 2, 1, 0, 1, 0, 4, 1, 0, 0, 0, 34
A minor mel (0), 1, 2, 1, 4, 2, 1, 1, 0, 1, 5, 4, 2, 5, 3, 2, 3, 1, 1, 2, 1, 4, 2, 1, 1, 0, 50
C major blues (0), 1, 1, 2, 3, 2, 1, 2, 1, 2, 3, 3, 1, 4, 4, 4, 3, 1, 1, 1, 2, 3, 2, 1, 2, 1, 51
A minor blues (0), 1, 1, 2, 3, 2, 1, 2, 1, 2, 4, 3, 1, 4, 5, 4, 4, 1, 1, 1, 2, 3, 2, 1, 2, 1, 54
C dorian (0), 1, 1, 1, 3, 2, 1, 1, 0, 1, 3, 3, 1, 4, 3, 3, 3, 1, 1, 1, 1, 3, 2, 1, 1, 0, 42
C phrygian (0), 0, 0, 0, 2, 0, 0, 1, 1, 2, 2, 2, 0, 3, 3, 3, 1, 0, 0, 0, 0, 2, 0, 0, 1, 1, 24
C lydian (0), 1, 1, 1, 3, 2, 1, 1, 0, 1, 3, 3, 1, 4, 3, 3, 3, 1, 1, 1, 1, 3, 2, 1, 1, 0, 42
C mixolydian (0), 0, 0, 0, 2, 0, 0, 1, 1, 2, 2, 2, 0, 3, 3, 3, 1, 0, 0, 0, 0, 2, 0, 0, 1, 1, 24
C aeolian (0), 0, 0, 0, 3, 1, 0, 0, 0, 1, 3, 3, 1, 3, 2, 2, 2, 1, 0, 0, 0, 3, 1, 0, 0, 0, 26
C locrian (0), 0, 0, 1, 1, 0, 0, 1, 1, 2, 1, 1, 0, 2, 3, 3, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 21
