 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, rowcost
C major (0), 2, 2, 3, 3, 2, 3, 0, 2, 2, 2, 3, 3, 2, 4,  , 2, 3, 3, 1, 4, 6, 5, 3, 4, 2, 2, 3, 3, 2, 4, 4, 3, 1, 0, 3, 3, 2, 5, 1, 1, 2, 6, 2, 1, 2, 3, 5, 2, 3, 4, 4,  , 3, 2, 3, 2, 2, 2,  , 1, 3, 4, 0, 2, 4, 4, 5, 4, 1, 3, 1, 1, 2, 5, 2, 4, 6, 5, 3,  , 3, 4, 4, 1, 2, 3, 1, 4, 2, 3, 0, 3, 2, 6, 3, 4, 1, 257
A minor (0), 2, 3, 6, 4, 2, 4, 0, 1, 2, 3, 6, 4, 2, 5,  , 3, 3, 3, 1, 4, 7, 4, 4, 3, 2, 3, 6, 4, 2, 5, 4, 3, 1, 1, 3, 3, 3, 3, 2, 2, 3, 5, 4, 2, 2, 3, 6, 2, 2, 3, 4,  , 2, 3, 2, 1, 2, 3,  , 2, 3, 4, 0, 3, 2, 4, 5, 4, 3, 4, 1, 1, 2, 4, 1, 6, 5, 5, 3,  , 3, 3, 3, 1, 2, 6, 0, 7, 1, 4, 0, 4, 2, 5, 4, 3, 1, 283
A minor mel (0), 3, 4, 6, 3, 3, 3, 1, 0, 3, 4, 6, 3, 3, 4,  , 4, 2, 2, 2, 4, 6, 3, 5, 2, 3, 4, 6, 3, 3, 4, 3, 2, 1, 2, 2, 4, 4, 2, 3, 3, 4, 6, 5, 2, 1, 3, 7, 2, 3, 4, 3,  , 2, 4, 1, 2, 2, 4,  , 2, 2, 4, 1, 4, 2, 3, 6, 3, 4, 3, 2, 1, 2, 3, 2, 5, 4, 4, 4,  , 4, 2, 2, 2, 1, 7, 1, 6, 2, 4, 1, 5, 2, 4, 4, 2, 2, 292
C major blues (0), 3, 3, 3, 4, 3, 3, 1, 2, 3, 3, 3, 4, 3, 5,  , 3, 3, 4, 2, 4, 6, 7, 5, 4, 3, 3, 3, 4, 3, 5, 4, 3, 1, 1, 3, 4, 3, 5, 2, 2, 3, 7, 3, 2, 2, 3, 6, 2, 5, 5, 4,  , 4, 5, 4, 3, 2, 3,  , 1, 3, 4, 1, 3, 4, 4, 6, 4, 2, 3, 2, 1, 2, 5, 3, 4, 6, 5, 4,  , 5, 5, 4, 2, 3, 4, 3, 4, 3, 3, 1, 4, 3, 6, 3, 4, 2, 319
A minor blues (0), 3, 3, 5, 4, 3, 4, 1, 2, 3, 3, 5, 4, 3, 6,  , 3, 3, 4, 2, 4, 7, 6, 7, 4, 3, 3, 5, 4, 3, 6, 4, 3, 1, 1, 3, 4, 4, 4, 2, 2, 4, 7, 4, 2, 2, 3, 7, 2, 5, 5, 4,  , 4, 6, 4, 3, 2, 4,  , 1, 3, 5, 1, 4, 2, 4, 6, 4, 3, 3, 2, 1, 2, 5, 2, 5, 6, 6, 4,  , 6, 5, 4, 2, 3, 7, 3, 7, 3, 4, 1, 5, 3, 6, 4, 4, 2, 347
C dorian (0), 3, 3, 3, 2, 3, 2, 1, 1, 3, 3, 3, 2, 3, 3,  , 3, 2, 2, 2, 4, 5, 4, 4, 3, 3, 3, 3, 2, 3, 3, 3, 2, 1, 1, 2, 4, 3, 4, 2, 2, 3, 7, 3, 1, 1, 3, 6, 2, 4, 5, 3,  , 3, 3, 2, 3, 2, 3,  , 1, 2, 4, 1, 3, 4, 3, 6, 3, 2, 2, 2, 1, 2, 4, 3, 3, 5, 4, 4,  , 4, 3, 3, 2, 1, 4, 2, 3, 3, 3, 1, 4, 2, 5, 3, 3, 2, 266
C phrygian (0), 1, 1, 2, 4, 1, 2, 0, 2, 1, 1, 2, 4, 1, 5,  , 1, 3, 4, 1, 4, 5, 6, 3, 3, 1, 1, 2, 4, 1, 5, 3, 3, 1, 0, 2, 3, 1, 5, 1, 1, 1, 6, 1, 2, 2, 2, 4, 1, 3, 3, 3,  , 4, 3, 3, 2, 1, 1,  , 0, 3, 3, 0, 2, 4, 3, 4, 3, 1, 2, 0, 0, 2, 4, 2, 3, 5, 4, 2,  , 3, 5, 3, 1, 2, 2, 1, 3, 2, 2, 0, 3, 3, 6, 2, 4, 0, 222
C lydian (0), 3, 3, 3, 2, 3, 2, 1, 1, 3, 3, 3, 2, 3, 3,  , 3, 2, 2, 2, 4, 5, 4, 4, 3, 3, 3, 3, 2, 3, 3, 3, 2, 1, 1, 2, 4, 3, 4, 2, 2, 3, 7, 3, 1, 1, 3, 6, 2, 4, 5, 3,  , 3, 3, 2, 3, 2, 3,  , 1, 2, 4, 1, 3, 4, 3, 6, 3, 2, 2, 2, 1, 2, 4, 3, 3, 5, 4, 4,  , 4, 3, 3, 2, 1, 4, 2, 3, 3, 3, 1, 4, 2, 5, 3, 3, 2, 266
C mixolydian (0), 1, 1, 2, 4, 1, 2, 0, 2, 1, 1, 2, 4, 1, 5,  , 1, 3, 4, 1, 4, 5, 6, 3, 3, 1, 1, 2, 4, 1, 5, 3, 3, 1, 0, 2, 3, 1, 5, 1, 1, 1, 6, 1, 2, 2, 2, 4, 1, 3, 3, 3,  , 4, 3, 3, 2, 1, 1,  , 0, 3, 3, 0, 2, 4, 3, 4, 3, 1, 2, 0, 0, 2, 4, 2, 3, 5, 4, 2,  , 3, 5, 3, 1, 2, 2, 1, 3, 2, 2, 0, 3, 3, 6, 2, 4, 0, 222
C aeolian (0), 2, 2, 3, 3, 2, 3, 0, 2, 2, 2, 3, 3, 2, 4,  , 2, 3, 3, 1, 4, 6, 5, 3, 4, 2, 2, 3, 3, 2, 4, 4, 3, 1, 0, 3, 3, 2, 5, 1, 1, 2, 6, 2, 1, 2, 3, 5, 2, 3, 4, 4,  , 3, 2, 3, 2, 2, 2,  , 1, 3, 4, 0, 2, 4, 4, 5, 4, 1, 3, 1, 1, 2, 5, 2, 4, 6, 5, 3,  , 3, 4, 4, 1, 2, 3, 1, 4, 2, 3, 0, 3, 2, 6, 3, 4, 1, 257
C locrian (0), 1, 0, 1, 4, 1, 2, 0, 2, 1, 0, 1, 4, 1, 5,  , 1, 3, 3, 0, 3, 4, 7, 4, 2, 1, 0, 1, 4, 1, 5, 3, 2, 1, 0, 1, 2, 1, 4, 1, 1, 1, 5, 1, 1, 2, 2, 3, 1, 4, 3, 2,  , 3, 4, 4, 1, 1, 1,  , 0, 2, 2, 0, 1, 3, 2, 3, 2, 1, 1, 0, 0, 1, 3, 2, 2, 4, 3, 1,  , 4, 5, 2, 0, 3, 1, 2, 2, 1, 1, 0, 3, 2, 5, 1, 3, 0, 185
F major (1b), 1, 1, 2, 4, 1, 2, 0, 2, 1, 1, 2, 4, 1, 4,  , 1, 2, 4, 1, 4, 4, 6, 3, 3, 1, 1, 2, 4, 1, 4, 1, 2, 1, 0, 2, 3, 1, 4, 1, 1, 1, 5, 1, 2, 1, 2, 3, 1, 3, 3, 2,  , 4, 3, 3, 2, 1, 1,  , 0, 2, 3, 0, 2, 4, 2, 3, 2, 1, 2, 0, 0, 2, 3, 2, 4, 4, 4, 2,  , 3, 4, 3, 1, 1, 2, 1, 3, 2, 2, 0, 2, 3, 5, 2, 3, 0, 200
G major (1#), 3, 3, 5, 2, 3, 3, 1, 1, 3, 3, 5, 2, 3, 4,  , 3, 2, 2, 2, 3, 6, 4, 4, 3, 3, 3, 5, 2, 3, 4, 3, 2, 1, 1, 2, 4, 4, 4, 2, 2, 4, 8, 4, 1, 1, 3, 7, 2, 4, 5, 3,  , 3, 4, 2, 3, 2, 4,  , 1, 2, 5, 1, 4, 2, 3, 6, 3, 3, 2, 2, 1, 2, 4, 2, 4, 5, 5, 4,  , 4, 3, 3, 2, 1, 7, 2, 4, 3, 4, 1, 5, 2, 4, 4, 3, 2, 290
D minor (1b), 0, 1, 3, 3, 0, 4, 0, 2, 0, 1, 3, 3, 0, 5,  , 2, 2, 5, 1, 4, 5, 5, 4, 4, 0, 1, 3, 3, 0, 5, 4, 3, 0, 0, 3, 4, 1, 6, 0, 0, 1, 6, 1, 3, 2, 3, 4, 0, 4, 4, 3,  , 5, 3, 2, 3, 0, 1,  , 1, 3, 3, 0, 2, 3, 4, 3, 4, 1, 3, 0, 1, 3, 5, 2, 3, 4, 4, 3,  , 5, 5, 3, 1, 2, 4, 2, 3, 2, 4, 0, 3, 4, 6, 2, 5, 0, 238
E minor (1#), 3, 3, 4, 2, 3, 3, 1, 1, 3, 3, 4, 2, 3, 4,  , 5, 2, 1, 1, 5, 4, 5, 5, 2, 3, 3, 4, 2, 3, 4, 4, 1, 1, 1, 2, 5, 5, 1, 2, 2, 6, 5, 6, 0, 1, 2, 6, 2, 3, 5, 4,  , 2, 4, 2, 2, 2, 4,  , 2, 1, 4, 1, 3, 3, 3, 5, 3, 3, 2, 2, 1, 1, 3, 3, 3, 3, 4, 3,  , 4, 4, 1, 1, 1, 6, 2, 6, 1, 3, 1, 5, 1, 3, 3, 1, 2, 266
D minor mel (1b), 1, 2, 4, 2, 1, 5, 0, 2, 1, 2, 4, 2, 1, 4,  , 3, 2, 4, 1, 4, 6, 4, 4, 5, 1, 2, 4, 2, 1, 4, 5, 3, 0, 0, 4, 4, 2, 6, 0, 0, 2, 6, 2, 2, 2, 4, 5, 1, 4, 5, 4,  , 4, 2, 2, 3, 1, 2,  , 2, 3, 4, 0, 2, 3, 5, 4, 5, 1, 4, 1, 2, 3, 6, 2, 4, 5, 5, 4,  , 5, 4, 4, 1, 2, 5, 2, 4, 2, 5, 0, 3, 3, 6, 3, 5, 1, 273
E minor mel (1#), 2, 3, 3, 1, 2, 4, 1, 1, 2, 3, 3, 1, 2, 3,  , 6, 1, 2, 1, 6, 3, 4, 6, 3, 2, 3, 3, 1, 2, 3, 5, 1, 0, 1, 3, 6, 4, 2, 1, 1, 5, 4, 5, 1, 1, 3, 5, 1, 4, 6, 4,  , 3, 3, 1, 3, 1, 3,  , 3, 1, 3, 1, 2, 4, 4, 4, 4, 2, 3, 2, 2, 2, 4, 4, 2, 2, 3, 4,  , 5, 4, 1, 1, 1, 5, 3, 5, 1, 4, 1, 4, 2, 4, 2, 2, 2, 257
F major blues (1b), 2, 3, 3, 5, 2, 3, 0, 2, 2, 3, 3, 5, 2, 5,  , 3, 2, 5, 1, 4, 5, 8, 4, 5, 2, 3, 3, 5, 2, 5, 3, 2, 1, 1, 4, 3, 3, 4, 1, 1, 3, 5, 3, 2, 1, 4, 4, 2, 4, 4, 3,  , 4, 4, 5, 2, 2, 2,  , 2, 2, 5, 0, 2, 4, 4, 4, 4, 1, 4, 1, 1, 2, 5, 2, 5, 6, 6, 3,  , 4, 4, 4, 1, 2, 3, 3, 5, 2, 3, 0, 2, 4, 6, 3, 4, 1, 288
G major blues (1#), 3, 3, 5, 4, 3, 5, 1, 2, 3, 3, 5, 4, 3, 6,  , 4, 3, 5, 2, 4, 7, 6, 5, 5, 3, 3, 5, 4, 3, 6, 5, 3, 1, 1, 4, 5, 4, 6, 2, 2, 4, 8, 4, 3, 2, 4, 7, 2, 5, 6, 4,  , 5, 5, 3, 4, 2, 4,  , 2, 3, 5, 1, 4, 3, 5, 6, 5, 3, 4, 2, 2, 3, 6, 3, 5, 6, 6, 5,  , 5, 5, 4, 2, 2, 7, 3, 5, 3, 5, 1, 5, 4, 6, 4, 5, 2, 367
D minor blues (1b), 2, 3, 5, 5, 2, 4, 0, 2, 2, 3, 5, 5, 2, 7,  , 3, 3, 5, 1, 3, 7, 8, 4, 5, 2, 3, 5, 5, 2, 7, 5, 3, 1, 1, 4, 3, 4, 5, 1, 1, 4, 7, 4, 2, 2, 4, 6, 2, 4, 4, 4,  , 4, 5, 5, 2, 2, 3,  , 2, 3, 6, 0, 3, 2, 5, 5, 5, 2, 4, 1, 1, 2, 6, 1, 5, 7, 7, 3,  , 5, 5, 4, 1, 3, 6, 3, 6, 2, 4, 0, 4, 4, 6, 4, 5, 1, 335
E minor blues (1#), 3, 4, 5, 4, 3, 5, 1, 2, 3, 4, 5, 4, 3, 6,  , 6, 3, 5, 2, 5, 7, 8, 7, 5, 3, 4, 5, 4, 3, 6, 6, 3, 1, 1, 5, 5, 5, 4, 2, 2, 6, 6, 6, 3, 2, 4, 7, 2, 5, 6, 4,  , 5, 5, 3, 4, 2, 4,  , 3, 3, 5, 1, 4, 3, 6, 6, 6, 3, 5, 2, 2, 3, 6, 3, 5, 5, 6, 5,  , 6, 5, 3, 2, 2, 7, 3, 8, 2, 5, 1, 5, 4, 6, 4, 4, 2, 384
F dorian (1b), 2, 2, 3, 3, 2, 3, 0, 2, 2, 2, 3, 3, 2, 3,  , 2, 2, 3, 1, 4, 5, 5, 3, 4, 2, 2, 3, 3, 2, 3, 2, 2, 1, 0, 3, 3, 2, 4, 1, 1, 2, 5, 2, 1, 1, 3, 4, 2, 3, 4, 3,  , 3, 2, 3, 2, 2, 2,  , 1, 2, 4, 0, 2, 4, 3, 4, 3, 1, 3, 1, 1, 2, 4, 2, 5, 5, 5, 3,  , 3, 3, 4, 1, 1, 3, 1, 4, 2, 3, 0, 2, 2, 5, 3, 3, 1, 235
G dorian (1#), 2, 3, 4, 1, 2, 4, 1, 1, 2, 3, 4, 1, 2, 3,  , 4, 1, 3, 2, 4, 5, 3, 5, 4, 2, 3, 4, 1, 2, 3, 4, 2, 0, 1, 3, 5, 3, 5, 1, 1, 3, 7, 3, 2, 1, 4, 6, 1, 5, 6, 3,  , 4, 3, 1, 4, 1, 3,  , 2, 2, 4, 1, 3, 3, 4, 5, 4, 2, 3, 2, 2, 3, 5, 3, 3, 4, 4, 5,  , 5, 3, 3, 2, 1, 6, 3, 3, 3, 5, 1, 4, 3, 5, 3, 4, 2, 281
F phrygian (1b), 1, 0, 1, 4, 1, 2, 0, 2, 1, 0, 1, 4, 1, 4,  , 1, 2, 3, 0, 3, 3, 7, 4, 2, 1, 0, 1, 4, 1, 4, 1, 1, 1, 0, 1, 2, 1, 3, 1, 1, 1, 4, 1, 1, 1, 2, 2, 1, 4, 3, 1,  , 3, 4, 4, 1, 1, 1,  , 0, 1, 2, 0, 1, 3, 1, 2, 1, 1, 1, 0, 0, 1, 2, 2, 3, 3, 3, 1,  , 4, 4, 2, 0, 2, 1, 2, 2, 1, 1, 0, 2, 2, 4, 1, 2, 0, 163
G phrygian (1#), 2, 2, 5, 3, 2, 4, 0, 2, 2, 2, 5, 3, 2, 5,  , 2, 3, 3, 1, 3, 7, 5, 3, 4, 2, 2, 5, 3, 2, 5, 4, 3, 1, 0, 3, 3, 3, 5, 1, 1, 3, 7, 3, 1, 2, 3, 6, 2, 3, 4, 4,  , 3, 3, 3, 2, 2, 3,  , 1, 3, 5, 0, 3, 2, 4, 5, 4, 2, 3, 1, 1, 2, 5, 1, 5, 6, 6, 3,  , 3, 4, 4, 1, 2, 6, 1, 5, 2, 4, 0, 4, 2, 5, 4, 4, 1, 281
